open_time,开盘价,最高价,最低价,收盘价,成交量,MA20,MA50,BB_Upper,BB_Lower,BB_Long_Upper,BB_Long_Lower,MACD_Hist,RSI,ATR,Fib_Ret_0.382,Fib_Ret_0.500,Fib_Ret_0.618,Fib_Support_Level,Fib_Resistance_Level,Fib_Price_Position
2025-07-21 22:00:00,117171.8,117285.5,117061.0,117279.9,788.62,117175.54,117274.32,117527.73,116531.55,119150.04,115987.92,64.37123,54.042652,316.84012,117306.18,117031.0,116755.82,117031.0,117306.18,0.6067324
2025-07-21 22:15:00,117279.8,117373.6,117155.8,117365.9,598.111,117267.34,117249.43,117614.54,116498.46,118980.27,116062.46,66.95134,57.66599,304.4601,117168.055,116919.25,116670.445,117168.055,118547.016,0.71183306
2025-07-21 22:30:00,117365.9,117596.6,117365.8,117575.1,943.838,117345.2,117251.82,117757.02,116485.164,118808.68,116156.53,78.93863,65.40634,295.2526,117151.734,116906.05,116660.36,117151.734,118513.43,0.82133424
2025-07-21 22:45:00,117575.1,117582.6,117307.6,117307.6,666.747,117340.04,117248.61,117729.03,116610.305,118622.46,116251.586,56.103146,51.38939,292.721,117151.734,116906.05,116660.36,117151.734,118513.43,0.69285816
2025-07-21 23:00:00,117307.7,117333.6,117127.1,117237.1,533.122,117353.12,117221.08,117707.99,116690.625,118483.29,116313.06,34.70606,48.21248,281.9434,117151.734,116906.05,116660.36,117151.734,118513.43,0.65899813
2025-07-21 23:15:00,117237.0,117315.9,117062.6,117314.0,800.026,117359.94,117192.79,117718.07,116728.03,118350.984,116379.37,27.701445,51.98952,278.36298,117151.734,116906.05,116660.36,117151.734,118513.43,0.695932
2025-07-21 23:30:00,117314.0,117471.0,117259.4,117280.5,644.943,117342.86,117160.77,117724.88,116749.72,118283.23,116402.016,19.36911,50.131283,270.0176,117151.734,116906.05,116660.36,117151.734,118513.43,0.6798425
2025-07-21 23:45:00,117280.6,117427.8,117239.8,117330.2,316.306,117293.88,117155.88,117673.7,116874.32,118224.016,116424.04,17.731644,53.03666,259.76538,117151.734,116906.05,116660.36,117151.734,118513.43,0.7037126
2025-07-22 00:00:00,117330.2,117361.6,117209.9,117287.9,452.441,117289.94,117164.055,117571.555,117039.96,118170.74,116441.63,12.079945,50.136265,246.25722,117151.734,116906.05,116660.36,117151.734,118513.43,0.6833966
2025-07-22 00:15:00,117287.9,117474.7,117287.9,117474.7,560.985,117337.46,117168.03,117603.734,117055.93,118140.92,116454.66,22.996267,61.09715,238.82507,117151.734,116906.05,116660.36,117151.734,118513.43,0.77311367
2025-07-22 00:30:00,117474.6,117475.1,116968.2,117026.4,1637.421,117279.94,117167.21,117659.46,116949.04,118067.77,116470.336,-9.377419,37.820297,272.33444,116660.36,116906.05,117151.734,,,
2025-07-22 00:45:00,117026.5,117279.4,117026.5,117073.1,566.401,117238.46,117180.22,117680.05,116912.016,118047.53,116460.445,-19.378965,40.571926,269.91763,116660.36,116906.05,117151.734,,,
2025-07-22 01:00:00,117073.2,117091.3,116800.1,116810.2,1408.276,117134.46,117184.29,117785.6,116728.18,118054.57,116415.76,-41.82071,31.435406,272.5779,116660.36,116906.05,117151.734,,,
2025-07-22 01:15:00,116810.3,117199.9,115865.0,117199.8,8651.643,117116.84,117199.45,117765.445,116720.66,117980.73,116448.56,-16.205883,50.649563,405.3682,117151.734,116906.05,116660.36,117151.734,118513.43,0.64108354
2025-07-22 01:30:00,117199.8,117818.2,117075.2,117615.7,4781.213,117145.04,117227.38,117785.13,116707.734,117917.96,116491.84,30.885351,63.4173,447.57217,117151.734,116906.05,116660.36,117151.734,118513.43,0.8408338
2025-07-22 01:45:00,117615.7,117947.1,117571.3,117700.0,2279.069,117279.76,117255.51,117915.61,116642.66,117853.39,116539.555,56.33598,65.52639,438.60065,117151.734,116906.05,116660.36,117151.734,118513.43,0.8813217
2025-07-22 02:00:00,117700.1,117777.9,117380.5,117463.0,1557.136,117357.74,117282.805,117947.56,116648.35,117857.19,116537.766,43.278137,55.10596,433.45056,117151.734,116906.05,116660.36,117151.734,118513.43,0.7674944
2025-07-22 02:15:00,117463.1,117679.7,117364.1,117507.4,789.091,117497.18,117311.4,117982.34,116645.805,117885.58,116535.445,35.48607,56.61396,418.71924,117151.734,116906.05,116660.36,117151.734,118513.43,0.78881896
2025-07-22 02:30:00,117507.4,117639.0,117233.5,117239.1,1010.294,117505.04,117313.94,117980.87,116640.38,117874.62,116536.27,6.389585,45.774246,417.06683,117151.734,116906.05,116660.36,117151.734,118513.43,0.6599587
2025-07-22 02:45:00,117239.1,117284.9,116914.4,116980.0,1595.608,117377.9,117297.11,117995.016,116567.87,117876.93,116529.73,-28.520195,37.652008,411.24597,116660.36,116906.05,117151.734,,,
2025-07-22 03:00:00,116980.0,117208.4,116911.3,116977.4,949.459,117233.38,117287.86,118004.195,116506.94,117862.2,116556.28,-41.821587,37.57395,396.97772,116660.36,116906.05,117151.734,,,
2025-07-22 03:15:00,116977.4,117116.8,116643.0,117090.1,2089.968,117158.8,117278.82,117958.65,116488.38,117831.07,116611.77,-34.22597,43.497368,406.5805,116660.36,116906.05,117151.734,,,
2025-07-22 03:30:00,117090.0,117250.3,116745.5,116873.0,1835.067,117031.92,117255.34,117979.016,116442.45,117831.94,116610.336,-43.27235,35.85194,418.85794,116776.07,117057.5,117338.93,,,
2025-07-22 03:45:00,116873.0,117181.6,116797.1,117177.0,947.074,117019.5,117236.39,117980.24,116458.54,117829.734,116622.41,-18.012535,50.16247,414.5632,116892.54,117209.95,117527.36,,,
2025-07-22 04:00:00,117176.9,117240.0,117030.5,117082.5,568.341,117040.0,117225.67,117938.37,116545.805,117830.24,116620.09,-10.722829,46.407833,388.9303,116892.54,117209.95,117527.36,,,
2025-07-22 04:15:00,117082.5,117130.1,116804.1,116941.6,942.978,117032.84,117211.6,117952.14,116488.99,117825.47,116628.33,-16.157053,41.061558,381.06403,116892.54,117209.95,117527.36,,,
2025-07-22 04:30:00,116941.6,117325.0,116800.0,116820.1,1151.499,116978.84,117188.08,117865.414,116443.12,117835.195,116612.82,-25.220156,36.796913,399.05603,116892.54,117209.95,117527.36,115133.34,116892.54,0.35506895
2025-07-22 04:45:00,116820.2,116900.0,116487.0,116500.0,2100.652,116904.24,117150.914,117769.77,116338.76,117905.96,116496.33,-50.19555,27.892715,400.799,116892.54,117209.95,117527.36,115133.34,116892.54,0.23606825
2025-07-22 05:00:00,116500.1,117206.0,116484.2,117168.9,2418.657,116902.62,117143.234,117673.24,116386.28,117897.484,116493.84,-2.1257572,54.647713,440.92413,116892.54,117209.95,117527.36,,,
2025-07-22 05:15:00,117168.9,117318.0,117069.8,117123.0,1146.756,116910.72,117135.38,117520.48,116474.97,117896.66,116491.42,18.491928,53.07125,416.83362,117275.21,117519.55,117763.89,115920.97,117275.21,0.30849472
2025-07-22 05:30:00,117122.9,117297.0,117011.9,117050.0,842.102,116932.4,117115.16,117469.54,116494.39,117891.0,116481.75,21.704878,50.374863,400.3669,117275.21,117519.55,117763.89,115920.97,117275.21,0.27324092
2025-07-22 05:45:00,117050.0,117294.8,116886.1,117289.3,1041.052,117026.24,117127.68,117546.5,116468.984,117884.67,116482.98,40.648968,58.44861,401.40854,117275.21,117519.55,117763.89,117275.21,117519.55,0.38880572
2025-07-22 06:00:00,117289.5,117548.6,117222.6,117516.2,1531.884,117229.48,117148.77,117709.96,116395.33,117875.26,116488.46,63.391834,64.78621,391.98248,117275.21,117519.55,117763.89,,,
2025-07-22 06:15:00,117516.2,117697.6,117387.2,117680.4,1223.09,117331.78,117190.21,117909.9,116293.766,117926.56,116462.01,79.853935,68.803474,381.78467,117306.95,117561.1,117815.25,,,
2025-07-22 06:30:00,117680.3,117727.0,117503.8,117508.4,1039.467,117408.86,117204.91,117992.125,116317.44,117951.1,116455.555,64.639694,60.38473,361.96158,117306.95,117561.1,117815.25,,,
2025-07-22 06:45:00,117508.5,117799.9,117445.0,117799.7,999.022,117558.8,117213.67,118173.05,116240.3,118019.96,116419.08,72.1298,68.09765,361.0789,117306.95,117561.1,117815.25,,,
2025-07-22 07:00:00,117799.7,118250.0,117720.8,118244.2,3099.738,117749.78,117239.586,118532.36,116074.6,118193.67,116309.61,100.66026,76.30904,382.09402,117306.95,117561.1,117815.25,,,
2025-07-22 07:15:00,118244.2,118554.9,118177.6,118530.0,3382.274,117952.54,117290.4,118924.73,115946.98,118419.19,116164.086,122.4561,80.142975,381.49478,117306.95,117561.1,117815.25,,,
2025-07-22 07:30:00,118529.9,118548.9,118070.6,118149.9,2385.787,118046.44,117320.99,119032.14,116061.195,118522.18,116118.56,85.70143,64.05806,393.59543,117306.95,117561.1,117815.25,,,
2025-07-22 07:45:00,118149.9,118184.4,117779.4,117959.5,1760.16,118136.66,117355.3,118907.98,116428.61,118575.85,116097.21,40.204945,57.33331,395.021,117306.95,117561.1,117815.25,,,
2025-07-22 08:00:00,117959.5,117959.5,117501.6,117657.5,2529.015,118108.22,117387.555,118880.88,116537.13,118596.26,116118.875,-13.041212,48.007286,402.8809,117306.95,117561.1,117815.25,,,
2025-07-22 08:15:00,117657.5,117955.0,117441.5,117684.6,1871.293,117996.3,117421.234,118827.75,116683.87,118617.97,116137.93,-37.89261,48.877865,416.70825,117306.95,117561.1,117815.25,,,
2025-07-22 08:30:00,117684.5,118183.6,117659.1,118068.5,1417.256,117904.0,117467.82,118764.43,116916.94,118669.84,116169.945,-18.547888,59.958626,430.18222,117306.95,117561.1,117815.25,,,
2025-07-22 08:45:00,118068.4,118330.6,117991.8,118257.9,1202.718,117925.6,117533.77,118773.97,117068.836,118763.664,116146.66,4.0174646,64.40002,418.75946,117306.95,117561.1,117815.25,,,
2025-07-22 09:00:00,118257.9,118258.0,117983.0,118000.0,1101.45,117933.7,117572.96,118748.5,117174.93,118800.96,116134.984,-9.470752,54.752186,400.78952,117306.95,117561.1,117815.25,,,
2025-07-22 09:15:00,118000.0,118222.0,117837.7,118166.6,1151.404,118035.52,117624.586,118766.75,117237.72,118854.88,116112.17,-4.9347453,59.342617,398.72833,117306.95,117561.1,117815.25,,,
2025-07-22 09:30:00,118166.7,118546.0,118166.6,118495.6,1623.063,118197.72,117698.586,118815.85,117353.15,118974.234,116061.66,20.134094,67.04529,396.3123,117306.95,117561.1,117815.25,,,
2025-07-22 09:45:00,118495.6,118638.0,118352.6,118356.3,1779.732,118255.28,117771.734,118848.375,117413.4,119058.1,116034.39,15.125251,61.307827,382.44824,117306.95,117561.1,117815.25,,,
2025-07-22 10:00:00,118356.3,118493.8,118251.5,118405.6,1004.472,118284.82,117862.484,118886.98,117401.69,119144.36,116025.89,11.335784,62.628323,364.92972,117306.95,117561.1,117815.25,,,
2025-07-22 10:15:00,118405.7,118510.0,118325.9,118504.9,992.548,118385.8,117926.1,118877.164,117407.32,119226.23,116045.68,12.365492,65.40293,342.32602,117306.95,117561.1,117815.25,,,
2025-07-22 10:30:00,118505.0,118724.9,118504.9,118690.2,2280.271,118490.52,118000.73,119028.516,117346.016,119327.03,116059.07,22.119799,70.21689,327.03525,117306.95,117561.1,117815.25,,,
2025-07-22 10:45:00,118690.3,118945.8,118667.7,118945.6,2846.766,118580.52,118090.99,119257.52,117281.36,119468.055,116041.74,40.074333,75.662346,320.91833,117306.95,117561.1,117815.25,,,
2025-07-22 11:00:00,118945.6,119097.4,118766.0,118902.0,2810.451,118689.66,118167.79,119328.914,117417.38,119563.89,116081.18,36.107006,73.00393,322.22855,117306.95,117561.1,117815.25,,,
2025-07-22 11:15:00,118902.0,119050.0,118902.0,119049.4,1124.779,118818.42,118240.8,119386.33,117587.445,119692.82,116077.07,37.044567,76.2897,300.44998,117306.95,117561.1,117815.25,,,
2025-07-22 11:30:00,119049.4,119068.2,118861.4,119051.7,1641.052,118927.78,118306.1,119489.42,117648.21,119797.57,116103.61,28.545351,76.342125,288.74374,117306.95,117561.1,117815.25,,,
2025-07-22 11:45:00,119051.6,119199.9,119040.8,119142.2,1522.515,119018.18,118383.9,119616.64,117668.375,119886.67,116161.21,23.316734,78.52192,272.53827,117306.95,117561.1,117815.25,,,
2025-07-22 12:00:00,119142.2,119331.1,119071.0,119250.9,2254.884,119079.24,118453.01,119665.33,117828.17,119958.49,116251.44,21.454302,80.977905,270.9835,117306.95,117561.1,117815.25,,,
2025-07-22 12:15:00,119251.0,119256.2,119160.9,119215.1,942.115,119141.86,118499.234,119680.836,117987.414,119941.72,116449.23,9.937056,77.56972,249.02306,117306.95,117561.1,117815.25,,,
2025-07-22 12:30:00,119215.2,119400.4,119019.2,119358.7,2048.705,119203.72,118538.7,119787.39,118024.71,120024.38,116512.55,9.198448,81.260605,265.54517,117306.95,117561.1,117815.25,,,
2025-07-22 12:45:00,119358.6,119422.6,119227.4,119280.6,1556.817,119249.5,118592.54,119780.03,118186.12,120065.39,116615.375,-3.8114305,73.57834,256.752,117306.95,117561.1,117815.25,,,
2025-07-22 13:00:00,119280.6,119475.2,119194.6,119340.0,2869.594,119289.06,118658.28,119743.39,118378.49,120081.46,116751.98,-10.241823,75.62322,259.73303,117306.95,117561.1,117815.25,,,
2025-07-22 13:15:00,119339.9,119339.9,119076.8,119190.8,1690.803,119277.04,118731.3,119632.24,118603.96,120085.97,116874.234,-29.052902,61.64283,260.16638,117306.95,117561.1,117815.25,,,
2025-07-22 13:30:00,119190.8,119582.3,118799.4,119455.8,5911.434,119325.18,118815.64,119620.89,118742.91,120142.84,116946.66,-18.88489,72.26682,325.5081,117306.95,117561.1,117815.25,,,
2025-07-22 13:45:00,119455.7,119455.8,117996.1,118135.1,9528.016,119080.46,118818.81,120003.87,118224.84,120112.8,117007.02,-119.9557,27.683704,467.28207,117306.95,117561.1,117815.25,,,
2025-07-22 14:00:00,118135.1,118249.8,117522.0,118195.0,7716.096,118863.34,118815.81,120174.37,117936.516,120056.336,117109.26,-152.22879,29.969759,499.84683,117306.95,117561.1,117815.25,,,
