open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,成交笔数,主动买入量,主动买入额,MA20,MA50,MA_LONG,MACD,MACD_Signal,MACD_Hist,RSI,RSI_Secondary,RSI_Long,BB_Upper,BB_Middle,BB_Lower,BB_Long_Upper,BB_Long_Middle,BB_Long_Lower,Stoch_SlowK,Stoch_SlowD,OBV,ATR,ATR_Long,ATR_Ratio,ADX,Fib_Ret_0.382,Fib_Ret_0.500,Fib_Ret_0.618,Fib_Ret_0.236,Fib_Ret_0.786,Fib_Ret_0.000,Fib_Ret_1.000,Fib_Ext_1.272,Fib_Ext_1.414,Fib_Trend,Fib_High,Fib_Low,Fib_Signal,Fib_Support_Level,Fib_Resistance_Level,Fib_Price_Position,MA3,MA5,MA56,MACD_Long,MACD_Long_Signal,Volume_MA20,Volume_Ratio,MA_Fast_Signal,MACD_Zero_Cross,BB_Breakout_Strength,Fib_Key_Zone
2025-07-15 01:00:00,119458.4,119497.8,118376.5,118491.3,12335.751,1467937900.0,234346.0,5426.734,645880600.0,119556.18,,,,,,14.8431425,18.325546,,122599.78,120155.66,117711.54,,,,22.320585,27.338161,-59197.863,754.8261,,,,,,,,,,,,,neutral,,,neutral,,,,119255.4,119556.18,,,,,,快速死叉,,,
2025-07-15 02:00:00,118491.4,118873.2,117833.0,118251.9,15348.778,1814598000.0,298054.0,7801.043,922327550.0,119206.54,,,,,,13.472118,17.506105,,122298.22,119895.49,117492.77,,,,17.282747,23.310177,-74546.64,783.36346,,,73.20243,,,,,,,,,,neutral,,,neutral,,,,118733.87,119206.54,,,,8427.18,1.8213421,快速死叉,,,
2025-07-15 03:00:00,118251.8,118251.8,116870.0,117209.2,24369.172,2861141800.0,392483.0,11697.726,1373433500.0,118645.46,120395.125,,,,,9.168733,14.470971,,122275.43,119576.21,116876.984,,,,10.3456,16.649645,-98915.81,843.21716,,,74.45103,,,,,,,,,,neutral,,,neutral,,,,117984.13,118645.46,,,,9020.421,2.701556,快速死叉,,,
2025-07-15 04:00:00,117209.2,117530.7,116227.0,117481.8,17818.56,2084763300.0,274564.0,8844.668,1035474560.0,118178.52,120145.164,,-1209.9768,-1077.0254,-132.95146,17.232662,18.45163,,122108.98,119313.48,116517.984,,,,18.504368,15.377572,-81097.25,889.26544,,,75.79488,,,,,,,,,,neutral,,,neutral,,,,117647.63,118178.52,,,,9611.002,1.8539753,快速死叉,,,
2025-07-15 05:00:00,117481.7,117761.3,116972.0,117325.3,7770.177,912244540.0,149083.0,4016.82,471620060.0,117751.9,119895.88,,-1221.3826,-1125.1444,-96.238144,16.265469,17.935535,,122241.23,119132.21,116023.19,,,,22.132473,16.994146,-88867.43,879.26886,,,75.9193,,,,,,,,,,neutral,,,neutral,,,,117338.766,117751.9,,,,9588.931,0.8103278,快速死叉,,,
2025-07-15 06:00:00,117325.2,117325.3,116724.6,117051.0,8759.999,1024836500.0,141100.0,4086.231,478045380.0,117463.84,119661.18,,-1232.8314,-1161.0402,-71.79133,14.590906,17.03612,,122221.5,118902.93,115584.36,,,,25.712313,22.116385,-97627.43,851.412,,,76.179146,,,,,,,,,,neutral,,,neutral,,,,117286.03,117463.84,,,,9711.445,0.9020284,快速死叉,,,
2025-07-15 07:00:00,117051.0,117264.0,116371.0,116777.1,9244.232,1079629300.0,159438.0,4672.832,545789400.0,117168.88,119416.664,,-1243.9957,-1188.692,-55.303722,13.028345,16.164436,,122241.07,118680.92,115120.77,,,,20.584734,22.80984,-106871.664,855.5708,,,76.61236,,,,,,,,,,neutral,,,neutral,,,,117051.13,117168.88,,,,9880.618,0.9355925,快速死叉,,,
2025-07-15 08:00:00,116777.1,116871.0,116300.0,116766.5,6191.052,722667650.0,123968.0,3172.937,370413220.0,117080.34,119192.48,,-1223.9054,-1200.4298,-23.475634,12.965653,16.13004,,122215.9,118478.125,114740.36,,,,16.450277,20.915775,-113062.71,827.1137,,,77.04177,,,,,,,,,,neutral,,,neutral,,,,116864.87,117080.34,,,,9927.355,0.62363553,快速死叉,,,
2025-07-15 09:00:00,116766.6,117229.9,116684.3,116764.9,5254.729,614547650.0,103640.0,2885.708,337515070.0,116936.96,118948.23,,-1181.4823,-1194.1139,12.631699,12.954676,16.124462,,122001.78,118252.766,114503.75,,,,15.176246,17.403751,-118317.445,798.96234,,,75.578156,,,,,,,,,,neutral,,,neutral,,,,116769.5,116936.96,,,,9612.163,0.54667497,快速死叉,,,
2025-07-15 10:00:00,116765.0,117222.2,116728.1,117055.0,3968.898,464302620.0,80983.0,2157.928,252430500.0,116882.9,118728.02,,-1090.3928,-1159.5403,69.1474,26.176277,21.429419,,121561.69,118033.12,114504.55,,,,20.782255,17.469593,-114348.55,768.47614,,,74.2609,,,,,,,,,,neutral,,,neutral,,,,116862.13,116882.9,,,,9038.301,0.43911994,快速死叉,,,
2025-07-15 11:00:00,117055.0,117180.0,116331.7,117110.4,7919.67,924108500.0,131670.0,3995.806,466291330.0,116894.78,118535.19,,-995.01733,-1104.6992,109.68193,28.592793,22.438301,,121044.47,117826.71,114608.945,,,,30.45489,22.137796,-106428.875,776.4585,,,73.53547,,,,,,,,,,neutral,,,neutral,,,,116976.766,116894.78,,,,8515.515,0.9300284,快速金叉,,,
2025-07-15 12:00:00,117110.4,117458.6,116388.0,117193.1,15460.587,1809545500.0,250314.0,7614.989,891449600.0,116977.98,118408.04,,-895.69714,-1035.0319,139.33475,32.444027,24.00698,,120360.086,117625.17,114890.26,,,,45.961994,32.39971,-90968.29,805.8726,,,71.42571,,,,,,,,,,neutral,,,neutral,,,,117119.5,116977.98,,-1384.7281,-1482.1799,8478.172,1.8235755,快速金叉,,,
2025-07-15 13:00:00,117193.0,118499.8,117132.6,118067.7,20404.584,2405895700.0,385984.0,9989.015,1177868300.0,117238.22,118303.6,,-703.3352,-924.4663,221.13113,59.436546,38.234306,27.850975,119663.74,117500.26,115336.77,,,,62.31771,46.244865,-70563.7,862.0054,822.0833,1.048562,65.473404,,,,,,,,,,neutral,,,neutral,,,,117457.07,117238.22,,-1249.1367,-1404.4989,9131.95,2.234417,快速金叉,,,
2025-07-15 14:00:00,118067.8,118439.2,115678.1,115979.6,27490.459,3211378000.0,428365.0,12162.907,1420914800.0,117081.16,118117.625,,-797.23926,-882.0573,84.81807,28.129902,25.810156,23.109112,119067.305,117251.77,115436.24,,,,51.33639,53.205364,-98054.164,1051.9148,886.7172,1.1863025,62.690147,,,,,,,,,,neutral,,,neutral,,,,117080.13,117081.16,,-1295.2408,-1368.0796,10310.431,2.6662765,快速死叉,,,
2025-07-15 15:00:00,115979.6,116752.9,115750.1,116393.0,16274.557,1891533300.0,286866.0,8360.009,971677950.0,116948.76,117964.64,,-795.5879,-853.2342,57.646267,35.925255,30.617107,25.69995,118729.83,117101.89,115473.96,,,,38.792713,50.815605,-81779.6,1047.0034,890.5867,1.1756333,60.185215,,,,,,,,,,neutral,,,neutral,,,,116813.43,116948.76,,-1283.624,-1339.9277,10899.643,1.4931276,快速死叉,,,
2025-07-15 16:00:00,116393.1,117727.4,116360.9,117195.9,17571.016,2058155800.0,252689.0,8576.341,1004536800.0,116965.86,117834.92,,-681.92206,-796.1301,114.20808,48.56607,38.89765,30.411024,118383.586,117026.46,115669.34,,,,29.937037,40.02205,-64208.59,1078.953,906.45044,1.1903056,55.25195,,,,,,,,,,neutral,,,neutral,,,,116522.836,116965.86,,-1195.8453,-1291.9003,11467.173,1.5322884,快速死叉,,,
2025-07-15 17:00:00,117195.9,117577.1,117125.0,117415.6,5290.958,620871000.0,116059.0,2732.856,320724800.0,117010.36,117705.664,,-561.17395,-717.8114,156.63745,51.61346,40.973553,31.638004,118422.695,117041.21,115659.72,,,,46.900803,38.543518,-58917.633,1016.2677,891.3054,1.1402014,50.81201,,,,,,,,,,neutral,,,neutral,,,,117001.5,117010.36,,-1095.9191,-1226.5732,11599.342,0.45614296,快速死叉,,,
2025-07-15 18:00:00,117415.6,117436.3,116050.0,116723.3,15984.776,1865947000.0,259172.0,6842.946,798396200.0,116741.48,117549.625,,-544.98846,-660.20374,115.215294,42.381992,36.737972,29.91842,118340.055,116987.03,115634.01,,,,50.802708,42.54685,-74902.41,1053.271,907.80524,1.1602389,48.6839,,,,,,,,,,neutral,,,neutral,,,,117111.6,116741.48,,-1060.3665,-1171.1709,12282.598,1.3014166,快速金叉,,,
2025-07-15 19:00:00,116723.2,117230.7,116300.0,116428.9,6816.66,795893600.0,155923.0,3546.049,414038270.0,116831.34,117378.875,,-555.40936,-625.2723,69.86294,38.927715,35.077377,29.219774,118305.65,116923.0,115540.35,,,,41.741978,46.48183,-81719.07,1041.0139,908.5684,1.1457738,46.768597,,,,,,,,,,neutral,,,neutral,,,,116855.93,116831.34,,-1043.9127,-1128.7515,12515.655,0.5446507,快速金叉,,,
2025-07-15 20:00:00,116428.8,116715.9,116189.0,116410.0,4503.523,524570050.0,106931.0,2183.917,254386900.0,116834.74,117216.664,,-551.8798,-600.8081,48.928314,38.691525,34.968098,29.174528,118304.75,116877.21,115449.68,,,,29.862612,40.802433,-86222.59,989.6025,895.8461,1.1046568,45.228146,,,,,,,,,,neutral,,,neutral,,,,116520.734,116834.74,,-1020.6328,-1092.7119,12438.907,0.36205134,快速死叉,,,
2025-07-15 21:00:00,116410.0,117610.6,116339.8,117542.4,6033.652,706751300.0,113276.0,3436.126,402455170.0,116904.04,117125.42,,-404.06967,-535.22864,131.15897,56.94991,45.852486,35.3767,118436.7,116931.875,115427.055,,,,39.53881,37.047802,-80188.94,1017.7222,908.3446,1.1204143,41.359505,,,,,,,,,,neutral,,,neutral,,,,116793.766,116904.04,,-900.4286,-1028.6174,12123.802,0.49766997,快速死叉,,,
2025-07-15 22:00:00,117542.4,117849.0,117235.5,117807.7,4750.212,558426800.0,96710.0,2544.576,299180770.0,116982.46,117092.875,,-260.72647,-443.72794,183.00145,60.19042,48.04638,36.719723,118633.74,117006.25,115378.76,,,,56.379013,41.926815,-75438.73,977.3,898.5164,1.0876819,37.313274,,,,,,,,,,neutral,,,neutral,,,,117253.37,116982.46,,-774.8266,-944.0205,11593.874,0.4097174,快速金叉,,,
2025-07-15 23:00:00,117807.7,117965.6,117479.1,117738.5,4376.963,515462940.0,88142.0,2152.128,253498690.0,117185.5,117068.42,,-162.96773,-350.1412,187.17346,58.842556,47.505703,36.514957,118774.836,117075.79,115376.75,,,,77.64942,57.85575,-79815.69,928.22,884.78253,1.049094,33.774593,117286.28,117783.05,118279.82,116671.63,118987.08,115678.1,119888.0,121033.09,121630.9,neutral,119888.0,115678.1,neutral,,,,117696.2,117185.5,,-673.11084,-853.7173,10594.264,0.41314465,快速金叉,,,
2025-07-16 00:00:00,117738.6,118193.6,117409.4,118114.5,5356.157,631144640.0,106225.0,3014.455,355276740.0,117522.62,117111.53,,-47.14807,-249.14348,201.9954,63.958755,50.748795,38.444393,119013.17,117151.47,115289.77,,,,87.72937,73.91927,-74459.53,913.818,881.4298,1.0367451,31.151924,117286.28,117783.05,118279.82,116671.63,118987.08,115678.1,119888.0,121033.09,121630.9,neutral,119888.0,115678.1,neutral,,,,117886.9,117522.62,,-555.7539,-754.3962,9971.143,0.5371658,快速金叉,,,
2025-07-16 01:00:00,118114.5,118208.6,117575.2,117726.7,3850.52,453762880.0,83006.0,1653.281,194813630.0,117785.96,117123.195,,-10.802274,-169.69641,158.89413,55.636753,47.490025,37.236923,119103.68,117195.49,115287.305,,,,87.9116,84.43013,-78310.055,885.7762,873.1621,1.0144464,28.830095,117296.555,117796.5,118296.445,116677.984,119008.23,115678.1,119914.9,121067.31,121668.94,neutral,119914.9,115678.1,neutral,,,,117859.9,117785.96,,-488.40982,-665.7341,9775.16,0.39390862,快速金叉,,,
2025-07-16 02:00:00,117726.7,117768.9,117017.1,117335.1,5231.061,613607800.0,109793.0,2345.416,275099360.0,117744.5,117123.664,,-31.057482,-123.48344,92.42596,48.24184,44.390213,36.054005,119116.56,117205.63,115294.7,,,,77.83975,84.493576,-83541.11,872.3786,869.1167,1.0037531,26.741596,117367.266,117889.05,118410.836,116721.67,119153.71,115678.1,120100.0,114475.34,113847.43,downtrend,120100.0,115678.1,fib_382_reject_缩量,114475.34,117367.266,0.3747258,117725.43,117744.5,,-461.3202,-597.59607,9598.713,0.5449752,快速死叉,,,关键支撑区
2025-07-16 03:00:00,117335.0,117534.6,117223.7,117477.6,2568.177,301556220.0,60921.0,1204.012,141374450.0,117678.48,117143.98,,-27.760056,-91.575645,63.81559,51.00642,45.7772,36.809666,118965.98,117163.484,115360.99,,,,67.00467,77.58534,-80972.94,816.2307,850.5095,0.9596962,24.861946,117367.266,117889.05,118410.836,116721.67,119153.71,115678.1,120100.0,121302.76,121930.664,neutral,120100.0,115678.1,neutral,,,,117513.13,117678.48,,-423.47137,-539.5545,9264.91,0.27719393,快速死叉,,,
2025-07-16 04:00:00,117477.7,117699.9,117252.2,117601.5,2441.156,286816200.0,63428.0,1236.995,145354140.0,117651.08,117183.234,,-10.324768,-64.49202,54.16725,53.524548,47.014618,37.474255,118840.78,117279.336,115717.89,,,,64.42609,69.756836,-78531.78,779.3776,837.0825,0.9310643,22.619223,117367.266,117889.05,118410.836,116721.67,119153.71,115678.1,120100.0,121302.76,121930.664,neutral,120100.0,115678.1,neutral,,,,117471.4,117651.08,,-379.10812,-486.0724,9077.416,0.26892632,快速死叉,,,
2025-07-16 05:00:00,117601.5,118020.0,117601.5,117858.5,5014.165,591027600.0,91689.0,2813.212,331591550.0,117599.88,117235.234,,32.108555,-32.29183,64.40038,58.665672,49.584686,38.85417,118828.98,117384.016,115939.05,,,,71.67012,67.700294,-73517.62,743.28986,823.12976,0.9030045,21.127594,117367.266,117889.05,118410.836,116721.67,119153.71,115678.1,120100.0,121302.76,121930.664,neutral,120100.0,115678.1,neutral,,,,117645.87,117599.88,,-319.5288,-430.55786,9065.388,0.55311096,快速金叉,零轴上穿,,
2025-07-16 06:00:00,117858.5,118282.7,117737.5,118260.8,3344.112,394854460.0,69093.0,1840.582,217332750.0,117706.7,117306.47,,107.93973,14.452025,93.48771,65.61266,53.395496,40.964024,119030.56,117460.08,115889.59,,,,83.15842,73.08488,-70173.5,723.4809,813.8654,0.8889441,20.549116,117367.266,117889.05,118410.836,116721.67,119153.71,115678.1,120100.0,121302.76,121930.664,neutral,120100.0,115678.1,neutral,,,,117906.93,117706.7,,-237.11623,-366.07733,9034.148,0.3701635,快速金叉,,,
2025-07-16 07:00:00,118260.8,118297.1,118017.2,118181.2,3768.6,445386530.0,69034.0,1746.419,206415840.0,117875.92,117360.09,,148.87628,59.260113,89.61617,63.16217,52.549114,40.676735,119170.87,117514.766,115858.664,,,,90.160324,81.66295,-73942.1,679.1228,796.0666,0.853098,20.07095,117367.266,117889.05,118410.836,116721.67,119153.71,115678.1,120100.0,121302.76,121930.664,neutral,120100.0,115678.1,neutral,,,,118100.164,117875.92,,-176.19563,-302.78342,8826.595,0.42695966,快速金叉,,,
2025-07-16 08:00:00,118181.2,118785.0,118113.6,118697.7,6497.925,770173600.0,115809.0,4080.111,483647780.0,118119.94,117435.68,,234.29117,117.6038,116.68737,71.281654,57.280926,43.34385,119396.36,117655.79,115915.23,123842.125,118615.58,113389.03,94.75895,89.35923,-67444.18,678.3505,791.911,0.8565994,20.9786,118410.836,117889.05,117367.266,119056.43,116624.38,120100.0,115678.1,121302.76,121930.664,uptrend,120100.0,115678.1,fib_golden_zone_缩量,118410.836,121302.76,0.6828739,118379.9,118119.94,,-85.25562,-230.27415,8378.462,0.7755511,快速金叉,,,
2025-07-16 09:00:00,118697.7,119204.0,118688.9,119188.9,9385.976,1116613200.0,154507.0,4839.253,575720300.0,118437.42,117530.72,,345.70172,193.63644,152.06529,76.92473,61.23955,45.74367,119642.97,117852.94,116062.91,123502.36,118544.734,113587.11,95.10559,93.34162,-58058.203,662.02545,782.684,0.84584004,22.728052,118410.836,117889.05,117367.266,119056.43,116624.38,120100.0,115678.1,121302.76,121930.664,uptrend,120100.0,115678.1,neutral,118410.836,121302.76,0.79395735,118689.266,118437.42,,26.1493,-144.79967,7827.5312,1.1990979,快速金叉,,,强势区
2025-07-16 10:00:00,119188.9,119299.9,118715.3,118716.9,5330.65,634360100.0,101013.0,2005.79,238696770.0,118609.1,117561.63,,359.9418,249.07156,110.87023,63.03828,55.880913,43.89543,119503.91,118017.71,116531.52,123149.29,118467.875,113786.45,89.610886,93.15848,-63388.85,654.2829,776.0812,0.8430599,24.501835,118410.836,117889.05,117367.266,119056.43,116624.38,120100.0,115678.1,121302.76,121930.664,uptrend,120100.0,115678.1,fib_golden_zone_缩量,118410.836,121302.76,0.6872159,118867.836,118609.1,,75.48193,-71.37247,6719.541,0.7933057,快速金叉,,,
2025-07-16 11:00:00,118716.9,118898.2,118621.8,118755.1,3601.246,427748860.0,74958.0,1600.6,190133870.0,118707.96,117693.8,,365.8997,288.01428,77.88542,63.657726,56.21484,44.08458,119631.49,118104.336,116577.18,122863.375,118403.375,113943.375,82.510155,89.07555,-59787.605,616.4946,759.4252,0.8117912,25.622103,118438.336,117925.05,117411.766,119073.42,116680.98,120100.0,115750.1,121283.17,121900.86,uptrend,120100.0,115750.1,fib_golden_zone_缩量,118438.336,121283.17,0.69082046,118886.97,118707.96,,116.31996,-8.808324,6085.8755,0.5917384,快速金叉,,,
2025-07-16 12:00:00,118755.1,119055.0,118557.0,118579.3,5111.985,607438000.0,106991.0,2466.467,293126300.0,118787.58,117797.91,,340.92535,305.6513,35.274063,58.40255,54.182358,43.388187,119704.56,118159.45,116614.336,122562.945,118336.73,114110.51,71.01008,81.04371,-64899.59,604.64514,750.711,0.80543,27.012318,118552.9,118075.0,117597.1,119144.2,116916.7,120100.0,116050.0,121201.6,121776.7,uptrend,120100.0,116050.0,fib_618_bounce,118552.9,121201.6,0.6245185,118683.766,118787.58,,132.96605,38.449802,5462.924,0.9357599,快速死叉,,,
2025-07-16 13:00:00,118579.3,118907.8,118156.0,118651.3,11552.864,1369186200.0,194142.0,5870.752,695837300.0,118778.3,117867.21,,323.99176,311.7648,12.226974,59.981113,54.901535,43.764557,119770.74,118224.65,116678.56,122311.6,118280.266,114248.92,66.79339,73.437874,-53346.727,619.36066,750.7473,0.8249922,26.248327,118552.9,118075.0,117597.1,119144.2,116916.7,120100.0,116050.0,121201.6,121776.7,uptrend,120100.0,116050.0,fib_golden_zone_带量,118552.9,121201.6,0.6422963,118661.9,118778.3,,150.23618,75.71192,5776.019,2.000143,快速死叉,,,
2025-07-16 14:00:00,118651.2,119230.0,118156.0,119019.8,10758.392,1276371800.0,220190.0,5593.699,663742600.0,118744.48,117943.6,118637.33,347.7282,323.7526,23.97562,67.373955,58.492565,45.67671,119937.41,118289.31,116641.22,121990.0,118222.77,114455.55,69.564285,69.12259,-42588.336,664.8246,761.5224,0.8730204,26.48164,118552.9,118075.0,117597.1,119144.2,116916.7,120100.0,116050.0,121201.6,121776.7,uptrend,120100.0,116050.0,fib_golden_zone_带量,118552.9,121201.6,0.73328394,118750.13,118744.48,118637.33,191.4508,114.29155,5514.6997,1.9508573,快速金叉,,,
2025-07-16 15:00:00,119019.9,119786.7,118243.3,119056.0,25528.01,3041148000.0,469736.0,12592.481,1500385000.0,118812.3,118054.69,118571.7,360.3465,335.95056,24.395933,68.05039,58.8393,45.863777,120057.695,118384.266,116710.836,121683.38,118170.31,114657.24,67.52981,67.962494,-17060.324,752.6821,787.58496,0.9556837,27.976004,118606.0,118144.5,117683.0,119177.01,117025.95,120100.0,116189.0,121163.79,121719.16,uptrend,120100.0,116189.0,fib_golden_zone_带量,118606.0,121163.79,0.7330606,118909.03,118812.3,118571.7,224.44745,151.01018,6450.267,3.957667,快速金叉,,,
2025-07-16 16:00:00,119055.9,119293.5,118430.3,119250.0,7526.9,895007800.0,181329.0,3950.046,469701280.0,118911.28,118189.02,118512.59,383.38855,351.7632,31.625317,71.71675,60.732433,46.877922,120084.57,118521.04,116957.516,121458.84,118132.11,114805.375,69.56671,68.88693,-9533.425,763.7339,790.10547,0.9666227,29.320932,118606.0,118144.5,117683.0,119177.01,117025.95,120100.0,116189.0,121163.79,121719.16,uptrend,120100.0,116189.0,fib_golden_zone,118606.0,121163.79,0.7826643,119108.6,118911.28,118512.59,263.2175,188.41263,6601.436,1.1401913,快速金叉,,,强势区
2025-07-16 17:00:00,119249.9,119676.2,118924.1,119039.4,6620.246,790268300.0,147198.0,3440.168,410686000.0,119003.3,118314.234,118460.086,365.8239,356.45013,9.373793,62.616352,57.63348,45.912052,119999.26,118632.6,117265.945,121388.55,118115.63,114842.73,60.266907,65.7878,-16153.671,762.5705,788.8386,0.9667003,31.307001,118663.6,118219.9,117776.195,119212.59,117144.484,120100.0,116339.8,121122.77,121656.73,uptrend,120100.0,116339.8,fib_golden_zone,118663.6,121122.77,0.7179405,119115.13,119003.3,118460.086,273.79327,216.87283,6630.7656,0.9984135,快速金叉,,,
2025-07-16 18:00:00,119039.4,119888.0,118836.0,119471.0,7001.121,836366900.0,157207.0,3664.371,437762530.0,119167.24,118406.07,118416.5,395.52283,369.47437,26.04847,71.31827,61.921722,48.175804,119996.54,118766.13,117535.73,121303.07,118099.836,114896.6,66.00622,65.279945,-9152.55,791.5135,797.61066,0.99235564,33.477108,118922.336,118558.55,118194.766,119372.44,117676.84,120100.0,117017.1,120938.55,121376.32,uptrend,120100.0,117017.1,neutral,118922.336,120938.55,0.79597133,119253.47,119167.24,118416.5,313.38858,249.04475,6743.3115,1.038232,快速金叉,,,强势区
