open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,成交笔数,主动买入量,主动买入额,MA20,MA50,MA_LONG,MACD,MACD_Signal,MACD_Hist,RSI,RSI_Long,BB_Upper,BB_Middle,BB_Lower,BB_Long_Upper,BB_Long_Middle,BB_Long_Lower,Stoch_SlowK,Stoch_SlowD,OBV,ATR,ATR_Long,ATR_Ratio,ADX,Fib_Ret_0.382,Fib_Ret_0.500,Fib_Ret_0.618,Fib_Ret_0.236,Fib_Ret_0.786,Fib_Ret_0.000,Fib_Ret_1.000,Fib_Ext_1.272,Fib_Ext_1.414,Fib_Trend,Fib_High,Fib_Low,Fib_Signal,Fib_Support_Level,Fib_Resistance_Level,Fib_Price_Position,MA150,MA200,MACD_Long,MACD_Long_Signal
2025-03-05,87245.9,91000.0,86328.0,90566.1,279001.1,24826778000.0,5960009.0,139026.34,12372571000.0,92392.445,97051.44,,-2675.5408,-2619.439,-56.10163,46.872284,45.678192,102358.4,92392.445,82426.49,,,,46.164703,49.344078,-602911.9,4884.0776,4228.744,1.1549711,39.57135,86917.65,90766.75,94615.85,82155.2,100095.93,74457.0,107076.5,115949.01,120580.98,neutral,107076.5,74457.0,neutral,,,,,,-2749.3296,-2387.2715
2025-03-06,90566.1,92780.3,87790.5,89887.8,303058.62,27350634000.0,6061685.0,151593.36,13681706000.0,92074.695,96964.39,,-2462.2402,-2587.9993,125.75898,45.881733,44.969,101913.5,92074.695,82235.89,,,,51.966045,50.01217,-905970.5,4891.629,4243.9653,1.1526082,37.759243,86678.33,90453.5,94228.67,82007.35,99603.5,74457.0,106450.0,115152.09,119695.1,neutral,106450.0,74457.0,neutral,,,,,,-2675.1187,-2444.8408
2025-03-07,89887.9,91257.7,84600.0,86753.8,452474.2,39785180000.0,8215927.0,223754.97,19681724000.0,91565.586,96822.414,,-2517.0706,-2573.8135,56.742928,41.51618,41.819115,101346.41,91565.586,81784.766,,,,52.940018,50.356922,-1358444.8,5017.777,4292.2397,1.1690346,36.703663,86678.33,90453.5,94228.67,82007.35,99603.5,74457.0,106450.0,65754.91,61211.9,downtrend,106450.0,74457.0,fib_382_reject,86678.33,90453.5,0.3843591,,,-2754.9927,-2506.871
2025-03-08,86753.8,86876.5,85108.0,86184.7,96106.19,8274280000.0,2043283.0,47297.676,4072452000.0,91024.95,96671.23,,-2576.7427,-2574.3994,-2.3432174,40.7578,41.267963,100679.805,91024.95,81370.1,,,,47.987995,50.964687,-1454550.9,4785.686,4241.765,1.1282299,35.723484,86678.33,90453.5,94228.67,82007.35,99603.5,74457.0,106450.0,65754.91,61211.9,downtrend,106450.0,74457.0,fib_382_reject,65754.91,86678.33,0.3665708,,,-2837.9648,-2573.0898
2025-03-09,86184.7,86470.6,79933.4,80688.8,221609.34,18439154000.0,4087644.0,106112.91,8831517000.0,90292.66,96420.38,,-3032.5488,-2666.0293,-366.51962,34.250896,36.40304,100616.34,90292.66,79968.97,,,,34.178818,45.03561,-1676160.2,4910.794,4287.674,1.1453283,35.70127,86678.33,90453.5,94228.67,82007.35,99603.5,74457.0,106450.0,65754.91,61211.9,downtrend,106450.0,74457.0,neutral,65754.91,86678.33,0.19478635,,,-3169.5115,-2692.3743
2025-03-10,80690.7,84031.5,77410.1,78567.8,416386.8,33576468000.0,7504174.0,208814.0,16845572000.0,89474.78,96094.07,,-3524.2998,-2837.6833,-686.61633,32.11971,34.743355,100629.57,89474.78,78319.99,,,,21.20051,34.455776,-2092547.0,5032.98,4334.348,1.161185,36.041122,86678.33,90453.5,94228.67,82007.35,99603.5,74457.0,106450.0,65754.91,61211.9,downtrend,106450.0,74457.0,neutral,65754.91,86678.33,0.12849061,,,-3543.1863,-2862.5366
2025-03-11,78567.8,83600.0,76560.0,82896.0,390779.16,31496850000.0,6700221.0,195834.16,15789737000.0,88868.78,95774.73,,-3524.142,-2974.975,-549.167,40.285213,40.55086,100004.59,88868.78,77732.96,108310.22,96414.47,84518.72,18.20936,24.529564,-1701767.9,5176.339,4388.4614,1.1795338,36.47395,86678.33,90453.5,94228.67,82007.35,99603.5,74457.0,106450.0,65754.91,61211.9,downtrend,106450.0,74457.0,neutral,65754.91,86678.33,0.26377645,,,-3628.5522,-3015.7397
2025-03-12,82896.0,84487.0,80578.5,83640.7,306171.12,25257040000.0,5204106.0,151645.58,12511699000.0,88251.766,95478.42,,-3424.4512,-3064.8704,-359.58087,41.5872,41.49155,99036.51,88251.766,77467.02,108363.445,96215.24,84067.03,26.48859,21.966154,-1395596.8,5085.779,4378.8623,1.1614385,36.57088,86506.43,90228.5,93950.57,81901.15,99249.8,74457.0,106000.0,65877.305,61398.2,downtrend,106000.0,74457.0,neutral,65877.305,86506.43,0.2911486,,,-3646.1624,-3141.8242
2025-03-13,83640.7,84307.1,79903.4,81085.4,247960.05,20339091000.0,4136157.0,122081.99,10013322000.0,87434.266,95061.02,,-3511.1624,-3154.1287,-357.03357,38.486378,39.253696,97650.32,87434.266,77218.21,108495.586,95987.2,83478.81,32.484383,25.727446,-1643556.8,5037.059,4379.359,1.1501818,36.767624,85259.16,88595.95,91932.74,81130.586,96683.43,74457.0,102734.9,66765.414,62749.95,downtrend,102734.9,74457.0,neutral,66765.414,85259.16,0.23440214,,,-3770.7532,-3267.61
2025-03-14,81085.5,85270.2,80772.0,83939.8,233544.7,19480400000.0,3668098.0,117011.97,9762569000.0,86853.88,94686.76,,-3311.3835,-3185.5796,-125.803955,43.549755,42.867916,96390.664,86853.88,77317.09,108387.69,95756.63,83125.58,34.374195,31.115723,-1410012.1,4998.569,4381.736,1.1407738,36.59591,85152.62,88456.5,91760.38,81064.766,96464.21,74457.0,102456.0,66841.27,62865.414,downtrend,102456.0,74457.0,neutral,66841.27,85152.62,0.33868352,,,-3715.7046,-3357.229
2025-03-15,83939.9,84625.0,83564.5,84302.9,76674.97,6452002300.0,1360801.0,39046.914,3285717800.0,86272.91,94377.51,,-3088.1602,-3166.0957,77.93566,44.179207,43.318356,94823.01,86272.91,77722.81,108180.03,95512.586,82845.14,35.573116,34.143898,-1333337.1,4717.2783,4315.311,1.0931491,36.43646,85152.62,88456.5,91760.38,81064.766,96464.21,74457.0,102456.0,66841.27,62865.414,downtrend,102456.0,74457.0,neutral,66841.27,85152.62,0.35165185,,,-3631.9045,-3412.164
2025-03-16,84303.0,85136.0,81925.6,82541.6,174630.7,14560230000.0,2961719.0,87189.04,7268416000.0,85621.63,94019.22,,-3018.5798,-3136.5925,118.012825,41.747467,41.646004,93052.58,85621.63,78190.69,108004.83,95248.17,82491.51,38.5729,36.173405,-1507967.8,4609.644,4293.213,1.0737051,36.596268,84875.016,88093.15,91311.28,80893.266,95893.03,74457.0,101729.3,67038.94,63166.27,downtrend,101729.3,74457.0,neutral,67038.94,84875.016,0.29643998,,,-3630.161,-3455.7634
2025-03-17,82541.6,84727.1,82384.0,83962.9,182662.08,15243761000.0,3126276.0,89902.77,7503060500.0,85262.03,93616.46,,-2816.2854,-3072.5312,256.24576,44.40671,43.494373,92234.21,85262.03,78289.85,107997.68,95065.945,82134.2,40.424927,38.190315,-1325305.8,4447.748,4254.2104,1.0454932,36.74466,84257.36,87284.7,90312.04,80511.67,94622.14,74457.0,100112.4,67478.734,63835.664,downtrend,100112.4,74457.0,fib_382_reject,67478.734,84257.36,0.37052238,,,-3539.4543,-3472.5017
2025-03-18,83963.0,83979.8,81113.5,82666.1,188897.75,15546965000.0,3234435.0,93706.24,7712643600.0,84977.6,93234.664,,-2729.1467,-3003.8542,274.70758,42.50034,42.213387,91862.3,84977.6,78092.914,108082.49,94900.01,81717.516,38.954582,39.317467,-1514203.5,4334.7876,4226.452,1.0256326,37.12666,84257.36,87284.7,90312.04,80511.67,94622.14,74457.0,100112.4,67478.734,63835.664,downtrend,100112.4,74457.0,neutral,67478.734,84257.36,0.31997553,,,-3509.043,-3479.8098
2025-03-19,82666.2,86990.0,82501.8,86809.8,251961.73,21278400000.0,4041006.0,130453.8,11024873000.0,85101.48,92924.586,,-2299.2227,-2862.928,563.70526,49.901268,47.40999,92019.88,85101.48,78183.07,108054.35,94776.92,81499.484,48.825237,42.734913,-1262241.8,4345.7456,4231.6875,1.0269533,36.217445,84257.36,87284.7,90312.04,80511.67,94622.14,74457.0,100112.4,107090.67,110733.734,neutral,100112.4,74457.0,neutral,,,,,,-3258.311,-3435.51
2025-03-20,86809.8,87500.0,83613.6,84183.6,242943.48,20712135000.0,3647609.0,122401.86,10433709000.0,85078.41,92549.59,,-2145.683,-2719.479,573.7959,45.871433,44.732986,92005.664,85078.41,78151.14,108082.48,94629.98,81177.47,50.901775,46.2272,-1505185.2,4312.935,4224.7817,1.0208658,35.17577,83997.26,86944.25,89891.24,80350.984,94086.95,74457.0,99431.5,67663.94,64117.56,downtrend,99431.5,74457.0,fib_382_reject,83997.26,86944.25,0.38946125,,,-3158.9536,-3380.1987
2025-03-21,84183.6,84813.6,83122.0,84050.3,144422.27,12128213000.0,2379726.0,72427.43,6083061000.0,85066.53,92174.11,,-2011.57,-2577.8972,566.3273,45.66983,44.598774,91999.945,85066.53,78133.125,108140.68,94505.22,80869.76,61.175873,53.634296,-1649607.5,4125.697,4174.1177,0.98839974,34.334682,83997.26,86944.25,89891.24,80350.984,94086.95,74457.0,99431.5,67663.94,64117.56,downtrend,99431.5,74457.0,fib_382_reject,83997.26,86944.25,0.3841238,,,-3064.8733,-3317.1338
2025-03-22,84050.3,84509.0,83589.5,83804.9,52218.652,4391946000.0,881860.0,24657.383,2074332500.0,84961.64,91833.11,,-1903.1477,-2442.9473,539.79956,45.275337,44.34161,91901.57,84961.64,78021.71,108201.42,94380.99,80560.56,62.186794,58.088146,-1701826.1,3896.6829,4109.0254,0.9483229,33.553673,83997.26,86944.25,89891.24,80350.984,94086.95,74457.0,99431.5,67663.94,64117.56,downtrend,99431.5,74457.0,fib_382_reject,67663.94,83997.26,0.3742978,,,-2981.3804,-3249.9832
2025-03-23,83804.9,86110.9,83761.2,86044.2,90899.875,7717260300.0,1395203.0,48358.4,4106148400.0,84572.18,91542.62,,-1617.8795,-2277.9336,660.05414,49.5572,47.25562,90179.516,84572.18,78964.85,108140.61,94239.61,80338.61,73.79464,65.7191,-1610926.2,3786.184,4073.839,0.9293897,32.13649,83997.26,86944.25,89891.24,80350.984,94086.95,74457.0,99431.5,106224.56,109770.945,neutral,99431.5,74457.0,neutral,,,,,,-2783.1218,-3156.6108
2025-03-24,86044.1,88752.0,85478.3,87463.4,210907.48,18432550000.0,3282516.0,106592.55,9315946000.0,84632.69,91291.414,,-1262.729,-2074.8928,812.16376,52.114437,49.03138,90335.28,84632.69,78930.1,108035.625,94105.72,80175.81,80.78253,72.254654,-1400018.8,3749.5781,4057.8362,0.9240339,29.855173,83997.26,86944.25,89891.24,80350.984,94086.95,74457.0,99431.5,106224.56,109770.945,neutral,99431.5,74457.0,neutral,,,,,,-2528.7354,-3031.0356
2025-03-25,87463.4,88500.0,86260.0,87369.8,173505.28,15155815000.0,2768708.0,86657.04,7570230000.0,84638.59,90994.53,,-977.5537,-1855.4249,877.8712,51.92746,48.91733,90352.23,84638.59,78924.95,108008.84,94011.55,80014.25,86.834366,80.47051,-1573524.1,3641.7512,4021.4795,0.9055749,27.736805,83997.26,86944.25,89891.24,80350.984,94086.95,74457.0,99431.5,106224.56,109770.945,neutral,99431.5,74457.0,neutral,,,,,,-2303.271,-2885.4827
2025-03-26,87369.9,88270.2,85816.3,86873.8,187956.69,16368183000.0,2620341.0,90917.375,7918117400.0,84462.766,90670.836,,-782.55255,-1640.8505,858.2979,50.885593,48.292313,89637.82,84462.766,79287.71,108006.35,93928.57,79850.79,84.194756,83.93722,-1761480.8,3556.9045,3990.128,0.8914262,25.90808,83997.26,86944.25,89891.24,80350.984,94086.95,74457.0,99431.5,106224.56,109770.945,neutral,99431.5,74457.0,neutral,,,,,,-2123.7827,-2733.1428
2025-03-27,86873.9,87722.4,85724.5,87191.2,163451.69,14210148000.0,2451436.0,79508.1,6912883700.0,84334.36,90394.69,,-595.53625,-1431.7876,836.2514,51.55543,48.73245,89080.66,84334.36,79588.06,107984.0,93837.92,79691.84,81.1982,84.075775,-1598029.1,3445.547,3950.2834,0.87222785,24.246052,83997.26,86944.25,89891.24,80350.984,94086.95,74457.0,99431.5,106224.56,109770.945,neutral,99431.5,74457.0,neutral,,,,,,-1943.8314,-2575.2805
2025-03-28,87191.2,87470.0,83531.7,84380.8,222284.56,18906018000.0,3429988.0,109001.07,9269786000.0,84221.36,90099.73,,-666.41815,-1278.7137,612.2956,45.62229,45.15871,88843.23,84221.36,79599.49,108019.09,93733.21,79447.33,67.32975,77.574234,-1820313.6,3480.7437,3950.0437,0.8811912,23.517725,83997.26,86944.25,89891.24,80350.984,94086.95,74457.0,99431.5,67663.94,64117.56,downtrend,99431.5,74457.0,fib_382_reject,83997.26,86944.25,0.3973573,,,-1920.7738,-2444.3792
2025-03-29,84380.8,84589.7,81601.0,82604.7,135513.7,11234711000.0,2216920.0,65408.38,5422718000.0,84050.88,89825.91,,-856.04114,-1194.1792,338.1381,42.30852,43.06316,88634.44,84050.88,79467.32,108095.22,93619.11,79143.0,47.57912,65.369026,-1955827.4,3445.5977,3930.817,0.8765603,23.455402,83997.26,86944.25,89891.24,80350.984,94086.95,74457.0,99431.5,67663.94,64117.56,downtrend,99431.5,74457.0,neutral,67663.94,83997.26,0.32624078,,,-1980.2607,-2351.5554
2025-03-30,82604.8,83490.0,81501.4,82352.8,109565.92,9064726000.0,1944059.0,53855.055,4455757300.0,84130.12,89481.53,,-1014.94525,-1158.3324,143.38716,41.8443,42.767612,88532.4,84130.12,79727.836,108162.98,93493.31,78823.66,26.173552,47.027473,-2065393.2,3341.5266,3891.9724,0.8585689,23.428059,85859.05,89381.15,92903.25,81501.195,97917.766,74457.0,104305.3,66338.266,62099.805,downtrend,104305.3,74457.0,neutral,66338.266,85859.05,0.264531,,,-2033.8158,-2288.0076
2025-03-31,82353.1,83895.8,81222.0,82517.5,212064.58,17489658000.0,3700495.0,107182.78,8840032000.0,84318.2,89205.305,,-1114.738,-1149.6135,34.875523,42.29016,43.036007,88038.51,84318.2,80597.89,108206.56,93357.77,78508.98,18.042374,30.598349,-1853328.8,3293.8318,3867.6091,0.85164547,23.194593,85884.914,89415.0,92945.086,81517.18,97970.98,74457.0,104373.0,66319.85,62071.777,downtrend,104373.0,74457.0,neutral,66319.85,85884.914,0.26943776,,,-2061.2012,-2242.6462
2025-04-01,82517.5,85595.5,82383.3,85120.9,197263.17,16592830000.0,3204984.0,99985.016,8411848700.0,84424.15,88997.445,,-972.541,-1114.1991,141.65802,48.952312,47.14954,88102.91,84424.15,80745.39,108153.805,93224.664,78295.516,28.794394,24.336773,-1656065.5,3288.001,3854.501,0.85302895,22.14984,86124.46,89728.55,93332.63,81665.17,98463.875,74457.0,105000.1,66149.27,61812.156,downtrend,105000.1,74457.0,neutral,66149.27,86124.46,0.3491427,,,-1944.1398,-2182.945
2025-04-02,85121.0,88500.0,82300.0,82485.1,348964.38,29832753000.0,5700524.0,175049.92,14963524000.0,84369.12,88742.35,,-1060.3132,-1103.4219,43.108604,43.479557,43.788055,88126.83,84369.12,80611.41,108110.266,93048.7,77987.13,28.977676,25.27148,-2005029.9,3496.0007,3901.411,0.89608634,21.124847,86124.46,89728.55,93332.63,81665.17,98463.875,74457.0,105000.1,66149.27,61812.156,downtrend,105000.1,74457.0,neutral,66149.27,86124.46,0.26284495,,,-1966.1215,-2139.5803
2025-04-03,82485.1,83889.2,81172.2,83181.5,239163.52,19745608000.0,4066509.0,121059.01,9995687000.0,84468.93,88501.02,,-1061.4441,-1095.0264,33.58223,45.222046,44.878273,87975.41,84468.93,80962.46,108043.8,92880.26,77716.71,31.687023,29.819698,-1765866.4,3440.358,3877.7227,0.88721097,19.716423,86454.13,90160.05,93865.97,81868.836,99142.195,74457.0,105863.1,65914.54,61454.875,downtrend,105863.1,74457.0,neutral,65914.54,86454.13,0.27779636,,,-1940.2653,-2099.7173
2025-04-04,83181.7,84686.2,81624.6,83861.3,353109.22,29383846000.0,5495133.0,175192.25,14576753000.0,84465.195,88272.836,,-996.0048,-1075.222,79.21724,46.941635,45.95268,87974.08,84465.195,80956.31,107953.81,92717.57,77481.33,26.253347,28.972683,-1412757.1,3413.3037,3861.4001,0.88395494,18.71272,86454.13,90160.05,93865.97,81868.836,99142.195,74457.0,105863.1,65914.54,61454.875,downtrend,105863.1,74457.0,neutral,65914.54,86454.13,0.2994418,,,-1874.4669,-2054.6672
2025-04-05,83861.4,84244.5,82333.8,83506.1,99574.2,8287352000.0,1673031.0,49164.812,4092690400.0,84427.25,88037.97,,-961.71924,-1052.5215,90.80224,46.12684,45.466476,87959.49,84427.25,80895.016,107731.28,92507.74,77284.21,30.925617,29.621996,-1512331.4,3305.9749,3822.3862,0.8648982,17.780712,86454.13,90160.05,93865.97,81868.836,99142.195,74457.0,105863.1,65914.54,61454.875,downtrend,105863.1,74457.0,neutral,65914.54,86454.13,0.28813192,,,-1826.5969,-2009.0532
2025-04-06,83506.1,83790.5,77111.0,78390.0,281191.75,22582931000.0,4458658.0,135853.52,10906301000.0,84229.555,87692.71,,-1332.0195,-1108.421,-223.59842,36.342052,39.194695,88540.664,84229.555,79918.445,107780.664,92299.54,76818.414,25.751757,27.643574,-1793523.1,3546.941,3879.5286,0.9142712,17.971046,86454.13,90160.05,93865.97,81868.836,99142.195,74457.0,105863.1,65914.54,61454.875,downtrend,105863.1,74457.0,neutral,65914.54,86454.13,0.12523045,,,-2032.3402,-2013.7106
2025-04-07,78390.1,81200.0,74457.0,79140.0,693843.5,53937100000.0,10521238.0,346063.9,26911970000.0,83999.9,87391.05,,-1547.1321,-1196.1632,-350.96875,38.404823,40.45893,88826.4,83999.9,79173.39,107837.09,92121.18,76405.266,25.041885,27.239754,-1099679.6,3775.231,3936.7979,0.9589598,18.824669,86454.13,90160.05,93865.97,81868.836,99142.195,74457.0,105863.1,65914.54,61454.875,downtrend,105863.1,74457.0,neutral,65914.54,86454.13,0.14911117,,,-2160.5889,-2043.0862
2025-04-08,79140.1,80832.1,76200.1,76297.9,328409.53,25796581000.0,5357269.0,164156.31,12892077000.0,83696.65,86999.805,,-1924.7566,-1341.882,-582.87463,33.919346,37.367577,89517.96,83696.65,77875.336,108004.664,91939.07,75873.47,19.147875,23.313839,-1428089.1,3836.4287,3950.702,0.97107524,19.61732,86454.13,90160.05,93865.97,81868.836,99142.195,74457.0,105863.1,65914.54,61454.875,downtrend,105863.1,74457.0,neutral,65914.54,86454.13,0.058616,,,-2401.5437,-2114.7778
2025-04-09,76298.0,83554.9,74578.5,82588.0,560649.9,44072320000.0,8799174.0,279060.38,21941550000.0,83495.61,86745.76,,-1696.9073,-1412.887,-284.02032,48.308754,46.81163,89162.54,83495.61,77828.68,107978.02,91803.25,75628.484,34.785778,26.325178,-867439.3,4203.5693,4051.2158,1.037607,19.201353,86747.01,90543.4,94339.79,82049.78,99744.82,74457.0,106629.8,65706.0,61137.46,downtrend,106629.8,74457.0,neutral,65706.0,86747.01,0.252729,,,-2281.047,-2148.0317
2025-04-10,82587.9,82706.9,78416.0,79560.2,293662.1,23687470000.0,4989231.0,144665.48,11670843000.0,83275.445,86420.58,,-1740.589,-1478.4274,-262.16153,43.40871,43.4967,89172.91,83275.445,77377.99,108002.46,91634.69,75266.914,35.783188,29.905615,-1161101.4,4209.8076,4056.0095,1.0379186,18.8151,86932.086,90785.65,94639.21,82164.125,100125.64,74457.0,107114.3,65574.21,60936.88,downtrend,107114.3,74457.0,neutral,65574.21,86932.086,0.15626521,,,-2318.0076,-2182.0269
2025-04-11,79560.3,84300.0,78935.5,83378.3,295777.88,24267637000.0,4822203.0,150572.22,12356304000.0,83243.445,86163.13,,-1450.3988,-1472.8217,22.422842,50.26017,48.34044,89131.02,83243.445,77355.87,107957.72,91509.73,75061.734,52.589664,41.052876,-865323.56,4292.2856,4082.1794,1.0514691,17.824953,87000.164,90874.75,94749.336,82206.18,100265.7,74457.0,107292.5,65525.742,60863.1,downtrend,107292.5,74457.0,neutral,65525.742,87000.164,0.2716968,,,-2147.1135,-2175.0442
2025-04-12,83378.3,85884.2,82756.0,85237.8,158002.84,13313651000.0,2750499.0,82997.38,6994513000.0,83311.68,85966.234,,-1058.177,-1389.8927,331.71576,53.23002,50.509956,89256.64,83311.68,77366.73,107894.09,91405.82,74917.55,58.879395,49.084084,-707320.7,4209.1367,4063.0999,1.0359422,16.773766,88351.484,92643.5,96935.516,83041.03,103046.18,74457.0,110830.0,64563.543,59398.58,downtrend,110830.0,74457.0,neutral,64563.543,88351.484,0.2963957,,,-1897.2887,-2119.4932
2025-04-13,85237.9,86100.0,82991.5,83713.7,207038.38,17457668000.0,3377742.0,104685.13,8828549000.0,83200.7,85747.516,,-860.4023,-1283.9946,423.59235,50.56511,48.748074,89023.234,83200.7,77378.18,107792.766,91261.984,74731.21,68.738396,60.069153,-914359.06,4130.5195,4044.0078,1.0213926,15.874778,88782.95,93208.25,97633.55,83307.59,103933.97,74457.0,111959.5,64256.32,58930.965,downtrend,111959.5,74457.0,neutral,64256.32,88782.95,0.24682888,,,-1750.407,-2045.6759
2025-04-14,83713.8,85755.0,83630.9,84553.9,209349.36,17726845000.0,3632120.0,105627.16,8944537000.0,83062.16,85546.28,,-628.621,-1152.9199,524.29895,51.99201,49.76242,88604.06,83062.16,77520.25,107556.24,91083.266,74610.3,71.52888,66.382225,-705009.75,3987.2039,4005.6096,0.995405,15.040003,88782.95,93208.25,97633.55,83307.59,103933.97,74457.0,111959.5,64256.32,58930.965,downtrend,111959.5,74457.0,neutral,64256.32,88782.95,0.26923272,,,-1574.061,-1951.3529
2025-04-15,84553.9,86443.0,83560.0,83608.7,184522.19,15709861000.0,3121181.0,92743.664,7897739000.0,82883.055,85310.11,,-515.2627,-1025.3884,510.12576,50.235317,48.625652,88089.484,82883.055,77676.625,107337.914,90899.8,74461.68,67.66194,69.30974,-889531.9,3908.3323,3983.1575,0.9812146,14.535649,88782.95,93208.25,97633.55,83307.59,103933.97,74457.0,111959.5,64256.32,58930.965,downtrend,111959.5,74457.0,neutral,64256.32,88782.95,0.24402906,,,-1462.6749,-1853.6173
2025-04-16,83608.6,85493.5,83063.9,83990.0,209441.42,17600465000.0,3500261.0,104313.04,8765949000.0,82745.734,85050.78,,-390.16022,-898.34283,508.18262,50.95523,49.117996,87668.266,82745.734,77823.2,106934.6,90674.49,74414.375,72.20116,70.46399,-680090.5,3802.7085,3952.0862,0.9622028,13.837399,88782.95,93208.25,97633.55,83307.59,103933.97,74457.0,111959.5,64256.32,58930.965,downtrend,111959.5,74457.0,neutral,64256.32,88782.95,0.25419638,,,-1341.0615,-1751.1061
2025-04-17,83990.1,85441.5,83700.0,84915.0,141033.19,11925437000.0,2398235.0,72010.55,6090740000.0,82637.34,84846.914,,-213.90999,-761.45624,547.54626,52.741302,50.330475,87254.32,82637.34,78020.37,106487.47,90454.164,74420.85,77.31846,72.39385,-539057.3,3655.4792,3907.8745,0.93541366,13.189023,88782.95,93208.25,97633.55,83307.59,103933.97,74457.0,111959.5,64256.32,58930.965,downtrend,111959.5,74457.0,neutral,64256.32,88782.95,0.2788614,,,-1184.1267,-1637.7102
2025-04-18,84914.9,85100.0,84260.0,84421.0,55218.844,4669701000.0,1026255.0,27406.678,2318092000.0,82639.26,84627.234,,-112.7919,-631.7234,518.93146,51.65931,49.66681,87259.16,82639.26,78019.36,106178.55,90264.38,74350.21,83.30553,77.608376,-594276.1,3454.3735,3846.517,0.89805233,12.58696,88782.95,93208.25,97633.55,83307.59,103933.97,74457.0,111959.5,64256.32,58930.965,downtrend,111959.5,74457.0,neutral,64256.32,88782.95,0.26568896,,,-1068.7268,-1523.9136
2025-04-19,84421.0,85600.0,84317.2,85046.9,73380.56,6243873300.0,1278384.0,37104.344,3157190000.0,82755.555,84424.12,,17.646397,-501.84943,519.49585,52.975624,50.53455,87487.7,82755.555,78023.4,105815.35,90071.12,74326.875,86.24479,82.28959,-520895.56,3299.2612,3795.2427,0.86931497,12.273948,88782.95,93208.25,97633.55,83307.59,103933.97,74457.0,111959.5,64256.32,58930.965,downtrend,111959.5,74457.0,neutral,64256.32,88782.95,0.2823785,,,-933.4212,-1405.8151
2025-04-20,85046.9,85283.6,83900.0,85138.8,90651.82,7672459000.0,1426040.0,44964.07,3805208800.0,82888.22,84308.195,,126.971596,-376.08524,503.05682,53.177227,50.665672,87722.87,82888.22,78053.57,105236.22,89835.43,74434.65,86.86718,85.472496,-430243.75,3162.4282,3747.0098,0.84398717,11.740009,88782.95,93208.25,97633.55,83307.59,103933.97,74457.0,111959.5,64256.32,58930.965,downtrend,111959.5,74457.0,neutral,64256.32,88782.95,0.28482902,,,-808.4729,-1286.3467
2025-04-21,85138.9,88418.2,85100.0,87466.0,274069.88,23894438000.0,3962240.0,142309.19,12402164000.0,83123.86,84286.87,,396.82385,-221.5034,618.3273,58.07857,53.913994,88331.28,83123.86,77916.445,104776.52,89653.42,74530.32,90.19701,87.76965,-156173.88,3173.555,3738.4336,0.8488996,12.624574,88782.95,93208.25,97633.55,83307.59,103933.97,74457.0,111959.5,64256.32,58930.965,downtrend,111959.5,74457.0,neutral,64256.32,88782.95,0.34688354,,,-581.2397,-1145.3252
2025-04-22,87466.0,94142.5,87017.5,93404.9,334005.1,30146810000.0,4829876.0,177605.55,16036484000.0,83518.336,84454.07,,1077.4828,38.29383,1039.189,67.444305,60.82553,90290.96,83518.336,76745.72,104375.36,89535.9,74696.445,92.82286,89.96235,177831.2,3455.801,3806.165,0.90794826,14.992267,88782.95,93208.25,97633.55,83307.59,103933.97,74457.0,111959.5,122160.18,127485.53,neutral,111959.5,74457.0,neutral,,,,,,-87.10408,-933.681
2025-04-23,93404.9,94904.3,91898.0,93632.1,232748.42,21736792000.0,3900078.0,115506.414,10789641000.0,84049.15,84617.055,,1616.6078,353.9566,1262.6511,67.74123,61.060112,92050.49,84049.15,76047.805,103916.11,89410.33,74904.55,93.877945,92.29927,410579.62,3423.6936,3790.1677,0.9033093,17.343004,88782.95,93208.25,97633.55,83307.59,103933.97,74457.0,111959.5,122160.18,127485.53,neutral,111959.5,74457.0,neutral,,,,,,347.17737,-677.50934
2025-04-24,93632.2,93980.6,91619.0,93931.6,157092.73,14589478000.0,2683732.0,80302.4,7459609600.0,84561.055,84792.18,,2044.468,692.0589,1352.409,68.15356,61.380203,93585.04,84561.055,75537.07,103458.59,89289.31,75120.03,94.14093,93.61391,567672.4,3347.8298,3761.5964,0.8900024,19.364641,88782.95,93208.25,97633.55,83307.59,103933.97,74457.0,111959.5,122160.18,127485.53,neutral,111959.5,74457.0,neutral,,,,,,731.7271,-395.66205
2025-04-25,93931.5,95769.6,92788.0,94591.8,191830.48,18114329000.0,3288571.0,94332.016,8908814000.0,85072.03,84948.26,,2409.0527,1035.4576,1373.5952,69.09143,62.10127,95044.98,85072.03,75099.09,103131.22,89199.78,75268.35,92.38081,93.46656,759502.8,3321.6707,3745.9963,0.8867255,21.611942,88782.95,93208.25,97633.55,83307.59,103933.97,74457.0,111959.5,122160.18,127485.53,neutral,111959.5,74457.0,neutral,,,,,,1089.8685,-98.55593
2025-04-26,94591.8,95157.1,93833.0,94575.7,72538.21,6848478000.0,1340715.0,35871.715,3386855000.0,85599.16,84954.67,,2665.9583,1361.5579,1304.4005,69.03803,62.071594,96326.914,85599.16,74871.4,102826.24,89116.125,75406.01,91.838295,92.78668,686964.6,3178.987,3697.5586,0.859753,23.69872,88782.95,93208.25,97633.55,83307.59,103933.97,74457.0,111959.5,122160.18,127485.53,neutral,111959.5,74457.0,neutral,,,,,,1389.8251,199.12027
