open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,成交笔数,主动买入量,主动买入额
2025-07-10 02:00:00,111148.3,111548.3,111088.0,111178.4,4160.178,463050079.7278,68483.0,2226.096,247801511.5191
2025-07-10 03:00:00,111178.4,111183.3,110937.5,111028.2,2312.372,256803479.4295,40964.0,1061.229,117851466.0223
2025-07-10 04:00:00,111028.3,111146.1,110905.3,111106.9,2164.563,240342332.6835,38808.0,1163.668,129213320.4425
2025-07-10 05:00:00,111106.9,111127.6,110894.2,111058.4,2505.715,278082201.4869,37711.0,1360.715,151015369.8635
2025-07-10 06:00:00,111058.4,111270.0,111050.4,111184.7,2199.533,244507774.7103,48390.0,1051.968,116939372.7044
2025-07-10 07:00:00,111184.7,111399.7,111085.7,111186.1,3633.956,404325899.218,68036.0,1642.494,182760691.7807
2025-07-10 08:00:00,111186.2,111370.3,111082.6,111185.2,2636.566,293223057.1241,46577.0,1182.608,131521149.1919
2025-07-10 09:00:00,111185.2,111215.2,110970.5,110997.8,2382.992,264726686.8863,43611.0,1219.845,135518643.8167
2025-07-10 10:00:00,110997.8,111059.7,110800.0,111036.8,4940.044,548077936.9134,54506.0,2079.758,230754921.2796
2025-07-10 11:00:00,111036.7,111137.9,110915.4,110972.2,2407.382,267287099.2013,43462.0,1124.396,124845391.821
2025-07-10 12:00:00,110972.1,110972.2,110693.8,110809.0,4430.287,490900303.1678,71222.0,2075.531,229982054.0414
2025-07-10 13:00:00,110808.9,110988.0,110432.2,110750.0,8705.438,963849944.0054,132636.0,4382.934,485321479.4897
2025-07-10 14:00:00,110750.0,111273.2,110579.3,111195.0,10422.982,1156668325.3997,160875.0,5147.733,571355891.6601
2025-07-10 15:00:00,111195.1,111363.5,110912.7,111350.0,5928.198,659180197.2831,108546.0,2985.984,332053369.1299
2025-07-10 16:00:00,111350.0,112666.0,111267.7,112596.3,29617.982,3324461697.5472,380681.0,16321.954,1831787471.8034
2025-07-10 17:00:00,112596.4,113760.0,112510.7,113682.2,25562.406,2895213114.722,373585.0,13814.744,1564397909.0455
2025-07-10 18:00:00,113682.2,113708.1,112953.2,113381.3,13739.324,1556447778.7378,186275.0,7196.825,815267080.4043
2025-07-10 19:00:00,113381.3,113645.9,113031.3,113246.1,9790.357,1109756592.3737,119016.0,4295.536,486887419.5628
2025-07-10 20:00:00,113246.1,113530.4,113208.4,113426.0,3795.801,430437498.8479,64287.0,2049.185,232365698.6478
2025-07-10 21:00:00,113426.0,117500.0,113320.7,116459.4,55820.542,6463007761.5456,884445.0,32125.353,3717269479.6493
2025-07-10 22:00:00,116459.5,116473.7,115750.0,115983.6,14478.471,1680573058.7435,207142.0,7670.516,890353782.8349
2025-07-10 23:00:00,115983.7,116074.3,115618.3,115979.2,7345.525,850793753.7364,120005.0,3599.473,416907487.4151
2025-07-11 00:00:00,115979.2,116051.0,115186.7,115544.9,8593.836,993222600.298,174224.0,4627.511,534826550.839
2025-07-11 01:00:00,115544.9,116039.4,115467.0,115934.7,4108.275,475714146.4112,102782.0,2229.286,258122993.675
2025-07-11 02:00:00,115934.7,116754.3,115670.0,116614.7,9692.895,1127693414.7726,152026.0,5404.544,628809110.7065
2025-07-11 03:00:00,116614.7,116945.8,116322.0,116839.5,7523.234,877158590.3518,117077.0,3963.273,462237960.3431
