open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,成交笔数,主动买入量,主动买入额,MA3,MA5,MA21,MA35,MA20,MA50,MACD,MACD_Signal,MACD_Hist,RSI,RSI_Secondary,RSI_Long,BB_Upper,BB_Middle,BB_Lower,Volume_MA20,Volume_Ratio,BB_Long_Upper,BB_Long_Middle,BB_Long_Lower,Stoch_SlowK,Stoch_SlowD,OBV,ATR,ATR_Long,ATR_Ratio,ADX,Fib_Ret_0.000,Fib_Ret_0.236,Fib_Ret_0.382,Fib_Ret_0.500,Fib_Ret_0.618,Fib_Ret_0.786,Fib_Ret_1.000,Fib_Ext_1.272,Fib_Ext_1.414,Fib_Trend,Fib_High,Fib_Low,Fib_Signal,Fib_Support_Level,Fib_Resistance_Level,Fib_Price_Position,计算时间,MA_Fast_Signal,MA_Signal,MACD_Signal_Analysis,MACD_Zero_Cross,RSI_Signal,BB_Width,BB_Squeeze,BB_Breakout_Strength,BB_Signal,Stoch_Signal,Fib_Key_Zone,综合信号
2025-07-20 22:30:00,117229.9,117592.7,117069.8,117569.7,1954.532,229353736.4203,43840.0,964.859,113241450.7801,117224.93333333333,117529.29999999993,118028.7952380952,118242.70857142852,117529.29999999993,118028.7952380952,-245.5704710905411,-194.75271246398904,-50.81775862655206,42.61619664054309,42.38615423216835,44.98143036674601,118893.93068305161,117845.29166666669,116796.65265028176,1491.1407499999998,1.3107629175850772,119289.09706060689,118190.00333333328,117090.90960605968,39.62036174002859,33.29500929869109,8299.796,422.17130374060724,315.79713949557515,1.3368433432137614,44.943566265343094,116370.1,116884.4148,117202.5926,117459.75,117716.9074,118083.0298,118549.4,119142.1696,119451.63019999999,neutral,118549.4,116370.1,neutral,,,,2025-07-22 22:10:12,快速死叉,死叉,看跌,,看跌区域,0.01779687591339795,False,,中轨附近,看涨交叉,,强烈看跌
2025-07-20 22:45:00,117569.6,117631.3,117370.2,117438.6,1698.613,199589588.6055,36841.0,668.993,78618150.4675,117412.76666666666,117419.25999999994,117992.07619047615,118211.51428571425,117419.25999999994,117992.07619047615,-244.40038997429656,-211.30193830075822,-33.098451673538335,39.297275251017346,40.255726988462506,43.255644113304534,118848.79098672094,117787.57500000003,116726.35901327911,1506.1007999999997,1.1278215906930003,119275.05381335063,118148.07666666663,117021.09951998263,58.020958209630635,42.783332057394595,6601.183,402.0373907730321,313.19251380530994,1.283674970031215,45.54049092239734,116370.1,116884.4148,117202.5926,117459.75,117716.9074,118083.0298,118549.4,119142.1696,119451.63019999999,neutral,118549.4,116370.1,neutral,,,,2025-07-22 22:10:12,快速死叉,死叉,看跌,,看跌区域,0.018019149926822277,False,,中轨附近,看涨交叉,,强烈看跌
2025-07-20 23:00:00,117438.5,117529.9,117188.1,117334.9,1347.878,158150024.5398,35929.0,651.795,76474726.0954,117447.73333333332,117289.65999999995,117960.24285714282,118174.58571428567,117289.65999999995,117960.24285714282,-249.99780978288618,-224.2005621281342,-25.79724765475197,36.66236623182611,38.60291468092221,41.919852079532646,118820.29931496255,117729.50000000001,116638.70068503747,1533.1211999999998,0.8791725011695097,119278.98952963948,118106.75666666662,116934.52380369377,60.914212499764425,52.851844149807896,5253.305,394.5077169264016,314.5547750526756,1.2541781216334644,46.6957516822403,116370.1,116884.4148,117202.5926,117459.75,117716.9074,118083.0298,118549.4,119142.1696,119451.63019999999,neutral,118549.4,116370.1,neutral,,,,2025-07-22 22:10:12,快速金叉,死叉,看跌,,看跌区域,0.0185306030342869,False,,中轨附近,看涨交叉,,强烈看跌
2025-07-20 23:15:00,117334.9,117376.0,117142.1,117183.3,641.012,75172749.1622,21120.0,284.479,33364467.0194,117318.9333333333,117351.29999999996,117912.8571428571,118135.13999999996,117351.29999999996,117912.8571428571,-265.7761824032932,-238.05910221985388,-27.71708018343932,32.89995918660303,36.25912665236531,40.022658096794395,118782.27654321666,117656.65000000002,116531.02345678338,1540.3950999999997,0.4161347955469347,119276.4725204443,118057.2233333333,116837.9741462223,54.579937630968054,57.838369446787716,4612.293000000001,374.4317523106007,310.71407147873845,1.2050685394730258,47.86629039670452,116370.1,116879.0812,117193.9594,117448.45000000001,117702.9406,118065.2662,118526.8,115783.47760000001,115477.2262,downtrend,118526.8,116370.1,fib_382_reject_缩量,115783.47760000001,117193.9594,0.3770575416145028,2025-07-22 22:10:12,快速死叉,死叉,看跌,,看跌区域,0.019134091327887372,False,,中轨附近,看跌交叉,关键支撑区,强烈看跌
2025-07-20 23:30:00,117183.3,117350.0,116907.3,117197.1,1202.34,140815911.9721,32130.0,567.855,66515077.1226,117238.4333333333,117344.71999999994,117866.00476190473,118099.82857142853,117344.71999999994,117866.00476190473,-268.9254315975413,-248.34787867908304,-20.57755291845828,33.62337356773394,36.636267484656166,40.2809874752977,118671.84343626763,117576.92500000003,116482.00656373243,1565.6798999999996,0.7679347483479863,119266.79077689543,118010.41999999995,116754.04922310448,51.05571686350777,55.51662233141343,5814.633000000001,382.96528327177526,316.99911569403645,1.208095746366083,49.66764699379989,116370.1,116870.7504,117180.4748,117430.8,117681.12520000001,118037.52040000001,118491.5,115793.07920000001,115491.84040000002,downtrend,118491.5,116370.1,fib_382_reject_缩量,117180.4748,117430.8,0.3898369001602726,2025-07-22 22:10:12,快速死叉,死叉,看跌,,看跌区域,0.018624716308367515,False,,中轨附近,看跌交叉,关键支撑区,强烈看跌
2025-07-20 23:45:00,117197.0,117287.9,117094.0,117216.0,543.737,63721258.4781,15772.0,303.771,35597397.8982,117198.79999999997,117273.97999999994,117818.67142857138,118059.14285714281,117273.97999999994,117818.67142857138,-262.61583468366007,-253.10386401394206,-9.51197066971801,34.74743856759745,37.184443660906695,40.64859938543528,118554.5027643352,117506.3916666667,116458.28056899822,1543.0242999999998,0.35238395143874274,119234.53651609852,117962.77999999996,116691.02348390139,55.23399639709387,53.62321696385658,6358.370000000001,359.33212286280263,311.1372530419392,1.1548990657649314,51.24383401625834,116370.1,116879.3644,117194.41780000001,117449.05,117703.6822,118066.2094,118528.0,115783.15120000001,115476.72940000001,downtrend,118528.0,116370.1,fib_382_reject_缩量,117194.41780000001,117449.05,0.39200148292321074,2025-07-22 22:10:12,快速死叉,死叉,看跌,,看跌区域,0.017839218493606535,False,,中轨附近,看涨交叉,关键支撑区,强烈看跌
2025-07-21 00:00:00,117216.1,117255.7,116807.7,116819.1,1661.943,194495022.372,35048.0,800.653,93703540.745,117077.39999999998,117150.07999999993,117746.76666666663,118005.50571428568,117150.07999999993,117746.76666666663,-298.50293777437764,-268.2368886007539,-30.266049173623742,24.558247505948735,31.0997316846941,35.79062882897155,118490.52868983406,117408.45000000006,116326.37131016605,1593.9484499999999,1.04265793539308,119227.76478253289,117899.27333333329,116570.78188413368,39.42683022543748,48.572181162013045,4696.427000000001,370.4156075049523,317.65452670660875,1.1660957938971057,53.490145203599766,116370.1,116892.81640000001,117216.1918,117477.55,117738.9082,118111.0114,118585.0,115767.6472,115453.13140000001,downtrend,118585.0,116370.1,neutral,115767.6472,117216.1918,0.20271795566391312,2025-07-22 22:10:12,快速死叉,死叉,看跌,,强买入,0.018432722514163172,False,,弱势下轨区域,看跌交叉,,看跌
2025-07-21 00:15:00,116819.0,116960.0,116454.1,116869.6,2602.951,303759892.0352,57184.0,1261.601,147246277.9561,116968.23333333332,117057.01999999993,117669.41428571424,117956.79428571425,117057.01999999993,117669.41428571424,-310.58804605915793,-282.3539410868886,-28.234104972269336,27.705136483057835,32.61073160494924,36.799714206367234,118314.8648540657,117308.7583333334,116302.6518126011,1703.9891499999999,1.5275631303168804,119221.46344474082,117843.46666666663,116465.46988859244,34.58360907990393,43.081478567478435,7299.378000000001,387.3511565668325,326.6185968634366,1.1859433611148265,56.24870965258438,116370.1,116892.81640000001,117216.1918,117477.55,117738.9082,118111.0114,118585.0,115767.6472,115453.13140000001,downtrend,118585.0,116370.1,neutral,115767.6472,117216.1918,0.22551808208045568,2025-07-22 22:10:12,快速死叉,死叉,看跌,,强买入,0.017153135623061335,False,,中轨附近,看跌交叉,,看跌
2025-07-21 00:30:00,116869.5,117166.6,116692.3,116978.8,1235.703,144508878.7872,33259.0,631.589,73864590.0329,116889.16666666664,117016.11999999992,117595.69999999997,117908.49428571426,117016.11999999992,117595.69999999997,-298.96100337876123,-287.8896285175128,-11.071374861248444,34.588515851623214,35.88503473448934,38.97713637126484,118088.19191407519,117224.59166666673,116360.99141925828,1748.3482499999998,0.7067831022795373,119216.73837523466,117798.74666666663,116380.7549580986,28.484263307999935,34.164900871113794,8535.081,398.21976199597884,333.6510446318445,1.193521700000611,56.00792906814213,116370.1,116892.81640000001,117216.1918,117477.55,117738.9082,118111.0114,118585.0,115767.6472,115453.13140000001,downtrend,118585.0,116370.1,neutral,115767.6472,117216.1918,0.27482053365840386,2025-07-22 22:10:12,快速死叉,死叉,看跌,,看跌区域,0.014734113979499076,False,,中轨附近,看跌交叉,,强烈看跌
2025-07-21 00:45:00,116978.7,117333.1,116837.7,117323.6,1342.512,157267497.7084,34262.0,828.496,97072272.7353,117057.33333333331,117041.41999999993,117547.83333333331,117871.99142857139,117041.41999999993,117547.83333333331,-243.54894435840833,-273.109400464478,29.560456106069637,51.5736044642532,44.975992883866276,45.23286030420232,117786.43468399206,117169.65000000008,116552.8653160081,1798.1672999999998,0.7466001633997015,119176.69811019892,117765.5233333333,116354.34855646768,59.46156973200889,40.84314737330426,9877.593,410.3672917464826,341.35337583985233,1.2021773352521596,53.86352165698167,116370.1,116900.5808,117228.7596,117494.0,117759.2404,118136.87079999999,118617.9,119229.30159999999,119548.4892,neutral,118617.9,116370.1,neutral,,,,2025-07-22 22:10:12,快速金叉,死叉,看涨,,看涨区域,0.010528062241237042,True,,中轨附近,看涨交叉,,中性
2025-07-21 01:00:00,117323.6,117410.9,117111.0,117125.2,934.741,109636563.1489,26671.0,481.272,56453463.0758,117142.53333333331,117023.25999999992,117499.92857142855,117828.56285714282,117023.25999999992,117499.92857142855,-222.4949630668416,-256.2379213319325,33.74295826509092,43.91802879880889,41.343409206266266,42.594682363418165,117761.23726051829,117190.49166666674,116619.7460728152,1737.1532,0.5380878324375766,119155.40935405604,117729.37333333331,116303.33731261057,71.07638088187186,53.00740464062691,8942.852,396.5588802781715,339.37940556176386,1.1684824529106599,51.10524500693218,116370.1,116900.5808,117228.7596,117494.0,117759.2404,118136.87079999999,118617.9,115758.69840000001,115439.5108,downtrend,118617.9,116370.1,neutral,115758.69840000001,117228.7596,0.33592846338642013,2025-07-22 22:10:12,快速金叉,死叉,看涨,,看跌区域,0.009740476138200033,True,,中轨附近,看涨交叉,,中性
2025-07-21 01:15:00,117125.1,117223.0,117000.0,117090.7,678.591,79463439.1429,21302.0,249.275,29189910.7708,117179.83333333331,117077.57999999991,117455.11428571428,117781.88857142854,117077.57999999991,117455.11428571428,-206.6738892308058,-239.7165772982236,33.0426880674178,42.634126563148214,40.72740494422901,42.145862871789745,117753.22612523608,117178.8833333334,116604.54054143073,1744.0029,0.3890996970245864,119150.74365683037,117698.94999999998,116247.1563431696,76.99680581570023,69.17825214319367,8264.261,374.8640202434001,333.83752910644176,1.122893586130867,49.34404633215683,116370.1,116900.5808,117228.7596,117494.0,117759.2404,118136.87079999999,118617.9,115758.69840000001,115439.5108,downtrend,118617.9,116370.1,neutral,115758.69840000001,117228.7596,0.3205801227867226,2025-07-22 22:10:12,快速金叉,死叉,看涨,,看跌区域,0.009802837773575056,True,,中轨附近,看涨交叉,,中性
2025-07-21 01:30:00,117090.6,117195.7,116732.5,116922.9,1169.774,136742630.425,28434.0,481.369,56274500.081,117046.26666666665,117088.23999999992,117401.0857142857,117735.57714285712,117088.23999999992,117401.0857142857,-210.4551562284032,-229.96277027495015,19.507614046546934,36.568017873346484,37.77901068639595,39.993723814677274,117630.66155634976,117124.9833333334,116619.30511031703,1787.7185499999996,0.6543390177385585,119135.4185069067,117657.09999999999,116178.78149309328,61.89032887402431,69.98783852386548,7094.487000000001,385.90601771297474,339.9976467680396,1.1350255549746664,49.173310896592604,116370.1,116900.5808,117228.7596,117494.0,117759.2404,118136.87079999999,118617.9,115758.69840000001,115439.5108,downtrend,118617.9,116370.1,neutral,115758.69840000001,117228.7596,0.2459293531452937,2025-07-22 22:10:12,快速死叉,死叉,看涨,,看跌区域,0.008634848153228328,True,,中轨附近,看跌交叉,,中性
2025-07-21 01:45:00,116922.9,117287.7,116871.2,117262.9,860.994,100834723.9448,20002.0,460.499,53940784.8361,117092.16666666663,117145.05999999991,117358.6619047619,117705.36285714284,117145.05999999991,117358.6619047619,-168.3975547535374,-209.44103176781258,41.04347701427517,52.53327275797615,46.26711352972115,45.87399813963506,117564.16100809372,117110.34166666672,116656.52232523971,1815.2416999999994,0.47431369607694684,119092.6693054511,117626.49666666664,116160.32402788219,66.68756967669985,68.52490145547482,7955.481000000001,389.7302654988529,343.6406159695615,1.1341216590456054,47.83950731753226,116370.1,116900.5808,117228.7596,117494.0,117759.2404,118136.87079999999,118617.9,115758.69840000001,115439.5108,downtrend,118617.9,116370.1,fib_382_reject_缩量,117228.7596,117494.0,0.3971883619539074,2025-07-22 22:10:12,快速死叉,死叉,看涨,,看涨区域,0.007750286353338811,True,,中轨附近,看跌交叉,关键支撑区,中性
2025-07-21 02:00:00,117262.8,117989.1,117262.8,117880.1,2695.651,317282400.6758,46017.0,1536.036,180742536.026,117355.29999999997,117256.35999999991,117349.98095238095,117692.7857142857,117256.35999999991,117349.98095238095,-63.003140750472085,-160.62840142869908,97.625260678227,69.03755425907994,57.580054288305924,54.39266947884184,117877.04519526167,117155.77500000007,116434.50480473846,1887.3359499999992,1.42828360790775,119058.30054384758,117615.49999999999,116172.69945615239,75.0410409088625,67.87297981986224,10651.132000000001,431.8014823114966,361.86249139958255,1.1932750494294384,43.24669481820722,118617.9,118087.4192,117759.2404,117494.0,117228.7596,116851.12920000001,116370.1,119229.30159999999,119548.4892,uptrend,118617.9,116370.1,fib_golden_zone_带量,117759.2404,119229.30159999999,0.6717679508853136,2025-07-22 22:10:12,快速金叉,死叉,看涨,,看涨区域,0.012313011377571511,False,,突破上轨,看涨交叉,,中性
2025-07-21 02:15:00,117880.1,118063.0,117660.0,118000.0,1299.717,153143509.6102,31634.0,665.586,78436828.9607,117714.3333333333,117431.31999999992,117350.24761904763,117686.79428571426,117431.31999999992,117350.24761904763,25.83865942124976,-98.47271447871614,124.3113738999659,71.29928115843147,59.36968522214978,55.811269634462704,118182.46699509372,117223.83333333339,116265.19967157305,1911.4914499999988,0.6799491569789657,119016.25930820174,117604.52999999998,116192.80069179823,90.4638017338097,77.39747077312404,11950.849000000002,428.2012970225595,363.8214203805548,1.1769546074957977,39.687376565007554,118617.9,118107.2432,117791.3284,117536.0,117280.6716,116917.1532,116454.1,119206.4536,119513.71319999998,uptrend,118617.9,116454.1,fib_golden_zone_缩量,117791.3284,119206.4536,0.7144375635456154,2025-07-22 22:10:12,快速金叉,金叉,看涨,零轴上穿,强卖出,0.016355610194633406,False,,强势上轨区域,看涨交叉,,看涨
2025-07-21 02:30:00,118000.0,118011.1,117784.7,117819.9,757.671,89327118.189,22377.0,304.141,35856995.1339,117899.99999999996,117577.15999999992,117338.53333333334,117681.55142857142,117577.15999999992,117338.53333333334,65.99549908644985,-43.64997662366081,109.64547571011067,63.20798380681687,55.57682927255199,53.20132309190103,118331.55051285861,117275.73333333338,116219.91615380815,1923.6692999999989,0.39386759460162957,118926.79758019611,117582.05999999998,116237.32241980385,89.52943535240632,85.01142599835953,11193.178000000002,402.97613489474065,357.27754321957644,1.1279078199635926,36.572973093457854,118617.9,118107.2432,117791.3284,117536.0,117280.6716,116917.1532,116454.1,119206.4536,119513.71319999998,uptrend,118617.9,116454.1,fib_618_bounce_缩量,117791.3284,119206.4536,0.6312043626952564,2025-07-22 22:10:12,快速金叉,金叉,看涨,,看涨区域,0.01800572291497463,False,,中轨附近,超买交叉,,强烈看涨
2025-07-21 02:45:00,117819.9,118175.4,117728.5,118156.0,1101.795,129975181.8317,23078.0,782.238,92298963.5124,117991.96666666663,117823.77999999991,117346.49523809526,117680.91142857142,117823.77999999991,117346.49523809526,131.70708928418753,14.8023786789553,116.90471060523222,70.49742884890513,60.631469916573344,57.129676647505875,118594.46306564346,117354.06666666671,116113.67026768996,1970.3808999999987,0.559178684689849,118862.12629152174,117569.69999999998,116277.27370847823,91.88303230163534,90.62542312928382,12294.973000000002,408.4666180328974,361.5452792567392,1.129779979073765,34.989674647246964,118916.3,118335.22080000001,117975.7396,117685.20000000001,117394.66040000001,116981.0108,116454.1,119586.0184,119935.6508,uptrend,118916.3,116454.1,fib_golden_zone_缩量,117975.7396,119586.0184,0.6912111120136448,2025-07-22 22:10:12,快速金叉,金叉,看涨,,强卖出,0.021139385011684022,False,,强势上轨区域,超买交叉,,看涨
2025-07-21 03:00:00,118156.0,118491.5,118096.6,118400.0,2450.101,289964471.2038,51036.0,1417.592,167763765.1494,118125.29999999997,118051.19999999991,117366.35714285716,117687.16857142856,118051.19999999991,117366.35714285716,202.89335171924904,77.49936969238655,125.39398202686249,74.73676574490884,63.84753373830519,59.70782730639761,118865.22476216327,117485.80833333336,116106.39190450346,1723.0196499999988,1.4219808810654027,118875.07902003654,117572.07333333332,116269.0676466301,91.72744656540233,91.04663807314802,14745.074000000002,406.7707907787845,363.1335992921323,1.1201684216820353,35.418293586676036,119246.8,118587.7228,118179.9886,117850.45000000001,117520.91140000001,117051.7378,116454.1,120006.41440000001,120402.97780000001,uptrend,119246.8,116454.1,fib_golden_zone_带量,118179.9886,120006.41440000001,0.696780893042574,2025-07-22 22:10:12,快速金叉,金叉,看涨,,强卖出,0.023482264767097586,False,,强势上轨区域,超买交叉,,看涨
2025-07-21 03:15:00,118399.9,118528.0,118315.4,118460.4,1086.204,128636613.6569,24148.0,593.087,70242523.8113,118338.79999999997,118167.25999999992,117441.84761904764,117694.32285714283,118167.25999999992,117441.84761904764,254.7506138414319,136.58311774206834,118.16749609936358,75.74337816340797,64.61806251945701,60.3279429177999,119074.74768403401,117618.37500000001,116162.00231596602,1363.3229999999987,0.7967326891719724,118929.4254763166,117583.04666666665,116236.6678570167,96.45783725014631,93.35610537239468,15831.278000000002,382.49944193143716,355.9653326591739,1.0745412736516926,35.98231098171747,119246.8,118587.7228,118179.9886,117850.45000000001,117520.91140000001,117051.7378,116454.1,120006.41440000001,120402.97780000001,uptrend,119246.8,116454.1,fib_golden_zone_缩量,118179.9886,120006.41440000001,0.718408708418373,2025-07-22 22:10:12,快速金叉,金叉,看涨,,强卖出,0.024764373492390027,False,,强势上轨区域,超买交叉,,看涨
2025-07-21 03:30:00,118460.4,118585.0,118346.8,118392.6,927.212,109847706.1871,21616.0,471.464,55858673.729,118417.66666666663,118245.77999999991,117497.20952380954,117696.13714285713,118245.77999999991,117497.20952380954,276.94951288924494,183.37191612446054,93.5775967647844,71.98701933818211,62.99500289359005,59.25309973277771,119197.51957888949,117736.1916666667,116274.8637544439,1311.9569999999987,0.7067396263749505,118981.4364712978,117595.07333333332,116208.71019536884,92.05550706749919,93.41359696101597,14904.066000000003,364.46201169000716,350.35745967540356,1.040257604412565,36.79100853450336,119414.7,118715.9984,118283.7508,117934.4,117585.04920000001,117087.66840000001,116454.1,120219.98319999999,120640.3884,uptrend,119414.7,116454.1,fib_golden_zone_缩量,118283.7508,120219.98319999999,0.654765925825848,2025-07-22 22:10:12,快速金叉,金叉,看涨,,强卖出,0.024823767297656306,False,,强势上轨区域,超买交叉,,看涨
2025-07-21 03:45:00,118392.6,118392.6,118210.2,118374.8,851.169,100689335.914,17203.0,326.081,38575299.0885,118409.26666666662,118356.75999999992,117535.54761904762,117692.73142857141,118356.75999999992,117535.54761904762,283.83764701281325,216.86049308724478,66.97715392556847,70.9098937738266,62.55079287086017,58.96350577574463,119315.05713735381,117823.79166666669,116332.52619597956,1269.5847999999987,0.6704309944479493,119025.84791383299,117605.64999999998,116185.45208616697,86.21467203121229,91.57600544961929,14052.897000000003,341.70426022875733,342.35948540514664,0.998086148611849,35.662578677910176,119627.2,118878.3484,118415.0758,118040.65,117666.2242,117133.1434,116454.1,120490.28319999999,120940.86339999999,uptrend,119627.2,116454.1,fib_618_bounce_缩量,118040.65,118415.0758,0.6053071129179675,2025-07-22 22:10:12,快速金叉,金叉,看涨,,强卖出,0.025313486344184875,False,,中轨附近,超买交叉,反转区,看涨
2025-07-21 04:00:00,118374.8,118384.6,118265.3,118339.1,661.079,78222249.3356,15929.0,337.302,39909958.2891,118368.8333333333,118393.37999999992,117578.42857142857,117687.36857142855,118393.37999999992,117578.42857142857,277.8162281394616,237.1790714379837,40.63715670147789,68.51123248882679,61.61240302888507,58.36281335527713,119344.14443082936,117924.95000000003,116505.7555691707,1235.2448499999987,0.5351805352598723,119052.10155318888,117611.82666666666,116171.55178014444,78.00476829191076,85.42498246354076,13391.818000000003,313.903727700163,331.73760514775887,0.946241013467097,34.67520255339114,116454.1,117224.994,117701.903,118087.35,118472.797,119021.569,119720.6,120609.088,121072.93100000001,neutral,119720.6,116454.1,neutral,,,,2025-07-22 22:10:12,快速死叉,金叉,看涨,,看涨区域,0.02406945147450698,False,,中轨附近,看跌交叉,,强烈看涨
2025-07-21 04:15:00,118339.0,118617.9,118232.9,118412.5,1105.453,130938709.6592,23533.0,688.322,81540101.9753,118375.46666666663,118395.87999999992,117629.74285714286,117689.76,118395.87999999992,117629.74285714286,275.71205411321716,250.02339899639486,25.688655116822304,70.87448605450936,62.846536996656944,59.258836898334536,119318.55831721213,118035.10000000003,116751.64168278794,1258.466899999999,0.8784124556633162,119099.92745270712,117623.49666666666,116147.06588062619,75.15719637333923,79.7922122321541,14497.271000000002,322.79076173764264,334.27390966453225,0.9656474896936653,35.4997776233289,116692.3,117406.9788,117849.1106,118206.45000000001,118563.78940000001,119072.5438,119720.6,120544.2976,120974.3162,neutral,119720.6,116692.3,neutral,,,,2025-07-22 22:10:12,快速死叉,金叉,看涨,,强卖出,0.021747061970754305,False,,中轨附近,看跌交叉,,看涨
2025-07-21 04:30:00,118412.4,118605.8,118403.7,118534.2,583.8,69191181.6844,14682.0,338.21,40084411.5455,118428.59999999998,118410.6399999999,117694.07142857145,117701.27428571427,118410.6399999999,117694.07142857145,282.0322592267912,260.6930190731936,21.339240153597586,74.56678777426559,64.86354896123434,60.73007163430475,119126.2899436968,118169.37500000004,117212.46005630329,1227.5398999999989,0.4755853557183766,119173.02445796528,117641.49,116109.95554203473,77.37996654423905,76.84731040316302,15081.071000000002,307.70441652043803,327.9799139662215,0.9381806733205265,36.221280809524444,119720.6,119015.4084,118579.1458,118226.55,117873.95420000001,117371.9534,116732.5,120533.3632,120957.67340000001,uptrend,119720.6,116732.5,fib_618_bounce_缩量,118226.55,118579.1458,0.6029584016599155,2025-07-22 22:10:12,快速金叉,金叉,看涨,,强卖出,0.016195650416137956,False,,中轨附近,看涨交叉,反转区,看涨
2025-07-21 04:45:00,118534.2,118534.2,118286.6,118306.7,587.645,69588344.3199,12793.0,231.278,27387035.1412,118417.79999999997,118393.45999999989,117746.90952380955,117709.12857142858,118393.45999999989,117746.90952380955,253.22509765725408,258.20371193454713,-4.9786142772930475,58.416020319846794,58.47297492328266,56.71039306853688,118866.9357531882,118256.35833333338,117645.78091347856,1229.735299999999,0.47786300027331124,119201.57548671067,117649.51666666668,116097.45784662268,61.506376698105605,71.34784653856131,14493.426000000001,300.1913644553822,324.1522990154486,0.9260812444247867,34.92413353648912,116732.5,117437.6916,117873.95420000001,118226.55,118579.1458,119081.14660000001,119720.6,120533.3632,120957.67340000001,neutral,119720.6,116732.5,neutral,,,,2025-07-22 22:10:12,快速金叉,金叉,看跌,,看涨区域,0.010326335572312498,True,,中轨附近,看跌交叉,,中性
2025-07-21 05:00:00,118306.7,118350.1,118212.0,118335.1,710.605,84049132.8568,15552.0,341.53,40395927.6609,118391.99999999996,118385.5199999999,117800.20000000003,117717.06,118385.5199999999,117800.20000000003,230.57625194144202,248.9945586035121,-18.41830666207008,59.68767531414516,59.01582139760816,57.08273828202014,118823.50729247413,118294.27500000004,117765.04270752595,1182.1683999999989,0.6011030239008256,119240.35055317251,117661.06000000003,116081.76944682754,46.082873983322486,61.65640574188907,15204.031,279.9299438984601,315.29266572899894,0.8878415971117646,32.63052317212187,116732.5,117437.6916,117873.95420000001,118226.55,118579.1458,119081.14660000001,119720.6,120533.3632,120957.67340000001,neutral,119720.6,116732.5,neutral,,,,2025-07-22 22:10:12,快速金叉,金叉,看跌,,看涨区域,0.008947724519620028,True,,中轨附近,看跌交叉,,中性
2025-07-21 05:15:00,118335.1,118336.8,118144.0,118179.7,608.857,71971355.343,12445.0,248.892,29421692.7493,118273.8333333333,118353.6399999999,117864.9904761905,117717.80000000002,118353.6399999999,117864.9904761905,191.24573938034882,229.744952195791,-38.49921281544218,49.93868164472592,54.79493218716881,54.39466907820773,118792.7981338534,118309.25000000004,117825.70186614669,1082.4636999999989,0.5624733651576497,119259.48642251965,117667.62000000004,116075.75357748043,20.612623540422184,42.733958073950106,14595.174,269.038700911153,309.45968164666584,0.8693820774311252,29.585212409670483,116732.5,117437.6916,117873.95420000001,118226.55,118579.1458,119081.14660000001,119720.6,120533.3632,120957.67340000001,neutral,119720.6,116732.5,neutral,,,,2025-07-22 22:10:12,快速死叉,金叉,看跌,,看跌区域,0.008174308160238647,True,,中轨附近,看跌交叉,,中性
2025-07-21 05:30:00,118179.7,118320.0,118179.6,118285.9,416.499,49253093.0689,10855.0,282.659,33425033.7999,118266.89999999995,118328.3199999999,117932.43333333336,117724.18571428573,118328.3199999999,117932.43333333336,171.82285077046254,210.43758505401485,-38.61473428355231,55.70678014170388,57.05541936833852,55.885338688548316,118626.79908236455,118348.08333333337,118069.36758430219,1041.5034999999987,0.3999016805992496,119282.50606562826,117714.6466666667,116146.78726770513,22.70384394904698,29.799780490930562,15011.673,252.95886329725815,301.40922061587196,0.8392538980074505,26.92056549252552,116871.2,117543.6584,117959.6708,118295.9,118632.1292,119110.8284,119720.6,120495.63680000001,120900.2516,neutral,119720.6,116871.2,neutral,,,,2025-07-22 22:10:12,快速死叉,金叉,看跌,,看涨区域,0.004710101611804953,True,,中轨附近,看跌交叉,,中性
2025-07-21 05:45:00,118285.9,118398.2,118249.9,118397.9,517.332,61214041.4771,11697.0,309.433,36615587.7588,118287.83333333327,118301.0599999999,118000.00952380955,117735.7142857143,118301.0599999999,118000.00952380955,167.38650487770792,196.08722499524586,-28.70072011753794,61.20637884883705,59.36329096440929,57.42629401362491,118600.2188739984,118368.2416666667,118136.264459335,1000.2444999999987,0.5172055432446774,119335.8216808859,117753.57666666669,116171.33165244748,30.350988253498713,24.555818580989307,15529.005000000001,239.87650538510124,294.11830534844967,0.8155782928944638,25.69766261401409,117262.8,117842.8408,118201.6796,118491.70000000001,118781.7204,119194.6308,119720.6,120389.12160000001,120738.12920000001,neutral,119720.6,117262.8,neutral,,,,2025-07-22 22:10:12,快速死叉,金叉,看跌,,看涨区域,0.0039195852547166165,True,,中轨附近,看涨交叉,,中性
