open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,成交笔数,主动买入量,主动买入额,MA20,MA50,MA_LONG,MACD,MACD_Signal,MACD_Hist,RSI,RSI_Secondary,RSI_Long,BB_Upper,BB_Middle,BB_Lower,BB_Long_Upper,BB_Long_Middle,BB_Long_Lower,Stoch_SlowK,Stoch_SlowD,OBV,ATR,ATR_Long,ATR_Ratio,ADX,Fib_Ret_0.382,Fib_Ret_0.500,Fib_Ret_0.618,Fib_Ret_0.236,Fib_Ret_0.786,Fib_Ret_0.000,Fib_Ret_1.000,Fib_Ext_1.272,Fib_Ext_1.414,Fib_Trend,Fib_High,Fib_Low,Fib_Signal,Fib_Support_Level,Fib_Resistance_Level,Fib_Price_Position
2025-07-17 13:45:00,117637.1,118443.0,117514.8,118261.6,4010.319,473347460.0,66109.0,2326.354,274601900.0,117839.92,118224.42,,-55.69064,-132.94421,77.25357,58.88474,52.358162,50.91303,118347.48,117934.49,117521.51,118896.56,118235.38,117574.2,57.934402,54.00144,-2788.159,408.45938,337.7252,1.2094431,27.487082,118057.31,118256.4,118455.49,117810.98,118738.94,117412.8,119100.0,119558.92,119798.5,neutral,119100.0,117412.8,neutral,,,
2025-07-17 14:00:00,118261.2,118500.0,118110.5,118461.5,2261.647,267641360.0,47396.0,1083.651,128260050.0,117922.17,118231.47,,49.727444,-72.05366,121.781105,63.907486,55.64448,53.32756,118425.31,117954.37,117483.414,118900.086,118237.17,117574.25,69.36098,58.585636,-526.512,406.08948,340.19064,1.1937114,26.47229,118455.49,118256.4,118057.31,118701.82,117773.86,119100.0,117412.8,119558.92,119798.5,uptrend,119100.0,117412.8,fib_618_bounce,118455.49,119558.92,0.62156236
2025-07-17 14:15:00,118461.4,118714.8,118287.3,118714.8,2440.513,289192260.0,45442.0,1178.414,139660300.0,118078.4,118239.79,,155.846,3.9128904,151.9331,69.42856,59.460464,56.194427,118600.58,118000.77,117400.98,118924.16,118246.35,117568.555,92.95019,73.41519,1914.001,408.76578,344.34824,1.1870708,27.216146,118608.07,118379.85,118151.625,118890.45,117826.695,119346.9,117412.8,119872.98,120147.62,uptrend,119346.9,117412.8,fib_golden_zone,118608.07,119872.98,0.6731813
2025-07-17 14:30:00,118714.7,118837.9,118481.7,118549.5,2013.771,239014750.0,40496.0,872.811,103605300.0,118150.29,118211.984,,177.57822,61.80133,115.77688,62.18613,56.07035,53.92476,118691.6,118034.51,117377.414,118944.37,118263.38,117582.4,91.55383,84.621666,-99.77,402.19507,344.91263,1.1660781,28.676876,118169.734,118403.55,118637.37,117880.44,118970.26,117412.8,119394.3,119933.266,120214.64,neutral,119394.3,117412.8,neutral,,,
2025-07-17 14:45:00,118549.4,118811.1,118549.4,118752.9,995.729,118187110.0,23940.0,521.996,61960876.0,118262.734,118201.23,,220.28337,114.62868,105.65469,67.11126,59.1562,56.209896,118845.58,118099.84,117354.1,118979.58,118291.57,117603.555,90.5928,91.69894,895.959,384.63318,340.9501,1.1281216,29.955013,118312.26,118590.1,118867.945,117968.484,119263.516,117412.8,119767.4,120407.85,120742.2,neutral,119767.4,117412.8,neutral,,,
2025-07-17 15:00:00,118752.9,118880.0,118415.7,118423.4,1714.333,203384770.0,40522.0,621.773,73786824.0,118336.336,118185.266,,171.43474,133.56403,37.870705,53.854435,52.698143,51.836914,118894.49,118151.5,117408.51,118972.81,118287.98,117603.14,79.44425,87.19696,-818.374,394.59152,346.8239,1.1377287,28.994675,118320.016,118600.25,118880.484,117973.27,119279.47,117412.8,119787.7,120433.67,120770.91,neutral,119787.7,117412.8,neutral,,,
2025-07-17 15:15:00,118423.4,118658.6,118315.8,118508.8,1277.7,151389120.0,29491.0,614.64,72838820.0,118413.7,118180.195,,151.62434,139.58414,12.040203,56.45536,54.096863,52.835472,118897.836,118238.484,117579.13,118983.69,118295.14,117606.59,77.64663,82.561226,459.326,388.11758,346.6323,1.119681,26.73674,118320.016,118600.25,118880.484,117973.27,119279.47,117412.8,119787.7,120433.67,120770.91,neutral,119787.7,117412.8,neutral,,,
2025-07-17 15:30:00,118508.8,119100.0,118508.8,119087.5,1847.12,219579300.0,43748.0,1170.245,139109760.0,118595.0,118205.78,,243.31247,174.16025,69.15223,69.87771,62.24422,58.89863,119094.56,118331.24,117567.92,119058.99,118327.55,117596.1,79.366974,78.81928,2306.446,413.5029,358.27838,1.1541386,28.312344,118936.98,118645.95,118354.93,119297.055,117940.586,119879.1,117412.8,120549.94,120900.15,uptrend,119879.1,117412.8,fib_golden_zone,118936.98,120549.94,0.6790334
2025-07-17 15:45:00,119087.4,119087.5,118757.3,118875.0,1460.561,173679140.0,30747.0,476.518,56664292.0,118671.67,118234.21,,243.64319,197.32123,46.321964,61.726574,58.161938,56.11716,119176.2,118416.38,117656.56,119100.51,118348.84,117597.17,81.287025,79.43355,845.885,403.09003,356.9413,1.1292894,29.690998,118354.93,118645.95,118936.98,117994.84,119351.31,117412.8,119879.1,120549.94,120900.15,neutral,119879.1,117412.8,neutral,,,
2025-07-17 16:00:00,118875.0,118952.2,118487.1,118656.7,1451.565,172304130.0,34037.0,653.031,77518984.0,118696.08,118249.71,118319.76,190.64917,195.09721,-4.44804,54.155403,54.22732,53.39715,119182.266,118484.89,117787.516,119116.305,118358.1,117599.9,71.50743,77.387146,-605.68,410.84128,362.09174,1.1346332,27.357954,118354.93,118645.95,118936.98,117994.84,119351.31,117412.8,119879.1,120549.94,120900.15,neutral,119879.1,117412.8,neutral,,,
2025-07-17 16:15:00,118656.7,118761.1,118500.0,118550.4,966.748,114673600.0,31189.0,497.13,58971924.0,118675.52,118265.305,118324.23,131.04073,173.74504,-42.704327,50.627598,52.369495,52.10584,119158.07,118539.93,117921.8,119126.55,118365.99,117605.44,48.56713,67.12053,-1572.428,392.12363,357.2826,1.0975167,25.31654,118354.93,118645.95,118936.98,117994.84,119351.31,117412.8,119879.1,120549.94,120900.15,neutral,119879.1,117412.8,neutral,,,
2025-07-17 16:30:00,118550.4,118610.0,118293.6,118447.8,1849.264,219026000.0,47017.0,830.87,98414940.0,118662.81,118279.11,118326.875,71.195854,139.56198,-68.36613,47.167664,50.568684,50.859356,118994.164,118607.49,118220.82,119121.78,118362.92,117604.06,30.836306,50.303623,-3421.692,382.65817,355.33582,1.0768917,23.11306,118417.96,118696.95,118975.94,118072.77,119373.14,117514.8,119879.1,116871.71,116535.98,downtrend,119879.1,117514.8,fib_382_reject,118417.96,118696.95,0.39461997
2025-07-17 16:45:00,118447.8,118566.2,118356.1,118550.3,683.452,80947944.0,21081.0,324.745,38464780.0,118637.484,118298.42,118337.266,53.13232,110.7521,-57.619774,51.065464,52.332188,52.062294,118972.46,118631.55,118290.64,119060.63,118343.48,117626.33,26.9569,35.453445,-2738.24,361.08838,348.41983,1.0363601,21.185017,118417.96,118696.95,118975.94,118072.77,119373.14,117514.8,119879.1,120522.19,120857.92,neutral,119879.1,117514.8,neutral,,,
2025-07-17 17:00:00,118550.3,118954.9,118524.5,118903.9,1202.195,142798270.0,27762.0,709.585,84275336.0,118697.55,118342.945,118356.51,107.63257,109.71226,-2.079682,62.26896,57.9107,55.966755,119020.6,118668.414,118316.234,119051.36,118340.984,117630.62,42.212303,33.335167,-1536.045,369.75235,352.32364,1.0494679,21.521257,118417.96,118696.95,118975.94,118072.77,119373.14,117514.8,119879.1,120522.19,120857.92,neutral,119879.1,117514.8,neutral,,,
2025-07-17 17:15:00,118904.0,118932.1,118619.2,118694.3,928.066,110216600.0,21668.0,350.432,41611640.0,118720.734,118385.37,118371.516,93.7264,104.38364,-10.657234,53.75752,53.885143,53.26649,119018.31,118666.71,118315.1,119045.43,118338.84,117632.26,52.66241,40.61054,-2464.111,362.6458,350.44632,1.0348113,21.815466,118417.96,118696.95,118975.94,118072.77,119373.14,117514.8,119879.1,120522.19,120857.92,neutral,119879.1,117514.8,neutral,,,
2025-07-17 17:30:00,118694.3,118772.9,118482.9,118656.3,494.704,58684268.0,18417.0,252.392,29940198.0,118666.836,118442.09,118381.8,74.078766,94.28201,-20.203249,52.24698,53.163605,52.781715,119021.57,118675.61,118329.65,119048.65,118340.21,117631.77,60.333637,51.736115,-2958.815,353.56506,347.56793,1.0172546,20.240288,118519.88,118830.35,119140.82,118135.74,119582.84,117514.8,120145.9,120861.56,121235.17,neutral,120145.9,117514.8,neutral,,,
2025-07-17 17:45:00,118656.3,119346.9,118593.9,119255.3,2808.83,334492320.0,54551.0,2002.275,238428050.0,118714.375,118503.09,118400.266,173.41922,120.66108,52.758137,68.51627,61.838158,58.9632,119168.17,118717.48,118266.78,119129.07,118363.71,117598.36,65.540794,59.51228,-149.985,403.49445,366.8742,1.0998168,22.98032,119195.766,119531.0,119866.234,118780.98,120343.52,118110.5,120951.5,121724.25,122127.67,neutral,120951.5,118110.5,neutral,,,
2025-07-17 18:00:00,119255.4,119394.3,119186.3,119206.2,1443.006,172155150.0,30419.0,553.607,66054496.0,118783.06,118567.516,118417.84,212.57475,151.29897,61.275784,66.354355,60.8434,58.306236,119262.8,118782.71,118302.625,119206.16,118394.66,117583.16,76.35364,67.409355,-1592.991,379.05765,359.30878,1.0549635,25.617266,119305.02,119619.4,119933.77,118916.055,120381.36,118287.3,120951.5,117562.64,117184.32,downtrend,120951.5,118287.3,neutral,117562.64,119305.02,0.34490654
2025-07-17 18:15:00,119206.3,119767.4,119206.2,119687.4,3478.393,415857100.0,54588.0,2295.121,274374700.0,118925.19,118655.74,118442.44,316.4839,206.36061,110.123276,75.27464,66.52655,62.594925,119513.34,118880.92,118248.51,119351.984,118439.87,117527.74,89.51529,77.13657,1885.402,401.82544,368.92264,1.0891862,29.529068,119308.914,119622.55,119936.18,118920.87,120382.71,118293.6,120951.5,121674.445,122051.87,neutral,120951.5,118293.6,neutral,,,
2025-07-17 18:30:00,119687.3,119787.7,119629.9,119672.9,1735.977,207836180.0,31650.0,767.273,91864540.0,119078.33,118740.65,118464.38,358.02795,256.91638,101.111565,74.57952,66.21468,62.391872,119671.375,118929.71,118188.04,119479.914,118488.195,117496.47,89.48135,85.11676,149.425,371.32227,358.86917,1.0347009,33.027683,119308.914,119622.55,119936.18,118920.87,120382.71,118293.6,120951.5,121674.445,122051.87,neutral,120951.5,118293.6,neutral,,,
2025-07-17 18:45:00,119672.9,119713.6,119474.2,119582.5,1019.003,121839464.0,24054.0,328.369,39261084.0,119207.35,118833.29,118488.36,347.49942,287.11075,60.388695,69.88551,64.19422,61.094494,119796.79,118988.664,118180.55,119581.51,118535.68,117489.85,89.93555,89.644066,-869.578,354.83197,353.18018,1.0046769,33.92703,119308.914,119622.55,119936.18,118920.87,120382.71,118293.6,120951.5,121674.445,122051.87,neutral,120951.5,118293.6,neutral,,,
2025-07-17 19:00:00,119582.4,119879.1,119582.4,119798.7,1405.524,168313620.0,25778.0,810.738,97088060.0,119319.2,118906.484,118514.195,366.1165,313.44598,52.670506,74.384026,66.80317,63.02522,119961.97,119083.836,118205.695,119704.23,118590.81,117477.41,89.90556,89.774155,535.946,347.56546,350.49063,0.9916541,35.593334,119308.914,119622.55,119936.18,118920.87,120382.71,118293.6,120951.5,121674.445,122051.87,neutral,120951.5,118293.6,neutral,,,
2025-07-17 19:15:00,119798.7,119864.0,119631.2,119650.0,817.62,97914300.0,20147.0,399.017,47786468.0,119438.664,118963.08,118534.52,330.9969,319.2963,11.700597,66.42226,63.38242,60.84462,120043.586,119175.47,118307.34,119790.92,118646.85,117502.78,86.89632,88.912476,-281.674,333.2198,344.88632,0.9661728,37.051353,119308.914,119622.55,119936.18,118920.87,120382.71,118293.6,120951.5,121674.445,122051.87,neutral,120951.5,118293.6,neutral,,,
2025-07-17 19:30:00,119650.0,119678.0,119446.1,119489.4,1003.172,119955576.0,20493.0,393.6,47065590.0,119542.8,118999.96,118551.6,264.5763,301.0563,-36.47999,58.52858,59.819653,58.54745,120045.125,119262.266,118479.41,119842.57,118703.05,117563.52,73.3885,83.39679,-1284.846,320.5548,339.506,0.9441801,35.62683,119308.914,119622.55,119936.18,118920.87,120382.71,118293.6,120951.5,121674.445,122051.87,neutral,120951.5,118293.6,neutral,,,
2025-07-17 19:45:00,119489.4,119490.0,118800.0,118948.8,2783.899,331597220.0,53843.0,1208.359,143912720.0,119504.484,119018.98,118560.29,111.05139,237.72133,-126.66994,39.904793,49.693714,51.654587,120001.85,119295.48,118589.1,119816.266,118752.51,117688.75,46.571083,68.951965,-4068.745,366.73547,356.19623,1.0295883,33.76505,119308.914,119622.55,119936.18,118920.87,120382.71,118293.6,120951.5,117570.65,117193.23,downtrend,120951.5,118293.6,neutral,117570.65,119308.914,0.2465104
2025-07-17 20:00:00,118948.8,118999.1,118343.2,118761.2,3715.503,440735970.0,68358.0,1787.653,212032740.0,119448.86,119019.375,118562.67,-17.69863,152.58134,-170.27997,35.3507,46.7371,49.52985,120014.46,119283.586,118552.71,119810.23,118778.734,117747.24,28.251528,49.4037,-7784.248,402.88104,370.46783,1.0874927,34.412518,119308.914,119622.55,119936.18,118920.87,120382.71,118293.6,120951.5,117570.65,117193.23,downtrend,120951.5,118293.6,neutral,117570.65,119308.914,0.17592837
2025-07-17 20:15:00,118761.2,119119.3,118586.4,119003.6,1764.499,209784210.0,46845.0,842.206,100131770.0,119363.39,119047.0,118573.5,-44.255848,86.96894,-131.2248,44.84025,50.809574,52.19754,119987.17,119309.36,118631.54,119803.06,118817.08,117831.086,28.000725,34.274445,-6019.749,419.1334,378.2027,1.1082243,33.856583,119308.914,119622.55,119936.18,118920.87,120382.71,118293.6,120951.5,117570.65,117193.23,downtrend,120951.5,118293.6,neutral,117570.65,119308.914,0.26712817
2025-07-17 20:30:00,119003.7,119390.0,118999.7,119221.4,1263.463,150585300.0,37132.0,636.321,75832430.0,119306.95,119080.93,118587.73,-15.838267,52.699875,-68.53814,52.195866,54.198215,54.46809,119938.85,119356.45,118774.055,119800.67,118863.305,117925.94,42.463703,32.90532,-4756.286,415.52924,378.77875,1.0970236,31.053223,119339.57,119647.35,119955.13,118958.76,120393.32,118343.2,120951.5,117633.74,117263.37,downtrend,120951.5,118343.2,neutral,117633.74,119339.57,0.3366944
2025-07-17 20:45:00,119221.5,119440.8,119076.9,119428.8,1290.628,153890910.0,24069.0,834.056,99466560.0,119287.734,119097.19,118613.0,40.659317,48.686356,-8.027039,58.36412,57.220375,56.53245,119951.56,119370.91,118790.25,119810.336,118914.6,118018.87,57.186424,42.550285,-3465.658,409.07556,378.07025,1.0820094,28.186888,119339.57,119647.35,119955.13,118958.76,120393.32,118343.2,120951.5,121660.96,122031.336,neutral,120951.5,118343.2,neutral,,,
2025-07-17 21:00:00,119428.8,120145.9,119410.5,120094.9,7680.755,920671170.0,101639.0,4863.913,583023740.0,119324.766,119155.27,118652.77,197.88368,98.4188,99.46488,71.933556,65.169365,62.297012,120118.46,119444.97,118771.48,119865.31,118996.52,118127.74,75.2442,58.298107,4215.097,449.86612,395.08594,1.1386539,27.974424,119955.13,119647.35,119339.57,120335.94,118901.375,120951.5,118343.2,121660.96,122031.336,uptrend,120951.5,118343.2,fib_golden_zone,119955.13,121660.96,0.6715869
2025-07-17 21:15:00,120095.0,120951.5,120094.9,120900.1,9396.811,1132973400.0,135197.0,5387.874,649576100.0,119481.02,119262.1,118695.84,431.67456,209.50406,222.17052,80.77149,71.953606,67.72909,120534.12,119546.02,118557.93,120115.375,119084.48,118053.586,88.86125,73.76396,13611.908,500.70786,417.0628,1.2005575,30.497149,119955.13,119647.35,119339.57,120335.94,118901.375,120951.5,118343.2,121660.96,122031.336,uptrend,120951.5,118343.2,neutral,119955.13,121660.96,0.9802937
2025-07-17 21:30:00,120900.0,120930.8,120033.4,120615.2,6634.727,799413200.0,103619.0,3390.875,408584740.0,119621.75,119360.43,118738.055,490.44678,303.15164,187.29514,71.480034,66.98227,64.28799,120747.336,119624.55,118501.76,120277.51,119156.266,118035.02,94.10227,86.069244,6977.181,550.2944,439.936,1.250851,32.2402,119955.13,119647.35,119339.57,120335.94,118901.375,120951.5,118343.2,121660.96,122031.336,uptrend,120951.5,118343.2,neutral,119955.13,121660.96,0.87106544
