open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,MA20,MA50,MA_LONG,MACD,MACD_Signal,MACD_Hist,MACD_Long,RSI,RSI_Long,BB_Upper,BB_Middle,BB_Lower,BB_Long_Upper,Stoch_SlowK,Stoch_SlowD,ATR,ATR_Long,ADX,OBV
2025-06-10 04:00:00,109525.9,109690.8,109041.1,109178.0,17640.424,1928940300.0,106478.27,105352.35,,1191.3259,792.45667,398.86926,944.8989,68.08207,65.21109,109737.43,106478.27,103219.11,,82.36701,87.29663,1009.21674,989.6325,27.066904,40396.09
2025-06-10 08:00:00,109178.1,109800.0,109010.2,109498.1,22098.84,2418273300.0,106712.055,105446.68,,1247.4712,883.4596,364.01163,1022.42725,69.372444,66.184135,110129.51,106712.055,103294.6,,78.118706,83.018585,993.5441,985.63586,28.872608,62494.93
2025-06-10 12:00:00,109498.0,109852.9,108282.0,108975.3,44120.926,4808446000.0,106920.14,105519.26,,1235.5386,953.87537,281.66324,1057.4618,64.76701,63.15487,110356.625,106920.14,103483.66,,74.91414,78.46662,1034.7838,997.3411,29.421616,18374.002
2025-06-10 16:00:00,108975.2,110367.2,108467.5,109460.0,29872.957,3268602600.0,107138.414,105628.45,,1250.775,1013.2553,237.51971,1106.364,66.95721,64.72653,110637.33,107138.414,103639.5,,76.136536,76.38979,1096.5636,1015.3883,30.262493,48246.96
2025-06-10 20:00:00,109460.1,110265.5,109189.0,110235.4,17604.436,1931962100.0,107374.79,105745.23,,1310.3138,1072.667,237.6468,1181.4137,70.15361,67.08492,111036.14,107374.79,103713.445,,80.28164,77.11077,1095.1305,1016.61053,31.04331,65851.4
2025-06-11 00:00:00,110235.4,110247.0,109500.0,109664.1,12285.286,1348645000.0,107573.28,105851.18,,1296.4548,1117.4246,179.03029,1211.109,65.152794,63.78565,111278.84,107573.28,103867.73,,83.94378,80.12065,1070.2639,1011.2183,31.768353,53566.11
2025-06-11 04:00:00,109664.1,109715.4,109322.0,109396.9,9255.542,1013623500.0,107767.76,105922.836,,1249.5072,1143.8411,105.66611,1217.083,62.894596,62.28142,111427.195,107767.76,104108.31,,83.554306,82.59324,1021.91656,998.862,32.132835,44310.566
2025-06-11 08:00:00,109396.9,109629.3,109133.8,109200.1,11892.147,1300114300.0,107955.94,105997.86,,1182.7864,1151.6301,31.15617,1206.2654,61.21178,61.1659,111501.805,107955.94,104410.08,,77.144394,81.54749,984.31537,988.79474,32.14195,32418.422
2025-06-11 12:00:00,109200.1,110350.0,108950.1,109694.8,47346.71,5194213000.0,108171.66,106089.07,,1156.4963,1152.6034,3.8929327,1215.7198,63.831505,62.918884,111587.08,108171.66,104756.24,,77.134514,79.27774,1014.0,997.01685,32.740604,79765.13
2025-06-11 16:00:00,109694.9,109776.5,108331.7,108684.5,33333.87,3631790300.0,108324.92,106157.95,,1042.1256,1130.5078,-88.38226,1167.21,55.576126,57.366016,111537.51,108324.92,105112.34,,67.85746,74.045456,1044.7714,1005.97253,32.279747,46431.26
2025-06-11 20:00:00,108684.5,109164.8,108001.2,108600.0,20308.766,2203255800.0,108459.05,106198.836,,933.90204,1091.1866,-157.28464,1115.6729,54.93617,56.92482,111476.45,108459.05,105441.65,,54.69692,66.562965,1053.2592,1009.12506,31.354868,26122.494
2025-06-12 00:00:00,108600.1,108782.1,107650.0,107820.5,24193.834,2618183400.0,108537.945,106231.805,,776.2864,1028.2067,-251.9202,1027.0554,49.296856,52.978203,111397.81,108537.945,105678.08,,29.373207,50.64253,1058.8906,1011.58453,29.990557,1928.661
2025-06-12 04:00:00,107820.5,107951.0,107300.0,107577.0,17432.701,1876768000.0,108632.97,106276.74,,624.52734,947.47076,-322.94342,933.9771,47.651306,51.800255,111219.445,108632.97,106046.5,,16.084105,33.384743,1029.7556,1004.37286,28.243895,-15504.04
2025-06-12 08:00:00,107577.0,107798.0,106830.0,106862.9,20489.988,2198214000.0,108695.266,106304.51,,441.54538,846.2857,-404.7403,814.02026,43.10685,48.480927,111036.57,108695.266,106353.95,,5.212558,16.889957,1025.3445,1003.6454,26.431347,-35994.027
2025-06-12 12:00:00,106862.9,107769.1,106539.1,106960.6,44438.418,4761155600.0,108767.46,106338.516,,300.94534,737.2176,-436.27225,712.2721,43.895214,48.95085,110777.945,108767.46,106756.98,,6.990612,9.429091,1039.9628,1008.1725,25.098017,8444.389
2025-06-12 16:00:00,106960.6,108398.4,106621.0,106749.6,36093.637,3884725500.0,108719.55,106372.625,,170.52715,623.8795,-453.3524,611.1661,42.524708,47.95886,110869.586,108719.55,106569.51,,5.8132033,6.005458,1092.6368,1023.55707,23.559673,-27649.248
2025-06-12 20:00:00,106749.5,106929.9,105602.0,105609.5,43141.613,4577175000.0,108621.805,106379.72,,-24.543844,494.19485,-518.7387,464.65955,35.986626,43.013435,111122.21,108621.805,106121.4,,5.555629,6.119815,1109.4414,1029.6439,22.7682,-70790.86
2025-06-13 00:00:00,105609.4,105661.0,102614.0,104233.9,98662.52,10251103000.0,108407.74,106366.99,,-286.832,337.98947,-624.8215,268.29318,29.994457,38.043472,111556.91,108407.74,105258.586,,8.865321,6.744718,1247.8384,1069.9911,24.086607,-169453.39
2025-06-13 04:00:00,104233.9,104891.4,103733.7,104831.4,27313.357,2848242200.0,108137.92,106370.78,,-441.39587,182.11241,-623.5083,128.93349,35.053074,41.144947,111532.24,108137.92,104743.59,,16.58685,10.335933,1241.3999,1071.7452,25.310844,-142140.03
