open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,成交笔数,主动买入量,主动买入额,MA12,MA26,MA20,MA50,MACD,MACD_Signal,MACD_Hist,RSI,BB_Upper,BB_Middle,BB_Lower,Stoch_SlowK,Stoch_SlowD,OBV,ATR,ADX
2025-07-09 09:00:00,108612.3,108737.3,108510.0,108703.6,1920.572,208576347.1143,33785.0,946.731,102820736.3386,,,,,,,,,,,,,,1920.572,,
2025-07-09 10:00:00,108703.6,108850.1,108654.2,108850.1,1533.184,166768121.3617,31085.0,814.32,88579840.0971,,,,,,,,,,,,,,3453.756,,
2025-07-09 11:00:00,108850.1,109074.0,108850.0,109008.3,4337.75,472734147.657,68163.0,2070.789,225675378.56,,,,,,,,,,,,,,7791.505999999999,,
2025-07-09 12:00:00,109008.3,109472.0,108929.1,109286.7,9961.526,1089090677.8304,136753.0,5474.33,598415984.106,,,,,,,,,,,,,,17753.032,,
2025-07-09 13:00:00,109286.6,109738.5,109072.2,109136.9,13260.997,1451773576.3708,179439.0,6833.403,748260436.1255,,,,,,,,,,,,,,4492.035,,
2025-07-09 14:00:00,109136.8,109429.9,108429.0,108840.0,15424.001,1678515094.8006,223019.0,7882.09,857724841.4026,,,,,,,,,,,,,,-10931.966,,
2025-07-09 15:00:00,108840.1,109175.3,108749.1,109020.0,5585.174,608579139.368,92520.0,2852.34,310791908.2506,,,,,,,,,,,,,,-5346.792,,
2025-07-09 16:00:00,109019.9,109430.0,108975.9,109350.0,4041.18,441345711.0798,76875.0,2072.045,226294974.5543,,,,,,,,,,,,,,-1305.6120000000003,,
2025-07-09 17:00:00,109350.0,109413.8,108979.6,109108.4,3619.848,395106517.6791,67056.0,1632.252,178146737.6457,,,,,,,,,,,,,,-4925.460000000001,,
2025-07-09 18:00:00,109108.4,109537.0,109084.4,109485.6,5196.15,568491928.1915,83012.0,2892.429,316436895.953,,,,,,,,,,,,,,270.6899999999987,,
2025-07-09 19:00:00,109485.6,112036.8,109446.0,111718.8,42985.839,4769043444.6236,565784.0,25604.07,2839979240.3765,,,,,,,,,,,,,,43256.529,,
2025-07-09 20:00:00,111718.8,111931.5,110508.0,110675.8,19495.737,2168006699.8488,302254.0,8831.8,982102442.635,109432.01666666668,,109432.01666666668,,,,,68.14418193861776,,,,,,23760.791999999998,,
2025-07-09 21:00:00,110675.8,111239.0,110627.2,110785.8,7896.78,876507138.5634,127003.0,3913.109,434321949.2904,109605.53333333334,,109605.53333333334,,,,,68.83797112927027,,,,,,31657.571999999996,751.9333333333343,
2025-07-09 22:00:00,110785.7,111378.3,110781.9,111327.9,4945.648,549899804.3197,94568.0,2591.68,288164214.7016,109812.01666666666,,109812.01666666666,,,,,72.12858681648181,,,,,,36603.22,738.9722222222239,
2025-07-09 23:00:00,111328.0,111483.6,111178.9,111199.9,4277.022,476268886.661,70848.0,2077.501,231361648.683,109994.64999999998,,109994.64999999998,,,,,70.2031413126914,,,,74.15969103978402,72.13537335772486,32326.197999999997,702.782870370373,
2025-07-10 00:00:00,111199.8,111286.9,110863.2,110868.6,3438.826,382023237.4508,65543.0,1517.448,168588042.4811,110126.475,,110126.475,,,,,65.24440267116745,111871.37045779204,109835.4,107799.429542208,74.92470018663253,72.80059870281046,28887.371999999992,679.525964506175,
2025-07-10 01:00:00,110868.7,111320.2,110834.6,111148.3,3150.773,349976645.4313,55917.0,1912.76,212466520.6419,110294.09166666667,,110294.09166666667,,,,,67.38389385214876,112028.40839001987,109988.19375,107947.97910998014,72.46607410851186,73.85015511164279,32038.144999999997,663.365467463993,
2025-07-10 02:00:00,111148.3,111548.3,111088.0,111178.4,4160.178,463050079.7278,68483.0,2226.096,247801511.5191,110488.95833333331,,110488.95833333331,,,,,67.61985000916061,112160.55890128174,110133.7125,108106.86609871824,70.85038170943007,72.7470520015248,36198.32299999999,646.4433451753272,
2025-07-10 03:00:00,111178.4,111183.3,110937.5,111028.2,2312.372,256803479.4295,40964.0,1061.229,117851466.0223,110656.30833333332,,110656.30833333332,,,,,65.03724802151439,112241.8101913541,110259.95625,108278.10230864587,70.6466722229906,71.32104268031082,33885.95099999999,613.0563997440502,
2025-07-10 04:00:00,111028.3,111146.1,110905.3,111106.9,2164.563,240342332.6835,38808.0,1163.668,129213320.4425,110802.71666666666,,110802.71666666666,,,,,65.79030860952015,112327.81673017069,110373.71875,108419.6207698293,69.15619294440619,70.21774895894227,36050.51399999999,582.0350330987129,
2025-07-10 05:00:00,111106.9,111127.6,110894.2,111058.4,2505.715,278082201.4869,37711.0,1360.715,151015369.8635,110965.21666666666,,110965.21666666666,,,,,64.84352524507011,112363.45841016358,110493.8125,108624.1665898364,65.916073690211,68.57297961920258,33544.798999999985,552.9821136738209,
2025-07-10 06:00:00,111058.4,111270.0,111050.4,111184.7,2199.533,244507774.7103,48390.0,1051.968,116939372.7044,111106.8083333333,,111106.8083333333,,,,,66.23541367645652,112327.13809270025,110640.35624999998,108953.57440729972,59.4256507488678,64.83263912782833,35744.33199999999,525.2002708676697,
2025-07-10 07:00:00,111184.7,111399.7,111085.7,111186.1,3633.956,404325899.218,68036.0,1642.494,182760691.7807,111062.41666666664,,111062.41666666664,,,,,66.25170544779198,112255.59935821,110775.7375,109295.87564179,56.81693760704727,60.719554015375344,39378.28799999999,507.6002482953639,
2025-07-10 08:00:00,111186.2,111370.3,111082.6,111185.2,2636.566,293223057.1241,46577.0,1182.608,131521149.1919,111104.86666666664,,111104.86666666664,,,,,66.22910781556853,112183.14774958826,110890.4375,109597.72725041171,53.61262042518575,56.6184029270336,36741.72199999999,489.2752276040833,60.33907468240321
2025-07-10 09:00:00,111185.2,111215.2,110970.5,110997.8,2382.992,264726686.8863,43611.0,1219.845,135518643.8167,111122.53333333333,,111122.53333333333,,,,,61.42994214390948,111916.4283112112,111008.525,110100.6216887888,45.38895098885066,51.93950300702789,34358.72999999999,468.89395863707614,59.39453590985176
2025-07-10 10:00:00,110997.8,111059.7,110800.0,111036.8,4940.044,548077936.9134,54506.0,2079.758,230754921.2796,111098.27499999998,110326.04615384615,111098.27499999998,110326.04615384615,,,,62.05931742702385,111560.51998954774,111105.475,110650.43001045224,35.711488077816405,44.90435316395093,39298.77399999999,451.4611287506529,57.597135561514015
2025-07-10 11:00:00,111036.7,111137.9,110915.4,110972.2,2407.382,267287099.2013,43462.0,1124.396,124845391.821,111079.3,110413.30000000002,111079.3,110413.30000000002,518.7231816215062,727.4113255492869,-208.68814392778063,60.267462298896405,111388.59281231403,111058.8125,110729.03218768594,25.841324591496925,35.64725455272132,36891.39199999999,432.3810346880985,56.13697266432874
2025-07-10 12:00:00,110972.1,110972.2,110693.8,110809.0,4430.287,490900303.1678,71222.0,2075.531,229982054.0414,111074.33333333331,110488.64230769232,111074.33333333331,110488.64230769232,443.4407570328767,656.4186834201844,-212.9779263873077,55.7909481347023,111362.78045930082,111067.13749999998,110771.49454069916,22.71293040246905,28.08858102392745,32461.104999999992,419.54928179742313,53.62426129552489
2025-07-10 13:00:00,110808.9,110988.0,110432.2,110750.0,8705.438,963849944.0054,132636.0,4382.934,485321479.4897,111041.14166666663,110555.6307692308,111041.14166666663,110555.6307692308,374.1909799314599,585.8617575480032,-211.6707776165433,54.190273927743206,111369.43420991195,111064.89999999998,110760.365790088,23.11375809539761,23.88933769645452,23755.666999999998,430.9035083143048,50.11684847166492
2025-07-10 14:00:00,110750.0,111273.2,110579.3,111195.0,10422.982,1156668325.3997,160875.0,5147.733,571355891.6601,111042.52499999998,110629.02692307692,111042.52499999998,110629.02692307692,365.569487858942,530.788690125738,-165.21920226679595,62.9980211128383,111338.38154666702,111056.59375,110774.80595333297,41.72383021637999,29.1835062380822,34178.64899999999,452.8198826214456,47.78659381939556
2025-07-10 15:00:00,111195.1,111363.5,110912.7,111350.0,5928.198,659180197.2831,108546.0,2985.984,332053369.1299,111069.34166666666,110714.14615384616,111069.34166666666,110714.14615384616,369.561684754226,490.48193878286,-120.92025402863396,65.53681219702912,111374.90859723212,111065.975,110757.04140276786,68.85099052540941,44.56285961239566,40106.847,452.65155906965873,45.9087729325158
2025-07-10 16:00:00,111350.0,112666.0,111267.7,112596.3,29617.982,3324461697.5472,380681.0,16321.954,1831787471.8034,111193.45833333331,110858.61923076924,111193.45833333331,110858.61923076924,501.705797318893,493.2879034168682,8.417893902024787,78.55240952373784,111964.2312621626,111173.95625,110383.68123783736,90.1950609417958,66.92329389452838,69724.829,531.4555958138541,46.58649564376637
2025-07-10 17:00:00,112596.4,113760.0,112510.7,113682.2,25562.406,2895213114.722,373585.0,13814.744,1564397909.0455,111412.10833333334,111037.93461538464,111412.10833333334,111037.93461538464,707.1505010510446,546.7535528254123,160.3969482256323,84.25248504821987,112780.381997326,111332.32499999998,109884.26800267395,96.46830822738018,85.17145323152846,95287.235,591.2759628293664,48.20675996588176
2025-07-10 18:00:00,113682.2,113708.1,112953.2,113381.3,13739.324,1556447778.7378,186275.0,7196.825,815267080.4043,111595.15833333334,111192.98461538462,111595.15833333334,111192.98461538462,810.8820946553169,612.7856882828885,198.0964063724284,77.93882767327592,113220.63355823651,111470.00625,109719.37894176348,94.38732832270216,93.68356583062604,81547.911,604.9112992602533,49.69200226115421
2025-07-10 19:00:00,113381.3,113645.9,113031.3,113246.1,9790.357,1109756592.3737,119016.0,4295.536,486887419.5628,111766.825,111352.12692307694,111766.825,111352.12692307694,856.830851919236,673.7969791919754,183.0338727272606,75.15524098101022,113539.34103362294,111608.625,109677.90896637706,90.27986457519484,93.71183370842571,71757.55399999999,605.7186909885647,51.05347436515395
