open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,成交笔数,主动买入量,主动买入额
2024-11-23 00:00:00,98921.5,98937.3,97173.5,97725.5,120358.422,11819741402.0844,2258791.0,57833.796,5680407129.2168
2024-11-24 00:00:00,97725.6,98666.0,95822.1,97960.4,173118.84,16831814834.729,3273568.0,84519.177,8217593372.2568
2024-11-25 00:00:00,97960.5,98999.0,92666.0,93064.0,329375.021,31634790118.7792,5330405.0,156656.185,15053596210.3709
2024-11-26 00:00:00,93064.0,95064.0,90866.4,92021.4,344929.233,32058954666.3463,6021621.0,169186.591,15726674891.569
2024-11-27 00:00:00,92021.5,97250.0,91864.0,95905.2,237005.987,22446169054.8116,4071168.0,119608.298,11331448003.0743
2024-11-28 00:00:00,95905.2,96627.6,94700.1,95694.4,154007.026,14702795800.1606,2817181.0,77818.663,7429887575.1181
2024-11-29 00:00:00,95694.4,98713.3,95404.5,97516.3,190520.949,18512741566.7861,3084809.0,96983.959,9425322800.4492
2024-11-30 00:00:00,97516.2,97522.1,96150.0,96475.1,93074.218,9004708395.7383,1665673.0,45055.735,4359094830.7142
2024-12-01 00:00:00,96475.2,97933.0,95736.5,97265.1,113222.99,10975143904.8559,1872343.0,56376.584,5466023875.9469
2024-12-02 00:00:00,97265.0,98266.0,94400.0,95890.5,257613.911,24755123881.9079,4234044.0,125164.847,12027481647.3162
2024-12-03 00:00:00,95890.6,96375.0,93605.0,95913.3,206601.98,19688305230.3451,3444469.0,101902.052,9712617439.8724
2024-12-04 00:00:00,95913.3,99099.9,94650.8,98669.8,275949.205,26698552379.624,4179149.0,138709.043,13423074277.0678
2024-12-05 00:00:00,98669.8,104630.4,90200.0,97001.5,580277.391,58190879933.223,9642120.0,287805.322,28877723631.0459
2024-12-06 00:00:00,97001.6,101988.8,96429.5,99802.5,282369.608,27983159150.5382,4877066.0,138602.426,13738512102.0764
2024-12-07 00:00:00,99802.5,100499.0,98876.9,99899.2,95858.658,9559737335.7918,1929665.0,46690.787,4656621659.9006
2024-12-08 00:00:00,99899.2,101457.9,98709.4,101200.0,109755.676,10964662734.3106,2103094.0,54846.329,5480892590.5553
2024-12-09 00:00:00,101200.1,101300.0,94039.7,97349.1,326973.59,32095240187.1553,5773645.0,154603.214,15178921296.5938
2024-12-10 00:00:00,97349.1,98320.6,94265.5,96602.4,291490.744,28129042004.1955,5651800.0,145065.327,13999753767.7756
2024-12-11 00:00:00,96602.3,101880.0,95650.0,101115.3,221807.705,21990321141.7717,4229343.0,114251.792,11330912751.363
2024-12-12 00:00:00,101115.3,102538.4,99280.2,99982.4,215219.075,21703839602.3259,4129177.0,108312.625,10925625576.3129
2024-12-13 00:00:00,99982.3,101869.5,99149.6,101371.9,152437.318,15327839534.2343,3042727.0,76027.654,7643586373.4493
2024-12-14 00:00:00,101371.9,102638.0,100559.8,101381.0,107680.549,10931716374.3351,2229858.0,53113.631,5393209129.0734
2024-12-15 00:00:00,101381.0,105374.6,101200.1,104460.4,157733.916,16239310087.6506,3101360.0,84467.83,8698622472.8903
2024-12-16 00:00:00,104460.5,107777.0,103264.6,106023.2,274395.756,28967203114.5623,5278040.0,138944.346,14670105148.1117
2024-12-17 00:00:00,106023.2,108366.8,105252.0,106074.6,197773.912,21115019475.6999,4179052.0,99997.28,10677741430.496
2024-12-18 00:00:00,106074.6,106484.6,99951.1,100181.1,328581.935,33924249957.0183,6216898.0,155604.905,16069941921.9131
2024-12-19 00:00:00,100181.2,102756.7,95681.2,97434.4,372968.463,37081222303.6621,7425449.0,179453.917,17848001701.1341
2024-12-20 00:00:00,97434.3,98243.0,92272.6,97764.4,396188.795,37958727658.2742,7747092.0,192090.031,18404614563.6525
2024-12-21 00:00:00,97764.5,99485.0,96375.0,97261.8,161258.48,15758501543.9687,3335893.0,80347.265,7853653926.3129
2024-12-22 00:00:00,97261.7,97437.9,94200.0,95153.5,148114.735,14215963268.6506,3134938.0,70507.415,6767628913.8017
2024-12-23 00:00:00,95153.4,96499.0,92464.4,94861.1,247211.855,23352438472.944,5207668.0,121829.032,11510199532.1842
2024-12-24 00:00:00,94861.0,99450.0,93525.6,98627.2,211610.632,20467193731.4279,3920298.0,109376.056,10580880454.9762
2024-12-25 00:00:00,98626.9,99580.7,97570.0,99379.7,124696.892,12284101310.0662,2722825.0,62253.484,6133707303.6393
2024-12-26 00:00:00,99379.6,99950.0,95153.0,95751.0,194857.651,18828963496.91,3878316.0,95170.879,9195863626.7316
2024-12-27 00:00:00,95750.9,97564.5,93440.0,94258.9,206008.243,19664748484.4432,4086656.0,102046.139,9741715105.6671
2024-12-28 00:00:00,94258.9,95700.0,94100.0,95259.1,67991.349,6441586533.2291,1613529.0,35331.939,3347872125.4663
2024-12-29 00:00:00,95259.1,95300.0,92961.8,93700.0,95047.934,8949366966.5803,1990464.0,44931.737,4231864476.5938
2024-12-30 00:00:00,93699.9,95031.6,91510.0,92759.3,222343.593,20718759693.374,4401173.0,111061.003,10352744732.7416
2024-12-31 00:00:00,92759.3,96254.3,92000.0,93548.9,178648.116,16839152825.5285,3535447.0,91654.172,8640104348.4182
2025-01-01 00:00:00,93548.8,95161.2,92796.5,94580.9,91236.66,8572615379.7751,1804360.0,45712.481,4296719477.4609
2025-01-02 00:00:00,94580.9,97822.4,94357.4,96967.5,181645.495,17520373569.6746,3485887.0,91670.018,8844274083.0583
2025-01-03 00:00:00,96967.6,98949.0,96061.5,98145.7,125220.674,12191508268.3213,2447503.0,62635.65,6100956961.6788
2025-01-04 00:00:00,98145.7,98760.9,97438.2,98173.2,71914.634,7047067115.1575,1425236.0,34608.531,3391666127.7631
2025-01-05 00:00:00,98173.2,98852.6,97227.0,98340.2,74949.289,7346604757.8706,1416760.0,36787.547,3606330342.2336
2025-01-06 00:00:00,98340.2,102444.0,97872.6,102180.4,207493.329,20828553113.3948,3872847.0,106223.517,10662927605.4019
2025-01-07 00:00:00,102180.5,102762.1,96153.0,96920.3,258711.309,25560001123.228,4469033.0,124202.163,12272379694.8684
2025-01-08 00:00:00,96920.2,97242.2,92500.0,95014.1,262012.113,24890488875.3657,5034341.0,125746.041,11946830838.1646
2025-01-09 00:00:00,95014.0,95358.7,91055.8,92505.9,257760.902,23994411572.6975,4976061.0,122609.978,11417561891.8993
2025-01-10 00:00:00,92506.0,95882.5,92173.6,94675.5,261942.954,24636484066.7169,4889944.0,131544.773,12376535032.8515
2025-01-11 00:00:00,94675.6,94988.0,93802.1,94562.5,64661.763,6101597708.5398,1369972.0,31163.719,2940960226.6583
2025-01-12 00:00:00,94562.4,95444.0,93661.1,94499.9,77298.133,7302019629.8369,1571748.0,38243.259,3613115317.8144
