open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,成交笔数,主动买入量,主动买入额,MA8,MA21,MA55,MA20,MA50,MA_LONG,MACD,MACD_Signal,MACD_Hist,RSI,RSI_Secondary,RSI_Long,BB_Upper,BB_Middle,BB_Lower,BB_Long_Upper,BB_Long_Middle,BB_Long_Lower,Stoch_SlowK,Stoch_SlowD,OBV,ATR,ATR_Long,ATR_Ratio,ADX,Fib_Ret_0.000,Fib_Ret_0.236,Fib_Ret_0.382,Fib_Ret_0.500,Fib_Ret_0.618,Fib_Ret_0.786,Fib_Ret_1.000,Fib_Ext_1.272,Fib_Ext_1.414,Fib_Ext_1.618,Fib_Ext_2.000,Fib_Ext_2.618,Fib_Trend,Fib_High,Fib_Low,Fib_Signal,Fib_Support_Level,Fib_Resistance_Level,Fib_Price_Position,计算时间,MA_Signal,MACD_Signal_Analysis,RSI_Signal,BB_Width,BB_Squeeze,BB_Signal,Stoch_Signal,综合信号
2025-07-17 19:30:00,119650.0,119678.0,119446.1,119489.4,1003.172,119955579.1191,20493.0,393.6,47065592.0821,119542.79999999999,118999.96190476189,118551.60000000003,119542.79999999999,118999.96190476189,118551.60000000003,264.57630642611184,301.0562950979452,-36.47998867183338,58.52858041495638,59.819651879820135,58.54744934110872,120045.1273140391,119262.26666666665,118479.4060192942,119842.57350770169,118703.04666666665,117563.5198256316,73.38849779355232,83.39679110186849,-1284.8460000000005,320.55481661623014,339.50602352862995,0.9441800569090589,35.62683128145271,118293.6,118920.8644,119308.91780000001,119622.55,119936.1822,120382.7094,120951.5,121674.4488,122051.8706,122594.08219999999,123609.4,125251.98219999998,neutral,120951.5,118293.6,neutral,,,,2025-07-20 13:27:57,金叉,看跌,看涨区域,0.013128387867396736,False,中轨附近,看跌交叉,中性
2025-07-17 19:45:00,119489.4,119490.0,118800.0,118948.8,2783.899,331597204.7622,53843.0,1208.359,143912724.5648,119504.48749999999,119018.97619047617,118560.2872727273,119504.48749999999,119018.97619047617,118560.2872727273,111.05138889305817,237.7213263629829,-126.66993746992472,39.90479155414738,49.693713083517224,51.65458562862476,120001.85042644446,119295.47499999998,118589.09957355549,119816.26417337066,118752.50666666664,117688.74915996262,46.571083179510424,68.95196535220727,-4068.7450000000003,366.73546453920136,356.1962128844095,1.0295883315812007,33.76504712842544,118293.6,118920.8644,119308.91780000001,119622.55,119936.1822,120382.7094,120951.5,117570.65120000001,117193.22940000001,116651.01780000002,115635.70000000001,113993.11780000002,downtrend,120951.5,118293.6,neutral,117570.65120000001,119308.91780000001,0.24651040294969656,2025-07-20 13:27:57,金叉,看跌,看跌区域,0.011842451299087196,False,中轨附近,看跌交叉,中性
2025-07-17 20:00:00,118948.8,118999.1,118343.2,118761.2,3715.503,440735961.4462,68358.0,1787.653,212032731.3772,119448.86249999999,119019.37142857142,118562.67090909094,119448.86249999999,119019.37142857142,118562.67090909094,-17.698630120736198,152.58134086840988,-170.27997098914608,35.350701006026675,46.737098977701194,49.52985039328162,120014.45961815385,119283.58333333331,118552.70704851278,119810.22303344899,118778.73333333332,117747.24363321766,28.251527444037134,49.40370280569997,-7784.2480000000005,402.88103147180226,370.4678217946761,1.0874926451644442,34.412517343237674,118293.6,118920.8644,119308.91780000001,119622.55,119936.1822,120382.7094,120951.5,117570.65120000001,117193.22940000001,116651.01780000002,115635.70000000001,113993.11780000002,downtrend,120951.5,118293.6,neutral,117570.65120000001,119308.91780000001,0.17592836449828522,2025-07-20 13:27:57,金叉,看跌,看跌区域,0.01225443207516883,False,中轨附近,看跌交叉,中性
2025-07-17 20:15:00,118761.2,119119.3,118586.4,119003.6,1764.499,209784209.4174,46845.0,842.206,100131769.7609,119363.38749999998,119047.0,118573.50363636368,119363.38749999998,119047.0,118573.50363636368,-44.255849075256265,86.96894422052117,-131.22479329577743,44.84024818502015,50.809572402560036,52.197539816918294,119987.17417785511,119309.35833333332,118631.54248881154,119803.06573291324,118817.07666666666,117831.08760042008,28.000724440369947,34.27444502130585,-6019.749000000001,419.1334025378281,378.2026874235015,1.1082242841614012,33.85658150120413,118293.6,118920.8644,119308.91780000001,119622.55,119936.1822,120382.7094,120951.5,117570.65120000001,117193.22940000001,116651.01780000002,115635.70000000001,113993.11780000002,downtrend,120951.5,118293.6,neutral,117570.65120000001,119308.91780000001,0.2671281839045869,2025-07-20 13:27:57,金叉,看跌,看跌区域,0.011362324866890396,False,中轨附近,看跌交叉,中性
2025-07-17 20:30:00,119003.7,119390.0,118999.7,119221.4,1263.463,150585295.5005,37132.0,636.321,75832434.2151,119306.94999999998,119080.93333333333,118587.72363636368,119306.94999999998,119080.93333333333,118587.72363636368,-15.838267093306058,52.69987378257876,-68.53814087588482,52.19586626278869,54.198215167677645,54.468089988108716,119938.84772828915,119356.44999999997,118774.05227171078,119800.67108341973,118863.30333333332,117925.9355832469,42.46370206393632,32.90531798278115,-4756.286000000001,415.5292272205999,378.7787499271445,1.0970235983421037,31.053222934363195,118343.2,118958.7588,119339.57059999999,119647.35,119955.1294,120393.3238,120951.5,117633.7424,117263.36379999999,116731.27059999999,115734.9,114122.97059999999,downtrend,120951.5,118343.2,neutral,117633.7424,119339.57059999999,0.33669439865046047,2025-07-20 13:27:57,金叉,看跌,看涨区域,0.009758965322597759,False,中轨附近,看涨交叉,中性
2025-07-17 20:45:00,119221.5,119440.8,119076.9,119428.8,1290.628,153890906.6932,24069.0,834.056,99466557.6113,119287.73749999999,119097.1857142857,118613.00000000004,119287.73749999999,119097.1857142857,118613.00000000004,40.65931628178805,48.686354615648526,-8.027038333860474,58.36412064240937,57.22037691005194,56.53245342370771,119951.56371933252,119370.90833333331,118790.2529473341,119810.33330509155,118914.59999999999,118018.86669490843,57.186425024177616,42.55028384282797,-3465.6580000000013,409.07557381802604,378.0702380258523,1.0820094592847946,28.186887333622856,118343.2,118958.7588,119339.57059999999,119647.35,119955.1294,120393.3238,120951.5,121660.9576,122031.3362,122563.42940000001,123559.8,125171.72940000001,neutral,120951.5,118343.2,neutral,,,,2025-07-20 13:27:57,金叉,看跌,看涨区域,0.009728591230583268,False,中轨附近,看涨交叉,中性
2025-07-17 21:00:00,119428.8,120145.9,119410.5,120094.9,7680.755,920671158.8055,101639.0,4863.913,583023715.1646,119324.7625,119155.27619047619,118652.77272727278,119324.7625,119155.27619047619,118652.77272727278,197.88368219698896,98.418797142762,99.46488505422695,71.93355408610176,65.16936816265262,62.29701180685827,120118.4575209686,119444.96666666663,118771.47581236466,119865.31337326598,118996.52666666664,118127.73996006731,75.24419812825023,58.298108405454734,4215.096999999999,449.86612709077207,395.0859409770019,1.138653848269835,27.974424683696395,120951.5,120335.9412,119955.1294,119647.35,119339.57059999999,118901.3762,118343.2,121660.9576,122031.3362,122563.42940000001,123559.8,125171.72940000001,uptrend,120951.5,118343.2,fib_golden_zone,119955.1294,121660.9576,0.671586857340028,2025-07-20 13:27:57,金叉,看涨,强卖出,0.011277006860933227,False,强势上轨区域,看涨交叉,看涨
2025-07-17 21:15:00,120095.0,120951.5,120094.9,120900.1,9396.811,1132973457.3458,135197.0,5387.874,649576140.8754,119481.025,119262.10476190475,118695.84727272732,119481.025,119262.10476190475,118695.84727272732,431.67457309152815,209.5040557923507,222.17051729917745,80.77148833137083,71.9536065930993,67.72908726816523,120534.12067243774,119546.02499999998,118557.92932756222,120115.37118227141,119084.47666666664,118053.58215106187,88.86125348878632,73.76395888040473,13611.908,500.7078612044263,417.06280093047826,1.2005574702115214,30.497147812933434,120951.5,120335.9412,119955.1294,119647.35,119339.57059999999,118901.3762,118343.2,121660.9576,122031.3362,122563.42940000001,123559.8,125171.72940000001,uptrend,120951.5,118343.2,neutral,119955.1294,121660.9576,0.9802936778744799,2025-07-20 13:27:57,金叉,看涨,极度超买,0.016530799287349976,False,突破上轨,看涨交叉,看涨
2025-07-17 21:30:00,120900.0,120930.8,120033.4,120615.2,6634.727,799413179.062,103619.0,3390.875,408584751.2575,119621.74999999999,119360.42857142857,118738.05272727276,119621.74999999999,119360.42857142857,118738.05272727276,490.4467691697646,303.15162691815533,187.29514225160926,71.48003643123879,66.98227203496148,64.28798320751604,120747.33888750726,119624.54999999999,118501.76111249272,120277.51003390709,119156.26666666665,118035.0232994262,94.10227419374802,86.06924193692818,6977.181,550.2943785538741,439.9360008861702,1.2508509816096143,32.240201208450145,120951.5,120335.9412,119955.1294,119647.35,119339.57059999999,118901.3762,118343.2,121660.9576,122031.3362,122563.42940000001,123559.8,125171.72940000001,uptrend,120951.5,118343.2,neutral,119955.1294,121660.9576,0.8710654449258127,2025-07-20 13:27:57,金叉,看涨,强卖出,0.018771880646694473,False,强势上轨区域,超买交叉,看涨
2025-07-17 21:45:00,120615.2,120752.1,120177.0,120254.8,1405.184,169276061.7364,34376.0,573.659,69113611.4525,119784.99999999999,119446.47619047618,118776.95090909094,119784.99999999999,119446.47619047618,118776.95090909094,432.0286541111418,346.11063598248415,85.91801812865765,61.105985559794675,61.22003628217241,60.22380794867183,120845.58822914434,119680.575,118515.56177085565,120372.90350405782,119207.59999999999,118042.29649594217,85.22612801904042,89.39655190052491,5571.996999999999,553.3950812346407,446.3723817963529,1.2397610242094108,33.76537292952727,120951.5,120335.9412,119955.1294,119647.35,119339.57059999999,118901.3762,118343.2,121660.9576,122031.3362,122563.42940000001,123559.8,125171.72940000001,uptrend,120951.5,118343.2,fib_golden_zone,119955.1294,121660.9576,0.7328911551585338,2025-07-20 13:27:57,金叉,看涨,看涨区域,0.01946871042597087,False,中轨附近,超买交叉,强烈看涨
2025-07-17 22:00:00,120254.8,120450.0,120112.5,120432.4,1729.164,207934585.8643,37409.0,864.744,103993406.7928,119993.9,119536.1,118816.88181818185,119993.9,119536.1,118816.88181818185,411.902652453311,368.04130813942646,43.86134431388456,64.10133105547604,62.91317919274228,61.48370373341039,120956.9306132191,119733.38333333332,118509.83605344754,120478.8373257474,119270.36333333331,118061.88934091922,77.01768452285886,85.4486955785491,7301.160999999999,526.4081960803105,441.1879826631932,1.193160776734427,34.50038116406704,120951.5,120335.9412,119955.1294,119647.35,119339.57059999999,118901.3762,118343.2,121660.9576,122031.3362,122563.42940000001,123559.8,125171.72940000001,uptrend,120951.5,118343.2,neutral,119955.1294,121660.9576,0.8009814821914637,2025-07-20 13:27:57,金叉,看涨,看涨区域,0.020437863623705855,False,强势上轨区域,看跌交叉,超强看涨
2025-07-17 22:15:00,120432.4,120706.1,120041.7,120077.6,2029.247,244176927.2964,39042.0,821.494,98855070.8651,120128.15,119591.99047619049,118847.76727272729,120128.15,119591.99047619049,118847.76727272729,313.20671567486716,349.76311065124,-36.55639497637287,54.34643489009582,57.5110740865379,57.653126429644374,121003.14297159288,119769.01666666666,118534.89036174044,120537.44648076911,119314.51999999999,118091.59351923087,65.77618797145377,76.00666683778435,5271.913999999999,543.6571715702728,451.81712634589866,1.2032681805737129,36.13140327040297,120951.5,120335.9412,119955.1294,119647.35,119339.57059999999,118901.3762,118343.2,121660.9576,122031.3362,122563.42940000001,123559.8,125171.72940000001,uptrend,120951.5,118343.2,fib_golden_zone,119955.1294,121660.9576,0.6649541847180181,2025-07-20 13:27:57,金叉,看跌,看涨区域,0.020608440133744434,False,中轨附近,看跌交叉,中性
2025-07-17 22:30:00,120077.6,120272.5,120077.4,120162.0,940.763,113055057.3116,20694.0,530.189,63716302.1824,120245.72499999999,119661.88095238098,118881.37454545457,120245.72499999999,119661.88095238098,118881.37454545457,257.97062248362636,319.1656145953688,-61.194992111742465,56.19643063346804,58.4255894732311,58.30201101117066,121063.40287215276,119825.06666666667,118586.73046118057,120587.57543565641,119372.47333333333,118157.37123101024,58.51770884350679,67.1038604459398,6212.676999999999,500.0875251239894,439.59250128180855,1.1376161414623391,37.558547613446905,120951.5,120335.9412,119955.1294,119647.35,119339.57059999999,118901.3762,118343.2,121660.9576,122031.3362,122563.42940000001,123559.8,125171.72940000001,uptrend,120951.5,118343.2,fib_golden_zone,119955.1294,121660.9576,0.6973124257179009,2025-07-20 13:27:57,金叉,看跌,看涨区域,0.020669067665631872,False,中轨附近,看跌交叉,中性
2025-07-17 22:45:00,120162.1,120336.4,119451.3,119767.8,3249.944,389367099.7022,59489.0,1398.856,167510357.822,120288.09999999999,119714.80952380954,118903.69818181821,120288.09999999999,119714.80952380954,118903.69818181821,139.037111017984,259.1227800695739,-120.08566905158989,46.0321191913339,52.71823338687183,54.22703170666057,121038.7214899989,119893.31666666667,118747.91184333443,120600.64605061569,119414.43999999999,118228.23394938429,41.08209209111495,55.1253296353585,2962.732999999999,548.2140844834896,460.8071440779125,1.1896822597672194,33.36932862756777,118343.2,118958.7588,119339.57059999999,119647.35,119955.1294,120393.3238,120951.5,121660.9576,122031.3362,122563.42940000001,123559.8,125171.72940000001,neutral,120951.5,118343.2,neutral,,,,2025-07-20 13:27:57,金叉,看跌,看跌区域,0.01910706710227644,False,中轨附近,看跌交叉,中性
2025-07-17 23:00:00,119767.8,119878.4,119569.8,119711.0,1406.856,168466959.3504,37798.0,757.487,90709355.4548,120240.11249999999,119736.50952380955,118914.19818181821,120240.11249999999,119736.50952380955,118914.19818181821,53.635242036762065,190.6269340586366,-136.99169202187454,44.67380365437042,51.93105098294737,53.65960424238542,120949.48935719299,119972.46666666667,118995.44397614036,120619.9762856293,119435.22333333333,118250.47038103736,29.139149625560652,42.9129835200608,1555.8769999999988,518.2623239230523,453.5591848361067,1.142656440989782,29.70376201492352,118343.2,118958.7588,119339.57059999999,119647.35,119955.1294,120393.3238,120951.5,121660.9576,122031.3362,122563.42940000001,123559.8,125171.72940000001,neutral,120951.5,118343.2,neutral,,,,2025-07-20 13:27:57,金叉,看跌,看跌区域,0.01628744857336119,False,中轨附近,看跌交叉,中性
2025-07-17 23:15:00,119711.1,119883.3,119428.4,119608.0,1998.507,239022699.2086,49277.0,1038.629,124228503.4236,120078.59999999999,119755.64285714288,118925.64000000001,120078.59999999999,119755.64285714288,118925.64000000001,-17.338932716171257,121.30497846703399,-138.64391118320526,42.048805280259685,50.45964574146423,52.61138425493732,120876.51366121722,120022.83333333333,119169.15300544944,120630.5680594087,119459.65666666666,118288.74527392462,17.406147831008486,29.209129849228024,-442.63000000000125,510.3420334326719,453.62303317724485,1.125035538557552,26.525815022872187,118343.2,118958.7588,119339.57059999999,119647.35,119955.1294,120393.3238,120951.5,121660.9576,122031.3362,122563.42940000001,123559.8,125171.72940000001,neutral,120951.5,118343.2,neutral,,,,2025-07-20 13:27:57,金叉,看跌,看跌区域,0.014225298706505442,False,中轨附近,看跌交叉,中性
2025-07-17 23:30:00,119608.0,119665.6,119250.0,119360.1,1084.68,129573029.3019,29150.0,391.019,46720480.3553,119921.7125,119740.05714285717,118936.57636363638,119921.7125,119740.05714285717,118936.57636363638,-104.2889881599258,46.106989591380724,-150.39597775130653,36.09365103777846,47.00744664891279,50.136322455054106,120855.06558283679,120034.39166666668,119213.71775049657,120623.58169838357,119483.10333333332,118342.62496828307,12.894183439492492,19.813160298687205,-1527.3100000000013,498.4992792535886,451.81241254975725,1.1033324127603286,24.982746027189705,118343.2,118958.7588,119339.57059999999,119647.35,119955.1294,120393.3238,120951.5,117633.7424,117263.36379999999,116731.27059999999,115734.9,114122.97059999999,downtrend,120951.5,118343.2,fib_382_reject,119339.57059999999,119647.35,0.389870797070892,2025-07-20 13:27:57,金叉,看跌,看跌区域,0.013673979678242685,False,弱势下轨区域,超卖交叉,中性
2025-07-17 23:45:00,119360.1,119470.5,119155.0,119176.6,1416.664,168986037.4907,27257.0,559.551,66750489.5391,119786.93749999999,119716.42380952385,118946.78181818183,119786.93749999999,119716.42380952385,118946.78181818183,-183.96097278685193,-30.582331201363488,-153.37864158548842,32.16027523332981,44.57635986225533,48.367796404816104,120891.85220088615,120013.37500000001,119134.89779911388,120606.46122201483,119503.97666666665,118401.49211131848,7.507294331800085,12.602541867433684,-2943.974000000001,475.62436934689003,445.32134528548306,1.068047544502904,24.26786271010331,118343.2,118958.7588,119339.57059999999,119647.35,119955.1294,120393.3238,120951.5,117633.7424,117263.36379999999,116731.27059999999,115734.9,114122.97059999999,downtrend,120951.5,118343.2,neutral,117633.7424,119339.57059999999,0.3195184602998151,2025-07-20 13:27:57,金叉,看跌,强买入,0.014639654969892025,False,弱势下轨区域,超卖交叉,中性
2025-07-18 00:00:00,119176.5,119370.0,119003.8,119037.6,1206.858,143806645.2068,36408.0,494.467,58930601.9007,119612.58749999998,119690.47619047624,118955.64363636365,119612.58749999998,119690.47619047624,118955.64363636365,-247.20396529808932,-102.78954256693875,-144.41442273115058,29.335086170009006,42.771865982288574,47.04781895363568,120926.19236829769,119925.2666666667,118924.34096503572,120580.6303624717,119523.63666666667,118466.64297086165,3.83008300102178,8.077186924104781,-4150.832000000001,461.9463231785284,441.5536621766504,1.0461838792171982,24.623762444898908,118586.4,119144.5636,119489.8682,119768.95,120048.0318,120445.3686,120951.5,117943.0928,117607.24859999999,117124.76819999999,116221.29999999999,114759.66819999999,downtrend,120951.5,118586.4,neutral,117943.0928,119489.8682,0.19077417445351594,2025-07-20 13:27:57,死叉,看跌,强买入,0.016692490739471395,False,弱势下轨区域,超卖交叉,看跌
2025-07-18 00:15:00,119037.6,119592.1,119037.5,119482.0,1339.373,159849041.0341,33752.0,937.08,111829106.7435,119538.13749999998,119675.39523809527,118977.53636363636,119538.13749999998,119675.39523809527,118977.53636363636,-186.92358171890373,-130.83422228426042,-56.08935943464331,46.775155299879216,49.77248492404816,51.4918161340094,120674.890389109,119807.09166666669,118939.29294422438,120560.66568318228,119554.69333333334,118548.72098348441,13.27123058033945,8.202869304387102,-2811.459000000001,473.5280327812131,446.9368211206197,1.0594965784960844,22.70520991329958,118999.7,119460.3248,119745.2876,119975.6,120205.9124,120533.8148,120951.5,118468.8104,118191.65479999999,117793.4876,117047.9,115841.68759999999,downtrend,120951.5,118999.7,neutral,118468.8104,119745.2876,0.24710523619223393,2025-07-20 13:27:57,死叉,看跌,看跌区域,0.014486600256631644,False,中轨附近,超卖交叉,强烈看跌
2025-07-18 00:30:00,119481.9,119749.8,119478.0,119731.5,1541.23,184361445.9898,36847.0,905.387,108298422.0264,119484.32499999998,119679.27619047623,119002.99636363635,119484.32499999998,119679.27619047623,119002.99636363635,-96.0527157822653,-119.24038678359538,23.187671001330088,54.181861212749915,53.23156691285735,53.778568374968785,120482.26643310775,119733.45000000003,118984.6335668923,120565.71751344892,119582.28000000001,118598.8424865511,40.387108304678385,19.162807295346536,-1270.2290000000012,448.31202868356183,438.5969724958284,1.0221503038027144,20.104195588246704,119003.8,119463.4572,119747.8214,119977.65,120207.4786,120534.6922,120951.5,118474.02560000001,118197.4522,117800.1214,117056.1,115852.4214,downtrend,120951.5,119003.8,fib_382_reject,118474.02560000001,119747.8214,0.3736201673769052,2025-07-20 13:27:57,死叉,看涨,看涨区域,0.012508057407645526,False,中轨附近,看涨交叉,中性
2025-07-18 00:45:00,119731.5,119785.1,119500.0,119735.8,1345.464,161002862.5786,32194.0,601.597,71994156.4322,119480.32499999998,119691.00952380955,119030.50181818182,119480.32499999998,119691.00952380955,119030.50181818182,-38.733520209789276,-92.40476459232669,53.67124438253741,54.30970492009709,53.29127041505486,53.81796548492023,120383.94299779777,119690.20000000003,118996.45700220228,120555.4159828842,119616.99666666667,118678.57735044915,67.28467911472957,40.31433933324913,75.23499999999876,427.9105250981173,431.28759285317017,0.9921698008219714,18.14087243015041,119003.8,119463.4572,119747.8214,119977.65,120207.4786,120534.6922,120951.5,118474.02560000001,118197.4522,117800.1214,117056.1,115852.4214,downtrend,120951.5,119003.8,fib_382_reject,118474.02560000001,119747.8214,0.3758278995738569,2025-07-20 13:27:57,死叉,看涨,看涨区域,0.011592310778956744,True,中轨附近,看涨交叉,中性
2025-07-18 01:00:00,119735.9,120485.8,119636.0,120259.7,3385.753,406545933.5908,63020.0,2195.145,263588787.9157,119548.91249999998,119753.43333333338,119068.71636363635,119548.91249999998,119753.43333333338,119068.71636363635,95.6552353654115,-29.718097939747295,125.3733333051588,67.28496420633704,59.99248058234383,58.358590476482,120323.45408423342,119675.80833333336,119028.1625824333,120573.94186032268,119670.44333333336,118766.94480634404,83.57096349421508,63.747583637874335,3460.987999999999,480.646709460853,451.21675509825747,1.0652235406377737,20.801277275847998,120951.5,120491.8428,120207.4786,119977.65,119747.8214,119420.6078,119003.8,121481.2744,121757.8478,122155.1786,122899.2,124102.8786,uptrend,120951.5,119003.8,fib_golden_zone,120207.4786,121481.2744,0.6448118293371649,2025-07-20 13:27:57,死叉,看涨,强卖出,0.010823336143193979,True,中轨附近,看涨交叉,中性
2025-07-18 01:15:00,120259.7,120441.9,120010.4,120167.8,2252.317,270721034.1537,53524.0,858.758,103231402.8742,119618.88749999998,119820.41428571432,119105.49999999999,119618.88749999998,119820.41428571432,119105.49999999999,150.38903686717094,30.317613662558777,120.07142320461216,63.589319900863,58.40944719056043,57.32056162985293,120347.42526129875,119683.32500000003,119019.2247387013,120607.17901103731,119700.86000000003,118794.54098896275,82.17173577082002,77.67579279325489,1208.670999999999,474.5033707782464,450.2778619983404,1.0538012432421011,23.129131515833386,120930.8,120476.028,120194.686,119967.3,119739.914,119416.178,119003.8,121454.944,121728.57800000001,122121.686,122857.8,124048.686,uptrend,120930.8,119003.8,fib_618_bounce,119967.3,120194.686,0.6040477426050856,2025-07-20 13:27:57,死叉,看涨,看涨区域,0.01109762385526507,True,中轨附近,看涨交叉,中性
2025-07-18 01:30:00,120167.8,120799.0,120032.3,120374.5,3126.784,376693595.4901,62522.0,1827.287,220165493.3287,119745.68749999999,119885.69523809527,119149.23818181816,119745.68749999999,119885.69523809527,119149.23818181816,213.87554073164938,91.50358935225563,122.37195137939375,68.1760019285612,60.90801223040041,59.04111070371124,120413.16624591021,119701.03333333337,118988.90042075653,120655.81832897234,119739.80333333336,118823.78833769438,79.87990316357173,81.8742008095356,4335.454999999999,511.02794943096524,465.3455828555622,1.0981686906644224,26.650579309477138,120799.0,120375.3328,120113.2336,119901.4,119689.5664,119387.9728,119003.8,121287.2944,121542.2128,121908.4336,122594.2,123703.6336,uptrend,120799.0,119003.8,fib_golden_zone,120113.2336,121287.2944,0.7635360962566841,2025-07-20 13:27:57,死叉,看涨,强卖出,0.011898525731081218,True,强势上轨区域,看跌交叉,中性
2025-07-18 01:45:00,120374.5,120473.2,120250.0,120346.1,852.335,102569924.0567,26858.0,351.215,42265710.1294,119891.87499999999,119939.25238095241,119195.46727272724,119891.87499999999,119939.25238095241,119195.46727272724,234.5594695717591,139.1888827587568,95.37058681300232,66.82659227976035,60.371364245634815,58.69972010183857,120530.73313089139,119749.22500000003,118967.71686910868,120698.20286207664,119761.76000000002,118825.31713792341,76.39502600710809,79.48222164716661,3483.119999999999,475.0494557520942,453.814840814821,1.0467913629689733,29.731846128915418,120799.0,120375.3328,120113.2336,119901.4,119689.5664,119387.9728,119003.8,121287.2944,121542.2128,121908.4336,122594.2,123703.6336,uptrend,120799.0,119003.8,fib_golden_zone,120113.2336,121287.2944,0.7477161319073112,2025-07-20 13:27:57,死叉,看涨,强卖出,0.013052412337388408,False,中轨附近,看跌交叉,中性
2025-07-18 02:00:00,120346.1,120362.5,119911.2,120100.0,1565.526,188050224.5579,42009.0,657.504,78985032.5962,120024.67499999999,119971.21428571433,119243.37636363633,120024.67499999999,119971.21428571433,119243.37636363633,188.33316845315858,155.57031132355738,32.7628571296012,55.6840741698427,55.78459084162277,55.76580469075631,120581.7525106413,119781.6416666667,118981.53082269212,120718.21301307934,119775.99666666669,118833.78032025404,65.90936971883018,74.06143296316999,1917.593999999999,472.0807737830828,453.69508649030587,1.0405243253459167,28.731165511360018,120799.0,120375.3328,120113.2336,119901.4,119689.5664,119387.9728,119003.8,121287.2944,121542.2128,121908.4336,122594.2,123703.6336,uptrend,120799.0,119003.8,fib_618_bounce,119901.4,120113.2336,0.6106283422459887,2025-07-20 13:27:57,金叉,看涨,看涨区域,0.013359490366665188,False,中轨附近,看跌交叉,强烈看涨
2025-07-18 02:15:00,120100.0,120314.8,119862.0,120215.5,1185.485,142336093.1613,29954.0,707.035,84911148.4371,120116.36249999999,119976.9571428572,119284.1236363636,120116.36249999999,119976.9571428572,119284.1236363636,174.94989312571124,162.03017192427532,12.91972120143592,59.391466126020745,57.41967576364688,56.82912014878886,120653.58002694446,119832.2666666667,119010.95330638895,120747.43721762723,119797.0966666667,118846.75611570616,58.81844364653271,67.04094645749032,3103.078999999999,469.6706770601978,453.65246332410095,1.0353094384602801,27.377471779797137,120799.0,120375.3328,120113.2336,119901.4,119689.5664,119387.9728,119003.8,121287.2944,121542.2128,121908.4336,122594.2,123703.6336,uptrend,120799.0,119003.8,fib_golden_zone,120113.2336,121287.2944,0.6749665775401065,2025-07-20 13:27:57,金叉,看涨,看涨区域,0.013707716345921614,False,中轨附近,看跌交叉,强烈看涨
2025-07-18 02:30:00,120215.5,120400.0,120114.4,120272.7,875.167,105267706.4076,25247.0,508.291,61139059.2961,120184.01249999998,119947.080952381,119328.1127272727,120184.01249999998,119947.080952381,119328.1127272727,169.8665980278456,164.64231395879875,5.22428406904686,61.26381328542653,58.24323015863745,57.362090734233675,120713.29965212732,119908.3166666667,119103.33368120607,120775.5843070135,119812.8966666667,118850.20902631989,52.30423944106034,59.01068426880774,3978.2459999999987,446.66184242767383,445.64996507057265,1.0022705653234842,26.79379405015755,120846.1,120411.3172,120142.3414,119924.95000000001,119707.5586,119398.0522,119003.8,121347.2056,121608.8122,121984.64140000001,122688.40000000001,123826.94140000001,uptrend,120846.1,119003.8,fib_golden_zone,120142.3414,121347.2056,0.6887586169462043,2025-07-20 13:27:57,金叉,看涨,看涨区域,0.013426641418015979,False,中轨附近,看跌交叉,强烈看涨
2025-07-18 02:45:00,120272.7,120276.0,120053.2,120075.2,623.648,74929650.3591,20501.0,196.636,23624642.716,120226.43749999997,119921.36666666673,119368.85090909089,120226.43749999997,119921.36666666673,119368.85090909089,121.25392473250395,150.1795175500338,-28.92559281752986,51.66750079481343,54.33551527083714,54.90465657550521,120685.1887960611,119983.20000000001,119281.21120393892,120791.78837544087,119827.07000000004,118862.3516245592,44.193548527699704,51.77207720509758,3354.5979999999986,418.67911212421495,435.0380619719741,0.9623965090006009,25.57969815335223,119003.8,119438.5828,119707.5586,119924.95000000001,120142.3414,120451.8478,120846.1,121347.2056,121608.8122,121984.64140000001,122688.40000000001,123826.94140000001,neutral,120846.1,119003.8,neutral,,,,2025-07-20 13:27:57,金叉,看跌,看涨区域,0.011701451470890824,True,中轨附近,看跌交叉,中性
2025-07-18 03:00:00,120075.3,120149.9,119926.0,120084.6,973.775,116872746.8641,23276.0,435.093,52222365.2958,120204.54999999997,119913.26190476197,119408.75454545452,120204.54999999997,119913.26190476197,119408.75454545452,89.49173405267356,129.95025638424707,-40.458522331573505,52.08426085447505,54.49201387581809,55.00099728940291,120549.48723163533,120070.45000000001,119591.4127683647,120808.29164613746,119846.91000000005,118885.52835386264,33.75216146614776,43.41664981163593,4328.372999999999,394.33172310868736,424.98386854473694,0.9278745672370787,23.079800609960785,119003.8,119438.5828,119707.5586,119924.95000000001,120142.3414,120451.8478,120846.1,121347.2056,121608.8122,121984.64140000001,122688.40000000001,123826.94140000001,neutral,120846.1,119003.8,neutral,,,,2025-07-20 13:27:57,金叉,看跌,看涨区域,0.00797926936453252,True,中轨附近,看跌交叉,中性
