open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,成交笔数,主动买入量,主动买入额,MA20,MA50,MA_LONG,MACD,MACD_Signal,MACD_Hist,MACD_Long,MACD_Long_Signal,RSI,RSI_Long,BB_Upper,BB_Middle,BB_Lower,BB_Long_Upper,BB_Long_Middle,BB_Long_Lower,Stoch_SlowK,Stoch_SlowD,OBV,ATR,ATR_Long,ATR_Ratio,ADX,MA144
2025-06-05 08:00:00,104473.1,104880.0,104373.0,104772.7,10288.16,1076735900.0,218630.0,5410.911,566309440.0,105129.42,,,,,,,,50.30342,52.86877,106331.805,105129.42,103927.03,,,,23.805054,26.471184,40258.633,859.9347,,,19.61941,
2025-06-05 12:00:00,104772.7,105878.3,103825.0,104490.5,68596.82,7188311600.0,1082456.0,33593.766,3520008200.0,105086.625,,,,,,,,47.847504,51.235027,106315.7,105086.625,103857.55,,,,20.314678,22.506027,-28338.19,945.17505,,,19.619478,
2025-06-05 16:00:00,104490.5,104547.9,101500.0,101872.9,76338.48,7856618500.0,1241635.0,34444.72,3544499000.0,104980.27,,,-163.72978,220.20572,-383.93552,,,32.1622,39.382236,106795.44,104980.27,103165.1,,,,18.149117,20.756283,-104676.664,1095.3698,,,19.519367,
2025-06-05 20:00:00,101873.0,102163.9,100305.1,101458.6,63671.246,6439935500.0,1048698.0,30531.83,3088509200.0,104833.36,,,-390.35165,98.094246,-488.44592,,,30.460192,37.92419,107204.195,104833.36,102462.52,,,,15.965332,18.143042,-168347.9,1149.9004,,,20.296738,
2025-06-06 00:00:00,101458.7,102464.7,101003.4,102444.9,24397.812,2482944000.0,441280.0,12448.759,1267227600.0,104737.28,,,-484.77676,-18.479954,-466.2968,,,38.767788,43.18239,107322.1,104737.28,102152.47,,,,20.528885,18.214445,-143950.1,1172.1433,,,20.656967,
2025-06-06 04:00:00,102445.0,103424.5,102321.1,103096.8,28923.945,2976248800.0,441858.0,14056.889,1446413200.0,104601.41,,,-501.2286,-115.02968,-386.1989,,,43.566612,46.337032,107230.8,104601.41,101972.02,,,,34.607494,23.700571,-115026.16,1167.233,,,19.937681,
2025-06-06 08:00:00,103096.7,103953.9,103096.7,103866.0,24302.564,2517654500.0,401360.0,12138.33,1257460200.0,104522.27,,,-447.04553,-181.43285,-265.61267,,,48.677597,49.79084,107140.125,104522.27,101904.414,,,,49.4817,34.872692,-90723.59,1145.0878,,,18.753586,
2025-06-06 12:00:00,103865.9,105283.0,103471.4,105035.4,61774.11,6448969000.0,944279.0,31062.121,3243560700.0,104517.32,,,-306.2144,-206.38916,-99.82523,,,55.304905,54.468693,107130.9,104517.32,101903.74,,,,65.24611,49.778435,-28949.479,1192.6958,,,18.282568,
2025-06-06 16:00:00,105035.4,105240.0,104010.0,104176.9,25548.57,2673572000.0,483259.0,11537.136,1207294100.0,104464.16,,,-260.8713,-217.28558,-43.585724,,,50.181747,50.819,107059.96,104464.16,101868.36,,,,71.96835,62.232056,-54498.05,1195.3604,,,17.845194,
2025-06-06 20:00:00,104177.0,104574.9,104109.2,104240.0,9353.903,975714500.0,198189.0,5202.367,542664700.0,104348.35,,,-217.3396,-217.29639,-0.043210708,,,50.544376,51.072014,106760.69,104348.35,101936.02,,,,74.53964,70.5847,-45144.145,1143.2418,,,17.43906,
2025-06-07 00:00:00,104240.1,104856.0,103800.1,104822.4,15787.969,1648329200.0,300733.0,8429.993,880354700.0,104280.88,,,-134.2975,-200.69661,66.39912,,,53.881176,53.395588,106557.086,104280.88,102004.68,,,,73.7099,73.40597,-29356.178,1137.003,,,16.72713,
2025-06-07 04:00:00,104822.4,105293.0,104591.9,104813.6,13412.441,1407220000.0,255282.0,6951.083,729436350.0,104255.06,,,-68.407555,-174.2388,105.831245,,,53.822083,53.355385,106494.484,104255.06,102015.64,,,,77.518005,75.255844,-42768.617,1105.8672,,,16.461428,
2025-06-07 08:00:00,104813.7,105222.0,104632.0,105094.5,10912.449,1145449100.0,213316.0,5818.331,610794700.0,104236.04,,,6.4031672,-138.11041,144.51358,,,55.49973,54.503433,106439.875,104236.04,102032.2,,,,82.62877,77.952225,-31856.17,1069.0195,,,16.2147,
2025-06-07 12:00:00,105094.5,105758.8,105094.4,105507.9,19660.879,2073433500.0,358191.0,10783.993,1137407900.0,104248.42,,,97.920364,-90.90425,188.82462,,,57.922535,56.17042,106477.78,104248.42,102019.07,,,,86.72875,82.29184,-12195.29,1040.1182,,,16.473574,
2025-06-07 16:00:00,105507.9,105850.0,105222.6,105694.2,13309.422,1405280000.0,237967.0,7080.013,747652400.0,104280.93,,,183.36751,-36.0499,219.4174,,,59.00573,56.917366,106573.8,104280.93,101988.06,,,,91.99562,87.117714,1114.132,1010.63824,,,16.795061,
2025-06-07 20:00:00,105694.1,105878.3,105482.7,105507.5,6750.013,713619650.0,145354.0,3140.046,331993660.0,104293.57,,,233.33017,17.826115,215.50406,102.47696,-33.958557,57.41071,55.914673,106610.43,104293.57,101976.71,,,,94.465775,91.063385,-5635.881,966.707,,,17.12018,
2025-06-08 00:00:00,105507.5,105760.5,105347.0,105436.4,8070.07,851205600.0,158547.0,3938.471,415442750.0,104321.87,,,264.1439,67.08967,197.05421,127.44167,-1.6785097,56.781223,55.523552,106679.69,104321.87,101964.055,,,,94.03813,93.49985,-13705.951,927.1922,,,17.216211,
2025-06-08 04:00:00,105436.5,105617.2,105358.2,105380.4,5648.935,595752450.0,117456.0,2985.581,314881920.0,104358.8,,,280.80826,109.83338,170.97487,145.3493,27.727053,56.258007,55.2042,106758.27,104358.8,101959.33,,,,91.734726,93.41288,-19354.887,879.4642,,,17.305384,
2025-06-08 08:00:00,105380.5,105666.6,104927.4,105619.2,15763.69,1659862400.0,282336.0,7971.629,839439740.0,104390.19,104694.266,,309.71387,149.80948,159.90439,171.87358,56.55636,58.03386,56.32886,106837.89,104390.19,101942.49,,,,91.52454,92.432465,-3591.196,869.4453,,,16.707739,
2025-06-08 12:00:00,105619.2,106200.0,105450.0,105917.5,19486.973,2060724500.0,345100.0,9870.529,1044056450.0,104462.414,104738.61,,352.62723,190.37303,162.2542,208.60747,86.966576,60.20714,57.721107,106999.25,104462.414,101925.586,,,,91.13314,91.464134,15895.776,860.9135,960.286,0.8965178,16.782677,
2025-06-08 16:00:00,105917.6,106300.0,105888.5,106242.6,13202.73,1401587700.0,233170.0,7258.606,770630400.0,104535.91,104794.24,,408.16415,233.93124,174.2329,255.2269,120.618645,62.487194,59.20922,107187.04,104535.91,101884.78,,,,93.86123,92.17297,29098.506,828.8125,949.3103,0.8730681,16.964918,
2025-06-08 20:00:00,106242.6,106482.6,105511.0,105676.5,12932.707,1369880600.0,261116.0,6721.058,712091400.0,104595.21,104817.83,,401.86557,267.51813,134.34746,265.50537,149.596,56.42446,55.629234,107292.28,104595.21,101898.14,,,,86.2724,90.42226,16165.799,839.0116,949.7561,0.883397,16.517664,
2025-06-09 00:00:00,105676.5,105929.8,105253.2,105617.0,12640.84,1334426900.0,286145.0,6644.148,701441300.0,104782.414,104837.09,,387.60468,291.53543,96.06926,269.99097,173.67499,55.811535,55.260494,107203.29,104782.414,102361.55,,,,78.55067,86.228096,3524.959,827.41077,944.29297,0.87622255,15.703004,
2025-06-09 04:00:00,105617.0,105685.7,105265.0,105516.7,8731.33,920920640.0,180240.0,4673.568,492962100.0,104985.32,104856.53,,364.01334,306.031,57.98233,267.46118,192.43222,54.732204,54.61967,106881.164,104985.32,103089.48,,,,67.2246,77.34922,-5206.371,798.36005,933.8211,0.8549389,14.946532,
2025-06-09 08:00:00,105516.7,107774.8,105429.2,107707.9,49256.42,5265295000.0,769063.0,28053.385,2998523400.0,105248.47,104923.96,,516.1784,348.0605,168.11789,373.5209,228.64995,68.887764,64.154785,107121.695,105248.47,103375.25,,,,76.540764,74.10535,44050.05,908.87714,962.0567,0.9447231,16.42564,
2025-06-09 12:00:00,107707.8,107985.0,106800.3,107564.3,43730.984,4702663000.0,714522.0,20803.596,2237506300.0,105471.84,104990.625,,618.05835,402.06006,215.99829,455.15436,273.95084,67.40027,63.240433,107330.89,105471.84,103612.8,,,,83.11457,75.62665,319.066,928.5788,966.5095,0.96075493,17.953997,
2025-06-09 16:00:00,107564.3,108791.8,107563.4,108515.1,31629.447,3423205600.0,549596.0,16876.986,1826910100.0,105704.3,105080.17,,766.68274,474.9846,291.69815,570.2152,333.2037,71.74991,66.554405,107843.56,105704.3,103565.04,,,,92.730316,84.12855,31948.514,949.99457,971.7474,0.9776148,19.916225,
2025-06-09 20:00:00,108515.1,110653.6,108383.0,110227.9,46967.39,5153878000.0,706636.0,26591.201,2917586000.0,105963.92,105191.445,,1011.0228,582.19226,428.8306,751.3811,416.8392,77.55874,71.42681,108846.62,105963.92,103081.23,,,,90.95285,88.93258,78915.9,1044.3236,997.7244,1.0467055,22.646772,
2025-06-10 00:00:00,110228.0,110280.0,109340.0,109525.8,20879.389,2291430400.0,370604.0,9571.004,1050461400.0,106231.37,105280.46,,1134.9277,692.7394,442.18845,867.4161,506.95456,71.10453,67.21241,109381.375,106231.37,103081.37,,,,88.57003,90.75106,58036.51,1036.8718,996.5699,1.0404407,25.182278,
2025-06-10 04:00:00,109525.9,109690.8,109041.1,109178.0,17640.424,1928940300.0,330655.0,9019.86,986316540.0,106478.27,105352.35,,1191.3259,792.45667,398.86926,944.8989,594.54346,68.08207,65.21109,109737.43,106478.27,103219.11,,,,82.36701,87.29663,40396.09,1009.21674,989.6325,1.0197893,27.066904,
2025-06-10 08:00:00,109178.1,109800.0,109010.2,109498.1,22098.84,2418273300.0,375383.0,11181.687,1223668400.0,106712.055,105446.68,,1247.4712,883.4596,364.01163,1022.42725,680.1202,69.372444,66.184135,110129.51,106712.055,103294.6,,,,78.118706,83.018585,62494.93,993.5441,985.63586,1.0080235,28.872608,
2025-06-10 12:00:00,109498.0,109852.9,108282.0,108975.3,44120.926,4808446000.0,784444.0,21775.926,2373064400.0,106920.14,105519.26,,1235.5386,953.87537,281.66324,1057.4618,755.5885,64.76701,63.15487,110356.625,106920.14,103483.66,,,,74.91414,78.46662,18374.002,1034.7838,997.3411,1.0375425,29.421616,
2025-06-10 16:00:00,108975.2,110367.2,108467.5,109460.0,29872.957,3268602600.0,545653.0,15227.123,1666256500.0,107138.414,105628.45,,1250.775,1013.2553,237.51971,1106.364,825.74365,66.95721,64.72653,110637.33,107138.414,103639.5,,,,76.136536,76.38979,48246.96,1096.5636,1015.3883,1.079945,30.262493,
2025-06-10 20:00:00,109460.1,110265.5,109189.0,110235.4,17604.436,1931962100.0,374614.0,8892.424,975992200.0,107374.79,105745.23,,1310.3138,1072.667,237.6468,1181.4137,896.8776,70.15361,67.08492,111036.14,107374.79,103713.445,,,,80.28164,77.11077,65851.4,1095.1305,1016.61053,1.0772369,31.04331,
2025-06-11 00:00:00,110235.4,110247.0,109500.0,109664.1,12285.286,1348645000.0,277386.0,5815.356,638327550.0,107573.28,105851.18,,1296.4548,1117.4246,179.03029,1211.109,959.72394,65.152794,63.78565,111278.84,107573.28,103867.73,,,,83.94378,80.12065,53566.11,1070.2639,1011.2183,1.0583906,31.768353,
2025-06-11 04:00:00,109664.1,109715.4,109322.0,109396.9,9255.542,1013623500.0,207933.0,4456.35,488018050.0,107767.76,105922.836,,1249.5072,1143.8411,105.66611,1217.083,1011.19574,62.894596,62.28142,111427.195,107767.76,104108.31,,,,83.554306,82.59324,44310.566,1021.91656,998.862,1.0230808,32.132835,
2025-06-11 08:00:00,109396.9,109629.3,109133.8,109200.1,11892.147,1300114300.0,245591.0,6079.025,664634600.0,107955.94,105997.86,,1182.7864,1151.6301,31.15617,1206.2654,1050.2096,61.21178,61.1659,111501.805,107955.94,104410.08,,,,77.144394,81.54749,32418.422,984.31537,988.79474,0.99546987,32.14195,
2025-06-11 12:00:00,109200.1,110350.0,108950.1,109694.8,47346.71,5194213000.0,817418.0,23738.562,2604555000.0,108171.66,106089.07,,1156.4963,1152.6034,3.8929327,1215.7198,1083.3116,63.831505,62.918884,111587.08,108171.66,104756.24,,,,77.134514,79.27774,79765.13,1014.0,997.01685,1.0170339,32.740604,
2025-06-11 16:00:00,109694.9,109776.5,108331.7,108684.5,33333.87,3631790300.0,643722.0,14955.475,1629470200.0,108324.92,106157.95,,1042.1256,1130.5078,-88.38226,1167.21,1100.0913,55.576126,57.366016,111537.51,108324.92,105112.34,,,,67.85746,74.045456,46431.26,1044.7714,1005.97253,1.0385685,32.279747,
2025-06-11 20:00:00,108684.5,109164.8,108001.2,108600.0,20308.766,2203255800.0,400940.0,9906.467,1074892800.0,108459.05,106198.836,,933.90204,1091.1866,-157.28464,1115.6729,1103.2076,54.93617,56.92482,111476.45,108459.05,105441.65,,,,54.69692,66.562965,26122.494,1053.2592,1009.12506,1.043735,31.354868,
2025-06-12 00:00:00,108600.1,108782.1,107650.0,107820.5,24193.834,2618183400.0,442265.0,12062.563,1305574700.0,108537.945,106231.805,,776.2864,1028.2067,-251.9202,1027.0554,1087.9772,49.296856,52.978203,111397.81,108537.945,105678.08,,,,29.373207,50.64253,1928.661,1058.8906,1011.58453,1.0467644,29.990557,
2025-06-12 04:00:00,107820.5,107951.0,107300.0,107577.0,17432.701,1876768000.0,336914.0,9013.497,970494140.0,108632.97,106276.74,,624.52734,947.47076,-322.94342,933.9771,1057.1771,47.651306,51.800255,111219.445,108632.97,106046.5,,,,16.084105,33.384743,-15504.04,1029.7556,1004.37286,1.0252723,28.243895,
2025-06-12 08:00:00,107577.0,107798.0,106830.0,106862.9,20489.988,2198214000.0,381114.0,9239.152,991386050.0,108695.266,106304.51,,441.54538,846.2857,-404.7403,814.02026,1008.5458,43.10685,48.480927,111036.57,108695.266,106353.95,,,,5.212558,16.889957,-35994.027,1025.3445,1003.6454,1.0216203,26.431347,
2025-06-12 12:00:00,106862.9,107769.1,106539.1,106960.6,44438.418,4761155600.0,737544.0,21984.555,2355576000.0,108767.46,106338.516,,300.94534,737.2176,-436.27225,712.2721,949.2911,43.895214,48.95085,110777.945,108767.46,106756.98,,,,6.990612,9.429091,8444.389,1039.9628,1008.1725,1.0315325,25.098017,
2025-06-12 16:00:00,106960.6,108398.4,106621.0,106749.6,36093.637,3884725500.0,669065.0,17594.305,1893764900.0,108719.55,106372.625,,170.52715,623.8795,-453.3524,611.1661,881.6661,42.524708,47.95886,110869.586,108719.55,106569.51,,,,5.8132033,6.005458,-27649.248,1092.6368,1023.55707,1.06749,23.559673,
2025-06-12 20:00:00,106749.5,106929.9,105602.0,105609.5,43141.613,4577175000.0,753926.0,18935.15,2009408300.0,108621.805,106379.72,,-24.543844,494.19485,-518.7387,464.65955,798.2648,35.986626,43.013435,111122.21,108621.805,106121.4,,,,5.555629,6.119815,-70790.86,1109.4414,1029.6439,1.0775,22.7682,
2025-06-13 00:00:00,105609.4,105661.0,102614.0,104233.9,98662.52,10251103000.0,1711365.0,47157.63,4898578000.0,108407.74,106366.99,,-286.832,337.98947,-624.8215,268.29318,692.27045,29.994457,38.043472,111556.91,108407.74,105258.586,,,,8.865321,6.744718,-169453.39,1247.8384,1069.9911,1.1662139,24.086607,
2025-06-13 04:00:00,104233.9,104891.4,103733.7,104831.4,27313.357,2848242200.0,601251.0,14081.78,1468637800.0,108137.92,106370.78,,-441.39587,182.11241,-623.5083,128.93349,579.603,35.053074,41.144947,111532.24,108137.92,104743.59,,,,16.58685,10.335933,-142140.03,1241.3999,1071.7452,1.1582977,25.310844,
2025-06-13 08:00:00,104831.4,105459.7,104360.0,104989.9,28154.768,2952484000.0,553852.0,14846.937,1557157800.0,107911.125,106370.75,,-544.8189,36.726147,-581.54504,17.06127,467.0947,36.366665,41.95429,111504.516,107911.125,104317.734,,,,26.771803,17.407991,-113985.266,1231.2786,1072.3043,1.1482548,25.766153,
2025-06-13 12:00:00,104990.0,105750.0,104069.5,105391.9,46774.895,4908131000.0,893464.0,24369.715,2557428200.0,107721.82,106389.13,,-587.57117,-88.13332,-499.43787,-58.57478,361.9608,39.697975,44.0049,111425.52,107721.82,104018.12,,,,31.761461,25.040037,-67210.37,1263.3657,1084.4683,1.1649634,26.363905,
2025-06-13 16:00:00,105392.0,105912.0,104607.0,105050.0,31938.527,3362047700.0,693554.0,16140.699,1699185900.0,107499.414,106394.68,,-641.64465,-198.83559,-442.80908,-140.04573,261.55948,37.881557,42.65908,111283.09,107499.414,103715.734,,,,32.703377,30.412214,-99148.9,1266.3396,1088.8789,1.1629757,26.716995,
2025-06-13 20:00:00,105050.1,106141.1,104963.1,106027.3,13091.343,1382789800.0,278444.0,7026.515,742143940.0,107352.016,106425.414,,-598.7365,-278.81577,-319.92075,-160.13815,177.21997,45.5508,47.479992,111123.9,107352.016,103580.13,,,,38.35101,34.27195,-86057.555,1260.0297,1090.6613,1.1552896,26.753126,
2025-06-14 00:00:00,106027.3,106173.6,105150.1,105189.4,16567.596,1749651200.0,308215.0,7974.425,842112500.0,107138.484,106491.74,,-625.13684,-348.08,-277.05682,-218.4115,98.09367,40.889637,44.139248,110892.336,107138.484,103384.63,,,,39.48619,36.84686,-102625.15,1243.1346,1089.318,1.1412045,26.743696,
2025-06-14 04:00:00,105189.3,105374.9,104738.7,105025.1,9863.73,1036657400.0,199652.0,4917.752,516875520.0,106877.97,106563.07,,-651.8033,-408.82465,-242.97865,-275.35815,23.403309,40.024757,43.50895,110454.984,106877.97,103300.95,,,,42.019756,39.95232,-112488.88,1199.7822,1080.2557,1.1106465,27.052402,
2025-06-14 08:00:00,105025.0,105088.0,104772.3,105030.6,7912.806,830398900.0,179697.0,4249.514,445993380.0,106646.3,106614.79,,-664.82916,-460.02554,-204.80359,-322.39572,-45.7565,40.070454,43.53729,110068.336,106646.3,103224.25,,,,40.060665,40.522205,-104576.07,1136.6334,1064.9646,1.067297,27.339058,
2025-06-14 12:00:00,105030.5,105084.2,104570.0,104783.4,11378.285,1192916500.0,233840.0,5320.95,557912450.0,106415.62,106648.516,,-687.17786,-505.456,-181.72183,-373.3609,-111.27738,38.64521,42.530376,109683.41,106415.62,103147.83,,,,39.457348,40.51259,-115954.36,1092.174,1053.9493,1.036268,27.769642,
2025-06-14 16:00:00,104783.4,105011.0,104290.0,104582.3,18623.518,1948121200.0,375597.0,9265.537,969275000.0,106184.73,106662.84,,-712.89856,-546.9445,-165.95406,-425.1243,-174.04677,37.477375,41.706455,109280.98,106184.73,103088.484,,,,37.769978,39.095997,-134577.88,1065.6615,1047.2903,1.0175416,28.39511,
2025-06-14 20:00:00,104584.2,105438.0,104225.4,105359.9,15565.636,1633921200.0,315152.0,7756.088,814224900.0,105967.984,106669.336,,-662.89514,-570.13464,-92.76052,-428.3764,-224.91269,44.465744,45.95714,108627.08,105967.984,103308.89,109512.27,105751.54,101990.805,39.66761,38.96498,-119012.24,1076.1571,1050.5964,1.0243297,28.271473,
2025-06-15 00:00:00,105359.8,105631.6,105208.7,105425.6,7896.238,832707840.0,161623.0,3758.664,396403260.0,105805.04,106694.305,,-610.92334,-578.29236,-32.630947,-425.73007,-265.07617,45.024857,46.304497,108160.36,105805.04,103449.72,109506.875,105770.92,102034.97,48.881226,42.106274,-111116.0,1029.4958,1038.0426,0.9917666,27.848433,
2025-06-15 04:00:00,105425.6,106099.4,105137.0,105374.1,16601.295,1753451800.0,262910.0,7981.367,843210240.0,105643.74,106716.99,,-567.3508,-576.10406,8.7532425,-423.9138,-296.8437,44.64542,46.06083,107623.2,105643.74,103664.29,109496.84,105792.42,102088.0,63.385185,50.644672,-127717.3,1024.7034,1036.5297,0.9885904,26.743938,
2025-06-15 08:00:00,105374.2,105444.9,104812.2,104924.5,10938.222,1148842200.0,234141.0,5442.495,571640060.0,105498.945,106719.03,,-562.6128,-573.4058,10.793002,-442.7213,-326.01923,41.367825,43.941216,107228.164,105498.945,103769.73,109496.016,105797.22,102098.42,63.830017,58.69881,-138655.52,996.7031,1028.4531,0.9691284,26.077528,
2025-06-15 12:00:00,104924.6,105810.6,104900.0,105526.0,16414.58,1730202200.0,332847.0,9134.067,962705200.0,105396.4,106733.28,,-504.50626,-559.6259,55.11965,-426.51312,-346.11798,46.976273,47.34501,106840.21,105396.4,103952.58,109498.266,105807.02,102115.78,65.188965,64.13472,-122240.94,990.55286,1026.0961,0.96536076,24.91303,
2025-06-15 16:00:00,105525.9,105744.0,104999.9,105252.0,10211.904,1076225900.0,233577.0,4771.557,502981400.0,105315.85,106736.43,,-475.08936,-542.7186,67.62924,-424.22256,-361.73892,44.870705,46.008827,106593.625,105315.85,104038.08,109498.34,105814.97,102131.59,58.07569,62.36489,-132452.84,972.9491,1020.4561,0.9534453,23.831713,
