open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,成交笔数,主动买入量,主动买入额,MA20,MA50,MA_LONG,MACD,MACD_Signal,MACD_Hist,RSI,RSI_Long,BB_Upper,BB_Middle,BB_Lower,BB_Long_Upper,BB_Long_Middle,BB_Long_Lower,Stoch_SlowK,Stoch_SlowD,OBV,ATR,ATR_Long,ATR_Ratio,ADX,Fib_Ret_0.382,Fib_Ret_0.500,Fib_Ret_0.618,Fib_Ret_0.236,Fib_Ret_0.786,Fib_Ret_0.000,Fib_Ret_1.000,Fib_Ext_1.272,Fib_Ext_1.414,Fib_Trend,Fib_High,Fib_Low,Fib_Signal,Fib_Support_Level,Fib_Resistance_Level,Fib_Price_Position,MA200,MACD_Long,MACD_Long_Signal
2024-11-13,87972.0,93421.1,86180.0,90413.3,555288.3,49968680000.0,8571385.0,277133.5,24945056000.0,73913.53,,,,,,84.01937,80.146965,88234.68,73913.53,59592.387,,,,91.67268,92.71776,2618508.8,3489.0962,,,40.72801,,,,,,,,,,neutral,,,neutral,,,,,,
2024-11-14,90413.3,91846.1,86714.0,87382.7,364621.7,32638190000.0,6465556.0,175052.12,15674764000.0,74828.24,,,,,,74.42848,73.11253,89994.96,74828.24,59661.527,,,,85.66192,89.96248,2253887.0,3606.4536,,,43.17061,,,,,,,,,,neutral,,,neutral,,,,,,
2024-11-15,87382.6,91921.5,87111.0,91074.6,314431.9,28084224000.0,5422261.0,157612.64,14079368000.0,75990.71,,,,,,77.759186,75.82643,92183.27,75990.71,59798.145,,,,85.729385,87.687996,2568319.0,3692.4568,,,45.44483,,,,,,,,,,neutral,,,neutral,,,,,,
2024-11-16,91074.6,91849.8,90120.0,90643.3,129023.445,11746507000.0,2572935.0,63437.96,5776318000.0,77113.164,,,6077.693,4271.559,1806.1338,76.50551,74.89909,93932.875,77113.164,60293.453,,,,86.01749,85.80293,2439295.5,3552.267,,,47.556614,,,,,,,,,,neutral,,,neutral,,,,,,
2024-11-17,90643.2,91539.6,88736.1,89899.9,167504.8,15122854000.0,3269289.0,80279.08,7248837000.0,78156.37,,,6121.5493,4641.557,1479.9922,74.282455,73.27721,95298.36,78156.37,61014.375,,,,89.17056,86.97248,2271790.8,3498.7837,,,48.672916,,,,,,,,,,neutral,,,neutral,,,,,,
2024-11-18,89900.0,92700.0,89422.1,90507.4,333557.12,30393970000.0,5685709.0,165196.22,15056825000.0,79135.766,,,6134.6104,4940.168,1194.4423,74.923706,73.76467,96634.59,79135.766,61636.94,,,,88.36954,87.85252,2605348.0,3483.0063,,,49.860703,,,,,,,,,,neutral,,,neutral,,,,,,
2024-11-19,90507.4,93985.9,90405.6,92335.9,303532.03,27998124000.0,5066640.0,154196.03,14225419000.0,80068.93,,,6220.796,5196.2935,1024.5026,76.79888,75.194695,98183.07,80068.93,61954.785,,,,89.623505,89.054535,2908880.0,3489.9558,,,51.122807,,,,,,,,,,neutral,,,neutral,,,,,,
2024-11-20,92335.9,94849.0,91500.0,94288.0,290044.22,27169810000.0,4993020.0,145898.73,13669687000.0,81113.64,,,6373.1514,5431.665,941.4864,78.635666,76.62306,99846.38,81113.64,62380.906,,,,93.117485,90.37017,3198924.2,3479.8877,,,52.397644,,,,,,,,,,neutral,,,neutral,,,,,,
2024-11-21,94288.0,99100.0,94008.7,98366.8,418383.12,40626856000.0,6905515.0,213934.31,20772604000.0,82449.12,,,6745.264,5694.385,1050.8792,81.866066,79.24509,101898.99,82449.12,62999.24,,,,95.8188,92.853264,3617307.2,3594.9885,,,54.00359,,,,,,,,,,neutral,,,neutral,,,,,,
2024-11-22,98366.8,99660.0,97199.9,98921.4,265774.06,26216909000.0,4555503.0,130427.27,12867581000.0,83850.34,,,7004.1777,5956.3433,1047.8344,82.25887,79.572205,103602.96,83850.34,64097.734,,,,97.01751,95.31793,3883081.2,3513.925,,,55.54203,,,,,,,,,,neutral,,,neutral,,,,,,
2024-11-23,98921.5,98937.3,97173.5,97725.5,120358.42,11819741000.0,2258791.0,57833.797,5680407000.0,85200.77,,,7031.8115,6171.437,860.37427,78.31924,76.83048,104683.68,85200.77,65717.86,,,,95.14983,95.995384,3762723.0,3388.916,,,56.953857,,,,,,,,,,neutral,,,neutral,,,,,,
2024-11-24,97725.6,98666.0,95822.1,97960.4,173118.84,16831815000.0,3273568.0,84519.18,8217593300.0,86591.15,,,6992.0654,6335.5625,656.5026,78.536674,76.993965,105336.61,86591.15,67845.69,,,,93.26833,95.145226,3935841.8,3349.9863,,,57.407055,,,,,,,,,,neutral,,,neutral,,,,,,
2024-11-25,97960.5,98999.0,92666.0,93064.0,329375.03,31634790000.0,5330405.0,156656.19,15053597000.0,87792.56,,,6490.6475,6366.5796,124.06798,64.104385,66.69402,104721.414,87792.56,70863.71,,,,79.13204,89.1834,3606466.8,3563.0588,,,56.113613,,,,,,,,,,neutral,,,neutral,,,,,,
2024-11-26,93064.0,95064.0,90866.4,92021.4,344929.22,32058954000.0,6021621.0,169186.6,15726675000.0,88872.01,,,5940.661,6281.396,-340.73477,61.51229,64.75717,103723.51,88872.01,74020.5,,,,63.027706,78.47603,3261537.5,3608.383,,,54.088936,,,,,,,,,,neutral,,,neutral,,,,,,
2024-11-27,92021.5,97250.0,91864.0,95905.2,237005.98,22446168000.0,4071168.0,119608.3,11331448000.0,89839.875,,,5751.879,6175.4927,-423.61353,66.884125,68.35204,103717.51,89839.875,75962.24,,,,56.28031,66.14669,3498543.5,3735.3557,,,52.712982,,,,,,,,,,neutral,,,neutral,,,,,,
2024-11-28,95905.2,96627.6,94700.1,95694.4,154007.03,14702796000.0,2817181.0,77818.664,7429887500.0,90784.4,,,5521.6084,6044.716,-523.10736,66.34288,67.95699,103366.914,90784.4,78201.89,,,,60.909782,60.0726,3344536.5,3606.2231,,,51.43531,,,,,,,,,,neutral,,,neutral,,,,,,
2024-11-29,95694.4,98713.3,95404.5,97516.3,190520.95,18512742000.0,3084809.0,96983.96,9425323000.0,91786.02,,,5423.6094,5920.4946,-496.8851,68.70036,69.55388,102920.484,91786.02,80651.56,,,,73.257195,63.48243,3535057.5,3584.9788,,,50.703102,,,,,,,,,,neutral,,,neutral,,,,,8032.021,8221.298
2024-11-30,97516.2,97522.1,96150.0,96475.1,93074.22,9004709000.0,1665673.0,45055.734,4359095000.0,92728.88,,,5201.9634,5776.788,-574.82495,65.86117,67.53429,101735.27,92728.88,83722.49,,,,73.2066,69.12453,3441983.2,3426.916,,,50.023197,,,,,,,,,,neutral,,,neutral,,,,,7917.293,8160.497
2024-12-01,96475.2,97933.0,95736.5,97265.1,113222.99,10975144000.0,1872343.0,56376.586,5466024000.0,93531.51,,,5032.0474,5627.84,-595.7928,66.97633,68.268326,100849.43,93531.51,86213.58,,,,75.94274,74.13551,3555206.2,3339.029,,,49.17059,,,,,,,,,,neutral,,,neutral,,,,,7819.1147,8092.2207
2024-12-02,97265.0,98266.0,94400.0,95890.5,257613.9,24755124000.0,4234044.0,125164.84,12027482000.0,93872.53,,,4731.9224,5448.6567,-716.73425,63.11316,65.56019,100926.15,93872.53,86818.92,,,,68.90673,72.685356,3297592.2,3376.67,,,47.67904,,,,,,,,,,neutral,,,neutral,,,,,7627.346,7999.2456
2024-12-03,95890.6,96375.0,93605.0,95913.3,206601.98,19688305000.0,3444469.0,101902.055,9712617000.0,94250.69,,,4444.6753,5247.8604,-803.185,63.151127,65.58396,100834.234,94250.69,87667.15,,,,64.422806,69.75742,3504194.2,3333.3364,3089.024,1.0790905,45.895634,,,,,,,,,,neutral,,,neutral,,,,,7426.3877,7884.6743
2024-12-04,95913.3,99099.9,94650.8,98669.8,275949.22,26698553000.0,4179149.0,138709.05,13423074000.0,94643.86,,,4388.8643,5076.061,-687.19666,67.50559,68.3572,101249.88,94643.86,88037.83,,,,68.46681,67.26545,3780143.5,3413.0337,3116.2256,1.0952461,45.003048,,,,,,,,,,neutral,,,neutral,,,,,7355.261,7778.7915
2024-12-05,98669.8,104630.4,90200.0,97001.5,580277.4,58190880000.0,9642120.0,287805.3,28877724000.0,95101.9,,,4162.0386,4893.257,-731.21796,62.67804,65.02733,100917.086,95101.9,89286.71,,,,64.42185,65.770485,3199866.0,4199.9883,3342.509,1.2565377,45.278385,,,,,,,,,,neutral,,,neutral,,,,,7174.2563,7657.885
